"Id","Name","Jigsaw","TYPE","SHIPPINGSTREET","WEBSITE","INDUSTRY","NUMBEROFEMPLOYEES","DESCRIPTION"
"0019000000oGEaZAAW","GKN Sinter Metals","AUTO_SAMPLE_DATA","Customer - Direct","Test acc 2157","www.GKN Sinter Metals.com","Telecommunications","63","Commerical logistics and transportation company."
"0019000000oGEaaAAG","Capital Projects Construction and Maintenance","AUTO_SAMPLE_DATA","Installation Partner","1301 Hoch Drive","www.Capital Projects Construction and Maintenance.com","Telecommunications","63","Commerical logistics and transportation company."
"0019000000oGEabAAG","Scantex Europe Limited","AUTO_SAMPLE_DATA","Technology Partner","Kings Park, 17th Avenue, Team Valley Trading Estate,Gateshead, Tyne and Wear NE26 3HSUnited Kingdom","www.Scantex Europe Limited.com","Telecommunications","63","Commerical logistics and transportation company."
"0019000000oGEacAAG","ASOC. LOC. CENTRAL ABAST. VER.","AUTO_SAMPLE_DATA","Channel Partner / Reseller","Test acc 2157","www.ASOC. LOC. CENTRAL ABAST. VER..com","Telecommunications","63","Commerical logistics and transportation company."
"0019000000oGEadAAG","CHAVARRIA FERNANDEZ JORGE ARTURO","AUTO_SAMPLE_DATA","Customer - Direct","Kings Park, 17th Avenue, Team Valley Trading Estate,Gateshead, Tyne and Wear NE26 3HSUnited Kingdom","www.CHAVARRIA FERNANDEZ JORGE ARTURO.com","Telecommunications","63","Commerical logistics and transportation company."
"0019000000oGEaeAAG","COMBOCLEAN SA DE CV","AUTO_SAMPLE_DATA","Installation Partner","Test acc 2157","www.COMBOCLEAN SA DE CV.com","Telecommunications","63","Commerical logistics and transportation company."
"0019000000oGEafAAG","GARCIA GARCIA MARIA DE LA LUZ","AUTO_SAMPLE_DATA","Customer - Direct","2 Place Jussieu","www.GARCIA GARCIA MARIA DE LA LUZ.com","Telecommunications","63","Commerical logistics and transportation company."
"0019000000oGEagAAG","HERNANDEZ SEBASTIAN MARIA AURORA","AUTO_SAMPLE_DATA","Customer - Channel","345 Shoreline ParkMountain View, CA 94043USA","www.HERNANDEZ SEBASTIAN MARIA AURORA.com","Telecommunications","63","Commerical logistics and transportation company."
"0019000000oGEahAAG","LG DISTRIBUCIONES S.A. DE C.V.","AUTO_SAMPLE_DATA","Other","1301 Hoch Drive","www.LG DISTRIBUCIONES S.A. DE C.V..com","Telecommunications","63","Commerical logistics and transportation company."
"0019000000oGEaiAAG","MIN YOUNG DAI","AUTO_SAMPLE_DATA","Prospect","345 Shoreline ParkMountain View, CA 94043USA","www.MIN YOUNG DAI.com","Telecommunications","63","Commerical logistics and transportation company."
"0019000000oGEajAAG","PATRICIO  SALAS CRISPINO","AUTO_SAMPLE_DATA","Customer - Direct","2 Place Jussieu","www.PATRICIO  SALAS CRISPINO.com","Telecommunications","63","Commerical logistics and transportation company."
"0019000000oGEakAAG","POLYONE DE MEXICO SA DE CV","AUTO_SAMPLE_DATA","Customer - Channel","CES081007NE0","www.POLYONE DE MEXICO SA DE CV.com","Telecommunications","63","Commerical logistics and transportation company."
"0019000000oGEalAAG","ROMERO VEGA SALVADOR","AUTO_SAMPLE_DATA","Customer - Channel","2 Place Jussieu","www.ROMERO VEGA SALVADOR.com","Telecommunications","63","Commerical logistics and transportation company."
"0019000000oGEamAAG","VIDAL MORENO VICTOR AURELIO","AUTO_SAMPLE_DATA","Customer - Channel","2334 N. Michigan Avenue, Suite 1500Chicago, IL 60601, USA","www.VIDAL MORENO VICTOR AURELIO.com","Telecommunications","63","Commerical logistics and transportation company."
"0019000000oGEanAAG","ENERGIA 5 MAS 1 COMERCIO SA DE CV","AUTO_SAMPLE_DATA","Prospect","Kings Park, 17th Avenue, Team Valley Trading Estate,Gateshead, Tyne and Wear NE26 3HSUnited Kingdom","www.ENERGIA 5 MAS 1 COMERCIO SA DE CV.com","Telecommunications","63","Commerical logistics and transportation company."
"0019000000oGEaoAAG","SHANDONG BAIYI TEXTILES CO LTD","AUTO_SAMPLE_DATA","Other","Kings Park, 17th Avenue, Team Valley Trading Estate,Gateshead, Tyne and Wear NE26 3HSUnited Kingdom","www.SHANDONG BAIYI TEXTILES CO LTD.com","Telecommunications","63","Commerical logistics and transportation company."
"0019000000oGEapAAG","APLNG","AUTO_SAMPLE_DATA","Technology Partner","Kings Park, 17th Avenue, Team Valley Trading Estate,Gateshead, Tyne and Wear NE26 3HSUnited Kingdom","www.APLNG.com","Shipping","57","Commerical logistics and transportation company."
"0019000000oGEaqAAG","Fresh Source International","AUTO_SAMPLE_DATA","Customer - Channel","620 SW 5th Avenue Suite 400Portland, Oregon 97204United States","www.Fresh Source International.com","Shipping","57","Commerical logistics and transportation company."
"0019000000oGEarAAG","SOLUCIONES LUMINICAS PLUS SC DE RL DE CV","AUTO_SAMPLE_DATA","Customer - Direct","620 SW 5th Avenue Suite 400Portland, Oregon 97204United States","www.SOLUCIONES LUMINICAS PLUS SC DE RL DE CV.com","Shipping","57","Commerical logistics and transportation company."
"0019000000oGEasAAG","URREA HERRAMIENTAS PROFESIONAL SA C","AUTO_SAMPLE_DATA","Other","2334 N. Michigan Avenue, Suite 1500Chicago, IL 60601, USA","www.URREA HERRAMIENTAS PROFESIONAL SA C.com","Shipping","57","Commerical logistics and transportation company."
"0019000000oGEatAAG","Moonside Trade and Finance Limited","AUTO_SAMPLE_DATA","Other","CES081007NE0","www.Moonside Trade and Finance Limited.com","Shipping","57","Commerical logistics and transportation company."
"0019000000oGEauAAG","BOBINAS Y MANTENIMIENTO ELECTRICO D","AUTO_SAMPLE_DATA","Prospect","2 Place Jussieu","www.BOBINAS Y MANTENIMIENTO ELECTRICO D.com","Shipping","57","Commerical logistics and transportation company."
"0019000000oGEavAAG","CITITOUR SA DE CV","AUTO_SAMPLE_DATA","Other","1301 Hoch Drive","www.CITITOUR SA DE CV.com","Shipping","57","Commerical logistics and transportation company."
"0019000000oGEawAAG","DISTRIBUIDOR A MEDICOS Y","AUTO_SAMPLE_DATA","Technology Partner","Test acc 2157","www.DISTRIBUIDOR A MEDICOS Y.com","Shipping","57","Commerical logistics and transportation company."
"0019000000oGEaxAAG","FLOW-MEXA SA DE CV","AUTO_SAMPLE_DATA","Technology Partner","345 Shoreline ParkMountain View, CA 94043USA","www.FLOW-MEXA SA DE CV.com","Shipping","57","Commerical logistics and transportation company."
"0019000000oGEayAAG","GENERAL DE PINTURAS Y SERVICIOS SA","AUTO_SAMPLE_DATA","Technology Partner","2334 N. Michigan Avenue, Suite 1500Chicago, IL 60601, USA","www.GENERAL DE PINTURAS Y SERVICIOS SA.com","Shipping","57","Commerical logistics and transportation company."
"0019000000oGEazAAG","INGENIERIA Y SUMINISTROS EN INCENDI","AUTO_SAMPLE_DATA","Customer - Channel","345 Shoreline ParkMountain View, CA 94043USA","www.INGENIERIA Y SUMINISTROS EN INCENDI.com","Shipping","57","Commerical logistics and transportation company."
"0019000000oGEb0AAG","MKT CRATIVIDAD LIGADA A RESULTADOS","AUTO_SAMPLE_DATA","Prospect","2334 N. Michigan Avenue, Suite 1500Chicago, IL 60601, USA","www.MKT CRATIVIDAD LIGADA A RESULTADOS.com","Shipping","57","Commerical logistics and transportation company."
"0019000000oGEb1AAG","OCM INSTRUMENTOS Y REACTIVOS","AUTO_SAMPLE_DATA","Installation Partner","CES081007NE0","www.OCM INSTRUMENTOS Y REACTIVOS.com","Shipping","57","Commerical logistics and transportation company."
"0019000000oGEb2AAG","REJON HERRERA ROSA ESTHER","AUTO_SAMPLE_DATA","Other","1301 Avenue of the Americas New York, NY 10019USA","www.REJON HERRERA ROSA ESTHER.com","Shipping","57","Commerical logistics and transportation company."
"0019000000oGEb3AAG","DUPONT MEXICO SA DE CV","AUTO_SAMPLE_DATA","Customer - Direct","Test acc 2157","www.DUPONT MEXICO SA DE CV.com","Shipping","57","Commerical logistics and transportation company."
"0019000000oGEb4AAG","Drukkerij Stadler & Sauerbier BV - Royal Sens","AUTO_SAMPLE_DATA","Technology Partner","Kings Park, 17th Avenue, Team Valley Trading Estate,Gateshead, Tyne and Wear NE26 3HSUnited Kingdom","www.Drukkerij Stadler & Sauerbier BV - Royal Sens.com","Shipping","57","Commerical logistics and transportation company."
"0019000000nFzmvAAC","ICM Corp","AUTO_SAMPLE_DATA","Technology Partner","Kings Park, 17th Avenue, Team Valley Trading Estate,Gateshead, Tyne and Wear NE26 3HSUnited Kingdom","www.Drukkerij Stadler & Sauerbier BV - Royal Sens.com","Shipping","57","Commerical logistics and transportation company."
"0019000000oGEb5AAG","SEA TEX LIMITED","AUTO_SAMPLE_DATA","Prospect","2334 N. Michigan Avenue, Suite 1500Chicago, IL 60601, USA","www.SEA TEX LIMITED.com","Shipping","56","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs"
"0019000000oGEb6AAG","MERIAL DE MEXICO SA DE CV","AUTO_SAMPLE_DATA","Customer - Direct","CES081007NE0","www.MERIAL DE MEXICO SA DE CV.com","Shipping","56","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs"
"0019000000oGEb7AAG","MARIO ENRIQUE GARZA GONZALEZ","AUTO_SAMPLE_DATA","Other","Kings Park, 17th Avenue, Team Valley Trading Estate,Gateshead, Tyne and Wear NE26 3HSUnited Kingdom","www.MARIO ENRIQUE GARZA GONZALEZ.com","Shipping","56","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs"
"0019000000oGEb8AAG","FORTUNEX LIMITED","AUTO_SAMPLE_DATA","Customer - Direct","Kings Park, 17th Avenue, Team Valley Trading Estate,Gateshead, Tyne and Wear NE26 3HSUnited Kingdom","www.FORTUNEX LIMITED.com","Shipping","56","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs"
"0019000000oGEb9AAG","ELECTRIFICACIONES Y CONSTRUCCIONES SIGMOND SA DE C","AUTO_SAMPLE_DATA","Prospect","1301 Avenue of the Americas New York, NY 10019USA","www.ELECTRIFICACIONES Y CONSTRUCCIONES SIGMOND SA DE C.com","Shipping","56","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs"
"0019000000oGEbAAAW","ALRI S.A. DE C.V.","AUTO_SAMPLE_DATA","Installation Partner","1301 Hoch Drive","www.ALRI S.A. DE C.V..com","Shipping","56","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs"
"0019000000oGEbBAAW","CARDENAS GARZA PEDRO JAVIER","AUTO_SAMPLE_DATA","Other","CES081007NE0","www.CARDENAS GARZA PEDRO JAVIER.com","Shipping","56","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs"
"0019000000oGEbCAAW","FILM MASTER SA DE CV","AUTO_SAMPLE_DATA","Prospect","Test acc 2157","www.FILM MASTER SA DE CV.com","Shipping","56","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs"
"0019000000oGEbDAAW","HERNANDEZ VITAL RAQUEL","AUTO_SAMPLE_DATA","Channel Partner / Reseller","CES081007NE0","www.HERNANDEZ VITAL RAQUEL.com","Shipping","56","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs"
"0019000000oGEbEAAW","LEON FELIX MARCO ANTONIO","AUTO_SAMPLE_DATA","Installation Partner","DHE010828K6A","www.LEON FELIX MARCO ANTONIO.com","Shipping","56","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs"
"0019000000oGEbFAAW","PADILLA SANCHEZ ROBERTO","AUTO_SAMPLE_DATA","Installation Partner","1301 Avenue of the Americas New York, NY 10019USA","www.PADILLA SANCHEZ ROBERTO.com","Shipping","56","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs"
"0019000000oGEbGAAW","RECOLECTORA Y PROCESADORA DE RESIDU","AUTO_SAMPLE_DATA","Prospect","2334 N. Michigan Avenue, Suite 1500Chicago, IL 60601, USA","www.RECOLECTORA Y PROCESADORA DE RESIDU.com","Shipping","56","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs"
"0019000000oGEbHAAW","TAMEZ CAVAZOS ROBERTO","AUTO_SAMPLE_DATA","Customer - Direct","Test acc 2157","www.TAMEZ CAVAZOS ROBERTO.com","Shipping","56","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs"
"0019000000oGEbIAAW","CONTROLANYWHERE SA DE CV","AUTO_SAMPLE_DATA","Customer - Channel","620 SW 5th Avenue Suite 400Portland, Oregon 97204United States","www.CONTROLANYWHERE SA DE CV.com","Shipping","56","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs"
"0019000000oGEbJAAW","Lignivalys","AUTO_SAMPLE_DATA","Technology Partner","345 Shoreline ParkMountain View, CA 94043USA","www.Lignivalys.com","Shipping","56","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs"
"0019000000nFzn3AAC","Xerox","AUTO_SAMPLE_DATA","Channel Partner / Reseller","620 SW 5th Avenue Suite 400Portland, Oregon 97204United States","www.Waupaca Foundry.com","Shipping","56","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs"
"0019000000oGEbKAAW","NOVA INSTRUMENTS SERVICE SA DE CV","AUTO_SAMPLE_DATA","Channel Partner / Reseller","1301 Avenue of the Americas New York, NY 10019USA","www.NOVA INSTRUMENTS SERVICE SA DE CV.com","Entertainment","52","Commerical logistics and transportation company."
"0019000000oGEbLAAW","FUNTASTIC LIMITED","AUTO_SAMPLE_DATA","Customer - Channel","345 Shoreline ParkMountain View, CA 94043USA","www.FUNTASTIC LIMITED.com","Finance","52","Commerical logistics and transportation company."
"0019000000oGEbMAAW","Metaldyne","AUTO_SAMPLE_DATA","Technology Partner","1301 Avenue of the Americas New York, NY 10019USA","www.Metaldyne.com","Finance","52","Commerical logistics and transportation company."
"0019000000oGEbNAAW","INDIV DE MEXICO SA DE CV","AUTO_SAMPLE_DATA","Prospect","2334 N. Michigan Avenue, Suite 1500Chicago, IL 60601, USA","www.INDIV DE MEXICO SA DE CV.com","Entertainment","52","Commerical logistics and transportation company."
"0019000000oGEbOAAW","CIMENTACIONES Y ESTRUCTURAS DEL PACIFICO SA DE CV","AUTO_SAMPLE_DATA","Installation Partner","Test acc 2157","www.CIMENTACIONES Y ESTRUCTURAS DEL PACIFICO SA DE CV.com","Entertainment","52","Commerical logistics and transportation company."
"0019000000oGEbPAAW","CHINA ARTS AND CRAFTS NANJING IMP. & EXP. CORP.","AUTO_SAMPLE_DATA","Other","Test acc 2157","www.CHINA ARTS AND CRAFTS NANJING IMP. & EXP. CORP..com","Entertainment","52","Commerical logistics and transportation company."
"0019000000nFzmcAAC","Galbreath Co","AUTO_SAMPLE_DATA","Prospect","Kings Park, 17th Avenue, Team Valley Trading Estate,Gateshead, Tyne and Wear NE26 3HSUnited Kingdom","www.Soxland International Inc.com","Entertainment","52","Commerical logistics and transportation company."
"0019000000oGEbQAAW","Soxland International Inc","AUTO_SAMPLE_DATA","Prospect","Kings Park, 17th Avenue, Team Valley Trading Estate,Gateshead, Tyne and Wear NE26 3HSUnited Kingdom","www.Soxland International Inc.com","Entertainment","52","Commerical logistics and transportation company."
"0019000000oGEbRAAW","JERSEY FARMERS ELEVATOR INC","AUTO_SAMPLE_DATA","Prospect","DHE010828K6A","www.JERSEY FARMERS ELEVATOR INC.com","Finance","52","Commerical logistics and transportation company."
"0019000000oGEbSAAW","Panocean Hong Kong Development Limited","AUTO_SAMPLE_DATA","Customer - Channel","2 Place Jussieu","www.Panocean Hong Kong Development Limited.com","Insurance","52","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000nFznSAAS","Nash Direct","AUTO_SAMPLE_DATA","Customer - Direct","2 Place Jussieu","www.Unifor Brass Forgings Inc.com","Insurance","52","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEbTAAW","Unifor Brass Forgings Inc","AUTO_SAMPLE_DATA","Customer - Direct","2 Place Jussieu","www.Unifor Brass Forgings Inc.com","Insurance","52","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEbUAAW","ARAUJO MEDINA GERARDO","AUTO_SAMPLE_DATA","Other","620 SW 5th Avenue Suite 400Portland, Oregon 97204United States","www.ARAUJO MEDINA GERARDO.com","Entertainment","52","Commerical logistics and transportation company."
"0019000000oGEbVAAW","ASOCIACION DE EMPRESAS DEL PARQUE","AUTO_SAMPLE_DATA","Prospect","345 Shoreline ParkMountain View, CA 94043USA","www.ASOCIACION DE EMPRESAS DEL PARQUE.com","Finance","52","Commerical logistics and transportation company."
"0019000000oGEbWAAW","AVIOS NEUMATICOS SA DE CV","AUTO_SAMPLE_DATA","Other","Kings Park, 17th Avenue, Team Valley Trading Estate,Gateshead, Tyne and Wear NE26 3HSUnited Kingdom","www.AVIOS NEUMATICOS SA DE CV.com","Insurance","52","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEbXAAW","BASCULAS SANTIAGO SA DE CV","AUTO_SAMPLE_DATA","Other","2334 N. Michigan Avenue, Suite 1500Chicago, IL 60601, USA","www.BASCULAS SANTIAGO SA DE CV.com","Finance","52","Commerical logistics and transportation company."
"0019000000oGEbYAAW","CAMARA ARABE MEXICANA DE INDUSTRIA","AUTO_SAMPLE_DATA","Technology Partner","1301 Avenue of the Americas New York, NY 10019USA","www.CAMARA ARABE MEXICANA DE INDUSTRIA.com","Insurance","52","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEbZAAW","CHESTERTON MEXICANA S.A. DE C.V.","AUTO_SAMPLE_DATA","Installation Partner","1301 Hoch Drive","www.CHESTERTON MEXICANA S.A. DE C.V..com","Finance","52","Commerical logistics and transportation company."
"0019000000oGEbaAAG","COMERCIALIZADORA REMM SA DE CV","AUTO_SAMPLE_DATA","Customer - Channel","Test acc 2157","www.COMERCIALIZADORA REMM SA DE CV.com","Insurance","52","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEbbAAG","DESARROLLO EMPRESARIAL INTEGRAL","AUTO_SAMPLE_DATA","Customer - Direct","CES081007NE0","www.DESARROLLO EMPRESARIAL INTEGRAL.com","Entertainment","52","Commerical logistics and transportation company."
"0019000000oGEbcAAG","EMPAQUES ESPECIALIADOS MITRAS SA DE","AUTO_SAMPLE_DATA","Installation Partner","1301 Avenue of the Americas New York, NY 10019USA","www.EMPAQUES ESPECIALIADOS MITRAS SA DE.com","Insurance","52","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEbdAAG","FLORES PEREZ AGUILAR LINO","AUTO_SAMPLE_DATA","Prospect","Kings Park, 17th Avenue, Team Valley Trading Estate,Gateshead, Tyne and Wear NE26 3HSUnited Kingdom","www.FLORES PEREZ AGUILAR LINO.com","Finance","52","Commerical logistics and transportation company."
"0019000000oGEbeAAG","FRIMAX CARROCERIAS","AUTO_SAMPLE_DATA","Installation Partner","1301 Hoch Drive","www.FRIMAX CARROCERIAS.com","Entertainment","52","Commerical logistics and transportation company."
"0019000000oGEbfAAG","GAXIOLA MELENDREZ MARIO ALBERTO","AUTO_SAMPLE_DATA","Technology Partner","Kings Park, 17th Avenue, Team Valley Trading Estate,Gateshead, Tyne and Wear NE26 3HSUnited Kingdom","www.GAXIOLA MELENDREZ MARIO ALBERTO.com","Insurance","52","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEbgAAG","GONZALEZ AYALA WILBERT","AUTO_SAMPLE_DATA","Other","1301 Avenue of the Americas New York, NY 10019USA","www.GONZALEZ AYALA WILBERT.com","Entertainment","52","Commerical logistics and transportation company."
"0019000000oGEbhAAG","GUERRERO ORTIZ RIGOBERTO","AUTO_SAMPLE_DATA","Customer - Channel","1301 Avenue of the Americas New York, NY 10019USA","www.GUERRERO ORTIZ RIGOBERTO.com","Finance","52","Commerical logistics and transportation company."
"0019000000oGEbiAAG","HOTELES REAL PLAZA SA DE CV","AUTO_SAMPLE_DATA","Technology Partner","620 SW 5th Avenue Suite 400Portland, Oregon 97204United States","www.HOTELES REAL PLAZA SA DE CV.com","Insurance","52","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEbjAAG","JOHNSONVILLE MEXICO S DE RL","AUTO_SAMPLE_DATA","Customer - Channel","1301 Avenue of the Americas New York, NY 10019USA","www.JOHNSONVILLE MEXICO S DE RL.com","Finance","52","Commerical logistics and transportation company."
"0019000000oGEbkAAG","MARIN RAMIREZ MARIA DE LOURDES","AUTO_SAMPLE_DATA","Technology Partner","DHE010828K6A","www.MARIN RAMIREZ MARIA DE LOURDES.com","Entertainment","52","Commerical logistics and transportation company."
"0019000000oGEblAAG","MEZA MORALES FELIPE","AUTO_SAMPLE_DATA","Technology Partner","Test acc 2157","www.MEZA MORALES FELIPE.com","Finance","52","Commerical logistics and transportation company."
"0019000000oGEbmAAG","MONTELONGO BONILLA VICTOR MANUEL","AUTO_SAMPLE_DATA","Installation Partner","1301 Avenue of the Americas New York, NY 10019USA","www.MONTELONGO BONILLA VICTOR MANUEL.com","Insurance","52","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEbnAAG","ORGANISMO INTERNACIONAL REGIONAL","AUTO_SAMPLE_DATA","Prospect","1301 Avenue of the Americas New York, NY 10019USA","www.ORGANISMO INTERNACIONAL REGIONAL.com","Finance","52","Commerical logistics and transportation company."
"0019000000oGEboAAG","PRINCE COMERCIAL SA DE CV","AUTO_SAMPLE_DATA","Installation Partner","620 SW 5th Avenue Suite 400Portland, Oregon 97204United States","www.PRINCE COMERCIAL SA DE CV.com","Insurance","52","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEbpAAG","PRODUCTOS MET DE USO SANITAR","AUTO_SAMPLE_DATA","Channel Partner / Reseller","1301 Hoch Drive","www.PRODUCTOS MET DE USO SANITAR.com","Entertainment","52","Commerical logistics and transportation company."
"0019000000oGEbqAAG","QUIMICA IBEROAMERICANA SA DE CV","AUTO_SAMPLE_DATA","Customer - Direct","2334 N. Michigan Avenue, Suite 1500Chicago, IL 60601, USA","www.QUIMICA IBEROAMERICANA SA DE CV.com","Insurance","52","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEbrAAG","QUIMICA RANA DE MONTERREY SA DE CV","AUTO_SAMPLE_DATA","Channel Partner / Reseller","345 Shoreline ParkMountain View, CA 94043USA","www.QUIMICA RANA DE MONTERREY SA DE CV.com","Entertainment","52","Commerical logistics and transportation company."
"0019000000oGEbsAAG","RIVERA ESPINOZA JUAN FILIBERTO","AUTO_SAMPLE_DATA","Channel Partner / Reseller","CES081007NE0","www.RIVERA ESPINOZA JUAN FILIBERTO.com","Finance","52","Commerical logistics and transportation company."
"0019000000oGEbtAAG","RODAMIENTOS UNIVERSALES","AUTO_SAMPLE_DATA","Customer - Direct","1301 Hoch Drive","www.RODAMIENTOS UNIVERSALES.com","Insurance","52","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEbuAAG","SERVI PAVOS SA DE CV","AUTO_SAMPLE_DATA","Technology Partner","CES081007NE0","www.SERVI PAVOS SA DE CV.com","Finance","52","Commerical logistics and transportation company."
"0019000000oGEbvAAG","SISTEMAS Y EQUIPOS DE MEDICION EN","AUTO_SAMPLE_DATA","Installation Partner","Test acc 2157","www.SISTEMAS Y EQUIPOS DE MEDICION EN.com","Entertainment","52","Commerical logistics and transportation company."
"0019000000oGEbwAAG","SYNERGY ADDITIVES COMPANY SA DE CV","AUTO_SAMPLE_DATA","Other","620 SW 5th Avenue Suite 400Portland, Oregon 97204United States","www.SYNERGY ADDITIVES COMPANY SA DE CV.com","Finance","52","Commerical logistics and transportation company."
"0019000000oGEbxAAG","TAPIA SANCHEZ ERIK","AUTO_SAMPLE_DATA","Customer - Channel","2334 N. Michigan Avenue, Suite 1500Chicago, IL 60601, USA","www.TAPIA SANCHEZ ERIK.com","Insurance","52","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEbyAAG","TEMPORARY AND PERMANENT STAFF SA DE","AUTO_SAMPLE_DATA","Customer - Direct","1301 Avenue of the Americas New York, NY 10019USA","www.TEMPORARY AND PERMANENT STAFF SA DE.com","Entertainment","52","Commerical logistics and transportation company."
"0019000000oGEbzAAG","WESTCON MEXICO SA DE CV","AUTO_SAMPLE_DATA","Channel Partner / Reseller","2 Place Jussieu","www.WESTCON MEXICO SA DE CV.com","Insurance","52","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEc0AAG","DISTRIBUIDORA RODVAL","AUTO_SAMPLE_DATA","Customer - Channel","2334 N. Michigan Avenue, Suite 1500Chicago, IL 60601, USA","www.DISTRIBUIDORA RODVAL.com","Finance","52","Commerical logistics and transportation company."
"0019000000nFznWAAS","Quadrex Corp","AUTO_SAMPLE_DATA","Installation Partner","1301 Hoch Drive","www.TBS Group Corporation.com","Finance","52","Commerical logistics and transportation company."
"0019000000oGEc1AAG","TBS Group Corporation","AUTO_SAMPLE_DATA","Installation Partner","1301 Hoch Drive","www.TBS Group Corporation.com","Finance","52","Commerical logistics and transportation company."
"0019000000oGEc2AAG","Ningbo Vontone Stationery Co Ltd","AUTO_SAMPLE_DATA","Customer - Channel","345 Shoreline ParkMountain View, CA 94043USA","www.Ningbo Vontone Stationery Co Ltd.com","Insurance","52","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEc3AAG","TOP AG COOPERATIVE INC","AUTO_SAMPLE_DATA","Installation Partner","DHE010828K6A","www.TOP AG COOPERATIVE INC.com","Entertainment","52","Commerical logistics and transportation company."
"0019000000nFznLAAS","East/West Computers Inc","AUTO_SAMPLE_DATA","Installation Partner","CES081007NE0","www.GAVILON GRAIN.com","Insurance","52","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEc4AAG","GAVILON GRAIN","AUTO_SAMPLE_DATA","Installation Partner","CES081007NE0","www.GAVILON GRAIN.com","Insurance","52","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEc5AAG","Allen & Overy","AUTO_SAMPLE_DATA","Customer - Direct","DHE010828K6A","www.Allen & Overy.com","Entertainment","52","Commerical logistics and transportation company."
"0019000000oGEc6AAG","LIDERNOVA SA DE CV","AUTO_SAMPLE_DATA","Customer - Channel","2 Place Jussieu","www.LIDERNOVA SA DE CV.com","Insurance","52","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEc7AAG","COMNET SA DE CV","AUTO_SAMPLE_DATA","Technology Partner","CES081007NE0","www.COMNET SA DE CV.com","Transportation","46","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia."
"0019000000oGEc8AAG","FABIOLA GARCIA GONZALEZ","AUTO_SAMPLE_DATA","Prospect","1301 Avenue of the Americas New York, NY 10019USA","www.FABIOLA GARCIA GONZALEZ.com","Transportation","46","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia."
"0019000000oGEc9AAG","King Fai Industrial (HK) Co Ltd","AUTO_SAMPLE_DATA","Customer - Channel","CES081007NE0","www.King Fai Industrial (HK) Co Ltd.com","Transportation","46","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia."
