JBCXM__Account__r.Data_ExternalId__c,Name,JBCXM__Date__c,Page_Visits__c,Page_Views__c,No_of_Report_Run__c,Files_Downloaded__c,Emails_Sent_Count__c,No_of_Campaigns__c,Active_Users__c,DB_Size__c,Leads__c
Adoption Test - Account 24,ACCOUNTLEVEL,-13,29,22,140,39,207,24,804,7105,8709
Adoption Test - Account 25,ACCOUNTLEVEL,-13,45,47,50,92,237,3,235,2445,13268
Adoption Test - Account 26,ACCOUNTLEVEL,-13,52,12,191,93,119,21,331,9083,18608
Adoption Test - Account 27,ACCOUNTLEVEL,-13,12,30,196,40,224,2,614,4849,6947
Adoption Test - Account 28,ACCOUNTLEVEL,-13,91,24,63,113,106,34,257,1838,4790
Adoption Test - Account 29,ACCOUNTLEVEL,-13,66,38,156,117,234,21,111,2638,10283
Adoption Test - Account 30,ACCOUNTLEVEL,-13,46,22,78,4,211,57,535,3595,14714
Adoption Test - Account 31,ACCOUNTLEVEL,-13,81,25,99,78,181,31,649,16,19462
Adoption Test - Account 32,ACCOUNTLEVEL,-13,2,26,78,125,246,5,196,9174,3695
Adoption Test - Account 33,ACCOUNTLEVEL,-13,31,42,102,33,111,2,992,8996,3241
Adoption Test - Account 34,ACCOUNTLEVEL,-13,31,43,113,112,161,56,488,6439,19628
Adoption Test - Account 35,ACCOUNTLEVEL,-13,78,21,54,130,187,40,886,3250,11789
Adoption Test - Account 36,ACCOUNTLEVEL,-13,77,42,61,65,155,26,319,1972,18316
Adoption Test - Account 37,ACCOUNTLEVEL,-13,65,22,137,103,221,12,111,7660,16459
Adoption Test - Account 38,ACCOUNTLEVEL,-13,99,32,118,71,218,29,482,5732,4439
Adoption Test - Account 39,ACCOUNTLEVEL,-13,11,43,144,18,166,8,286,4763,14879
Adoption Test - Account 40,ACCOUNTLEVEL,-13,31,41,166,84,233,11,718,4719,7771
Adoption Test - Account 41,ACCOUNTLEVEL,-13,13,16,100,114,136,13,458,8067,14714
Adoption Test - Account 42,ACCOUNTLEVEL,-13,70,15,165,27,228,58,665,9260,5960
Adoption Test - Account 43,ACCOUNTLEVEL,-13,75,22,87,47,237,5,731,7329,12370
Adoption Test - Account 44,ACCOUNTLEVEL,-13,57,41,179,64,155,20,850,1385,562
Adoption Test - Account 45,ACCOUNTLEVEL,-13,27,12,180,36,113,51,988,8035,376
Adoption Test - Account 46,ACCOUNTLEVEL,-13,58,45,189,103,103,4,785,3222,11460
Adoption Test - Account 47,ACCOUNTLEVEL,-13,16,14,165,107,208,50,336,2171,9984
Adoption Test - Account 48,ACCOUNTLEVEL,-13,69,23,117,24,115,8,446,1888,5751
Adoption Test - Account 49,ACCOUNTLEVEL,-13,3,26,96,93,109,50,639,405,10217
Adoption Test - Account 50,ACCOUNTLEVEL,-13,80,22,90,71,139,6,966,4293,17754
Adoption Test - Account 51,ACCOUNTLEVEL,-13,22,50,86,29,193,38,614,8827,7026
Adoption Test - Account 52,ACCOUNTLEVEL,-13,38,22,77,127,169,8,431,8911,13284
Adoption Test - Account 53,ACCOUNTLEVEL,-13,24,48,109,105,207,44,230,2911,12715
Adoption Test - Account 54,ACCOUNTLEVEL,-13,71,21,199,55,163,8,710,5313,13787
Adoption Test - Account 55,ACCOUNTLEVEL,-13,11,25,104,136,243,25,393,3492,8844
Adoption Test - Account 56,ACCOUNTLEVEL,-13,45,46,140,64,181,14,608,1030,6050
Adoption Test - Account 57,ACCOUNTLEVEL,-13,58,14,81,57,114,22,740,3954,11716
Adoption Test - Account 58,ACCOUNTLEVEL,-13,10,10,123,17,139,2,482,1105,18901
Adoption Test - Account 59,ACCOUNTLEVEL,-13,45,20,62,104,221,8,310,696,2755
Adoption Test - Account 60,ACCOUNTLEVEL,-13,94,44,169,105,156,51,508,8711,8580
Adoption Test - Account 61,ACCOUNTLEVEL,-13,3,10,105,61,187,18,400,448,6869
Adoption Test - Account 62,ACCOUNTLEVEL,-13,44,40,122,67,145,50,423,4635,14104
Adoption Test - Account 63,ACCOUNTLEVEL,-13,93,12,167,58,108,29,885,1494,12723
Adoption Test - Account 64,ACCOUNTLEVEL,-13,63,33,139,58,170,54,406,2509,10871
Adoption Test - Account 65,ACCOUNTLEVEL,-13,6,10,105,40,111,46,31,4422,18701
Adoption Test - Account 66,ACCOUNTLEVEL,-13,97,12,181,147,130,40,353,800,18548
Adoption Test - Account 67,ACCOUNTLEVEL,-13,92,32,181,106,242,55,180,9355,12868
Adoption Test - Account 68,ACCOUNTLEVEL,-13,85,39,99,107,129,42,57,7370,9406
Adoption Test - Account 69,ACCOUNTLEVEL,-13,32,44,63,0,210,29,882,3223,19662
Adoption Test - Account 70,ACCOUNTLEVEL,-13,33,32,180,129,113,36,67,9858,19135
Adoption Test - Account 71,ACCOUNTLEVEL,-13,16,35,72,44,128,23,657,5181,19805
Adoption Test - Account 72,ACCOUNTLEVEL,-13,65,22,179,104,175,44,225,3501,13282
Adoption Test - Account 73,ACCOUNTLEVEL,-13,30,25,65,109,204,57,844,798,19407
Adoption Test - Account 74,ACCOUNTLEVEL,-13,34,40,103,146,187,42,470,3004,9175
Adoption Test - Account 75,ACCOUNTLEVEL,-13,82,12,154,112,116,43,711,9650,16696
Adoption Test - Account 76,ACCOUNTLEVEL,-13,87,22,100,95,177,50,340,6069,18813
Adoption Test - Account 77,ACCOUNTLEVEL,-13,65,30,70,92,238,13,768,874,3474
Adoption Test - Account 78,ACCOUNTLEVEL,-13,23,24,66,106,232,38,957,459,16608
Adoption Test - Account 79,ACCOUNTLEVEL,-13,48,14,192,23,212,16,980,7009,10893
Adoption Test - Account 80,ACCOUNTLEVEL,-13,25,47,200,59,193,13,774,9564,11705
Adoption Test - Account 81,ACCOUNTLEVEL,-13,37,18,189,48,190,20,981,8626,8939
Adoption Test - Account 82,ACCOUNTLEVEL,-13,62,17,140,122,246,2,417,8316,4599
Adoption Test - Account 83,ACCOUNTLEVEL,-13,57,11,149,89,116,52,349,3623,13207
Adoption Test - Account 84,ACCOUNTLEVEL,-13,23,35,82,105,214,9,106,2875,10859
Adoption Test - Account 85,ACCOUNTLEVEL,-13,6,24,198,59,157,32,208,7909,18300
Adoption Test - Account 86,ACCOUNTLEVEL,-13,42,13,128,100,242,23,810,828,19908
Adoption Test - Account 87,ACCOUNTLEVEL,-13,6,40,154,47,209,36,750,5352,1304
Adoption Test - Account 88,ACCOUNTLEVEL,-13,15,45,134,143,228,11,514,703,216
Adoption Test - Account 89,ACCOUNTLEVEL,-13,84,38,72,133,134,19,319,6561,408
Adoption Test - Account 90,ACCOUNTLEVEL,-13,34,10,197,139,115,11,239,2340,3739
Adoption Test - Account 91,ACCOUNTLEVEL,-13,16,29,56,114,216,55,590,1411,15480
Adoption Test - Account 92,ACCOUNTLEVEL,-13,50,29,89,148,134,32,540,9078,253
Adoption Test - Account 93,ACCOUNTLEVEL,-13,59,24,79,146,245,54,274,1896,4115
Adoption Test - Account 94,ACCOUNTLEVEL,-13,12,11,88,101,106,18,437,9347,1606
Adoption Test - Account 95,ACCOUNTLEVEL,-13,81,46,79,22,113,7,75,9466,11392
Adoption Test - Account 96,ACCOUNTLEVEL,-13,5,49,155,90,142,46,722,3654,15112
Adoption Test - Account 97,ACCOUNTLEVEL,-13,84,12,137,9,201,8,509,5211,7584
Adoption Test - Account 98,ACCOUNTLEVEL,-13,89,29,112,111,114,50,933,8976,7530
Adoption Test - Account 99,ACCOUNTLEVEL,-13,60,40,107,122,246,50,455,5279,5101
Adoption Test - Account 100,ACCOUNTLEVEL,-13,14,39,93,144,189,12,334,6252,8551
Adoption Test - Account 101,ACCOUNTLEVEL,-13,70,30,107,20,245,21,574,4458,16904
Adoption Test - Account 102,ACCOUNTLEVEL,-13,80,19,110,65,114,36,430,9252,11430
Adoption Test - Account 103,ACCOUNTLEVEL,-13,76,37,54,79,249,12,993,3515,6185
Adoption Test - Account 104,ACCOUNTLEVEL,-13,24,26,161,133,204,34,9,5585,8190
Adoption Test - Account 105,ACCOUNTLEVEL,-13,18,11,176,124,102,36,583,8077,3483
Adoption Test - Account 106,ACCOUNTLEVEL,-13,98,28,109,119,224,7,573,5770,9946
Adoption Test - Account 107,ACCOUNTLEVEL,-13,1,23,119,92,169,13,659,580,1141
Adoption Test - Account 108,ACCOUNTLEVEL,-13,3,12,77,96,199,41,937,536,5526
Adoption Test - Account 109,ACCOUNTLEVEL,-13,19,28,186,20,170,44,422,8576,11411
Adoption Test - Account 110,ACCOUNTLEVEL,-13,37,17,138,63,148,49,696,5999,11912
Adoption Test - Account 111,ACCOUNTLEVEL,-13,12,34,69,38,186,59,51,4086,8471
Adoption Test - Account 112,ACCOUNTLEVEL,-13,24,31,111,30,184,38,174,124,17750
Adoption Test - Account 113,ACCOUNTLEVEL,-13,62,32,187,84,247,12,296,2554,15976
Adoption Test - Account 114,ACCOUNTLEVEL,-13,21,49,60,135,223,37,225,6555,7847
Adoption Test - Account 115,ACCOUNTLEVEL,-13,32,37,194,4,190,8,819,1876,6292
Adoption Test - Account 116,ACCOUNTLEVEL,-13,18,16,199,83,219,33,409,2955,6378
Adoption Test - Account 117,ACCOUNTLEVEL,-13,31,40,181,51,241,28,278,7852,10813
Adoption Test - Account 118,ACCOUNTLEVEL,-13,25,39,131,56,175,19,949,1344,4523
Adoption Test - Account 1,ACCOUNTLEVEL,-12,76,24,152,123,175,53,49,8776,9266
Adoption Test - Account 2,ACCOUNTLEVEL,-12,94,14,145,133,159,23,14,7475,124
Adoption Test - Account 3,ACCOUNTLEVEL,-12,58,16,168,84,210,7,454,5112,10869
Adoption Test - Account 4,ACCOUNTLEVEL,-12,97,19,108,141,130,55,529,4698,17493
Adoption Test - Account 5,ACCOUNTLEVEL,-12,72,40,54,25,147,28,402,4116,17169
Adoption Test - Account 6,ACCOUNTLEVEL,-12,75,22,187,0,238,14,766,7169,18955
Adoption Test - Account 7,ACCOUNTLEVEL,-12,17,29,86,58,192,30,886,6891,10840
Adoption Test - Account 8,ACCOUNTLEVEL,-12,59,33,187,124,222,60,702,6210,17103
Adoption Test - Account 9,ACCOUNTLEVEL,-12,72,44,122,72,174,30,747,8248,6854
Adoption Test - Account 10,ACCOUNTLEVEL,-12,49,29,68,82,118,55,704,6325,473
Adoption Test - Account 11,ACCOUNTLEVEL,-12,78,23,85,139,124,5,557,2908,4664
Adoption Test - Account 12,ACCOUNTLEVEL,-12,22,15,112,117,107,56,973,1137,3640
Adoption Test - Account 13,ACCOUNTLEVEL,-12,8,20,92,112,112,11,537,5102,1286
Adoption Test - Account 14,ACCOUNTLEVEL,-12,44,27,56,72,108,38,637,1921,14383
Adoption Test - Account 15,ACCOUNTLEVEL,-12,66,29,56,93,107,24,794,5837,5881
Adoption Test - Account 16,ACCOUNTLEVEL,-12,59,46,149,11,158,17,464,3526,4385
Adoption Test - Account 17,ACCOUNTLEVEL,-12,10,26,129,63,155,12,649,200,18108
Adoption Test - Account 18,ACCOUNTLEVEL,-12,67,13,174,145,233,25,538,5578,14114
Adoption Test - Account 19,ACCOUNTLEVEL,-12,15,32,177,51,124,58,931,9967,18383
Adoption Test - Account 20,ACCOUNTLEVEL,-12,47,44,66,46,239,32,750,2637,11970
Adoption Test - Account 21,ACCOUNTLEVEL,-12,92,37,115,146,166,9,597,957,3982
Adoption Test - Account 22,ACCOUNTLEVEL,-12,1,46,123,44,148,19,469,7922,10277
Adoption Test - Account 23,ACCOUNTLEVEL,-12,52,40,109,125,163,8,278,7333,1456
Adoption Test - Account 24,ACCOUNTLEVEL,-12,88,39,92,60,148,25,12,3129,14810
Adoption Test - Account 25,ACCOUNTLEVEL,-12,13,25,87,86,102,24,634,6766,1844
Adoption Test - Account 26,ACCOUNTLEVEL,-12,47,44,200,49,226,27,152,1255,13967
Adoption Test - Account 27,ACCOUNTLEVEL,-12,49,37,89,8,125,58,447,3001,16132
Adoption Test - Account 28,ACCOUNTLEVEL,-12,26,19,192,15,189,54,862,795,8917
Adoption Test - Account 29,ACCOUNTLEVEL,-12,67,22,165,86,113,55,422,5347,15966
Adoption Test - Account 30,ACCOUNTLEVEL,-12,61,42,199,123,202,5,138,4822,3702
Adoption Test - Account 31,ACCOUNTLEVEL,-12,20,31,178,54,140,35,287,3302,16134
Adoption Test - Account 32,ACCOUNTLEVEL,-12,98,17,55,126,125,30,539,8845,13548
Adoption Test - Account 33,ACCOUNTLEVEL,-12,10,46,147,72,135,43,922,2879,5767
Adoption Test - Account 34,ACCOUNTLEVEL,-12,3,47,191,62,218,57,219,4979,19664
Adoption Test - Account 35,ACCOUNTLEVEL,-12,70,30,101,37,135,13,623,2214,13693
Adoption Test - Account 36,ACCOUNTLEVEL,-12,33,40,78,101,154,49,185,732,15897
Adoption Test - Account 37,ACCOUNTLEVEL,-12,20,31,85,150,203,49,116,7803,15417
Adoption Test - Account 38,ACCOUNTLEVEL,-12,68,34,129,51,118,41,888,2954,10183
Adoption Test - Account 39,ACCOUNTLEVEL,-12,62,40,196,9,233,52,809,6402,12095
Adoption Test - Account 40,ACCOUNTLEVEL,-12,85,25,137,52,167,52,379,6239,13288
Adoption Test - Account 41,ACCOUNTLEVEL,-12,69,26,178,36,187,49,767,5730,13416
Adoption Test - Account 42,ACCOUNTLEVEL,-12,55,23,133,21,154,34,173,5150,14909
Adoption Test - Account 43,ACCOUNTLEVEL,-12,16,44,112,101,143,16,547,8145,19922
Adoption Test - Account 44,ACCOUNTLEVEL,-12,74,34,131,72,200,5,541,9342,10674
Adoption Test - Account 45,ACCOUNTLEVEL,-12,75,23,94,126,220,15,667,1935,7975
Adoption Test - Account 46,ACCOUNTLEVEL,-12,85,41,128,38,155,2,50,4636,11263
Adoption Test - Account 47,ACCOUNTLEVEL,-12,26,46,52,121,138,24,682,6977,12507
Adoption Test - Account 48,ACCOUNTLEVEL,-12,71,12,83,72,249,42,965,1576,13698
Adoption Test - Account 49,ACCOUNTLEVEL,-12,35,38,167,15,113,9,13,7404,18704
Adoption Test - Account 50,ACCOUNTLEVEL,-12,79,11,97,95,104,37,897,5507,11175
Adoption Test - Account 51,ACCOUNTLEVEL,-12,28,30,102,72,130,1,494,7402,8331
Adoption Test - Account 52,ACCOUNTLEVEL,-12,27,36,113,8,204,23,455,5941,9581
Adoption Test - Account 53,ACCOUNTLEVEL,-12,46,31,141,107,146,21,553,5531,16027
Adoption Test - Account 54,ACCOUNTLEVEL,-12,3,50,123,119,234,56,99,6180,9215
Adoption Test - Account 55,ACCOUNTLEVEL,-12,12,16,64,2,202,22,787,3404,7313
Adoption Test - Account 56,ACCOUNTLEVEL,-12,39,48,145,3,101,23,698,2186,15020
Adoption Test - Account 57,ACCOUNTLEVEL,-12,40,46,75,62,169,48,22,3253,880
Adoption Test - Account 58,ACCOUNTLEVEL,-12,68,10,189,20,135,17,805,3756,14737
Adoption Test - Account 59,ACCOUNTLEVEL,-12,69,11,96,73,212,53,100,4265,10755
Adoption Test - Account 60,ACCOUNTLEVEL,-12,99,46,184,27,180,32,263,8719,14845
Adoption Test - Account 61,ACCOUNTLEVEL,-12,87,42,142,90,216,53,282,2969,3939
Adoption Test - Account 62,ACCOUNTLEVEL,-12,73,24,197,92,198,34,122,7324,5953
Adoption Test - Account 63,ACCOUNTLEVEL,-12,13,37,73,7,124,39,664,6634,15580
Adoption Test - Account 64,ACCOUNTLEVEL,-12,52,11,77,60,174,4,801,5829,19618
Adoption Test - Account 65,ACCOUNTLEVEL,-12,1,26,83,42,119,2,58,2253,7359
Adoption Test - Account 66,ACCOUNTLEVEL,-12,100,21,146,22,110,16,426,343,5258
Adoption Test - Account 67,ACCOUNTLEVEL,-12,71,22,153,66,212,50,62,4222,13223
Adoption Test - Account 68,ACCOUNTLEVEL,-12,42,40,134,15,145,36,35,7360,11006
Adoption Test - Account 69,ACCOUNTLEVEL,-12,38,20,71,133,153,54,679,3494,8000
Adoption Test - Account 70,ACCOUNTLEVEL,-12,77,21,174,35,205,12,988,4422,10182
Adoption Test - Account 71,ACCOUNTLEVEL,-12,96,10,68,138,171,29,860,7768,5701
Adoption Test - Account 72,ACCOUNTLEVEL,-12,6,36,185,142,192,49,468,4462,14639
Adoption Test - Account 73,ACCOUNTLEVEL,-12,40,24,141,127,171,49,822,5516,17032
Adoption Test - Account 74,ACCOUNTLEVEL,-12,4,24,126,18,135,46,292,2681,1089
Adoption Test - Account 75,ACCOUNTLEVEL,-12,71,21,134,79,143,8,611,6827,14290
Adoption Test - Account 76,ACCOUNTLEVEL,-12,48,50,69,148,202,43,315,7455,7752
Adoption Test - Account 77,ACCOUNTLEVEL,-12,62,15,71,117,118,26,125,6072,17718
Adoption Test - Account 78,ACCOUNTLEVEL,-12,5,19,155,114,220,48,857,3825,19516
Adoption Test - Account 79,ACCOUNTLEVEL,-12,71,40,85,57,124,49,757,2093,2893
Adoption Test - Account 80,ACCOUNTLEVEL,-12,0,30,82,22,174,58,40,9034,15559
Adoption Test - Account 81,ACCOUNTLEVEL,-12,91,16,106,60,235,38,504,9947,4761
Adoption Test - Account 82,ACCOUNTLEVEL,-12,46,43,85,13,225,23,327,7494,4649
Adoption Test - Account 83,ACCOUNTLEVEL,-12,60,37,141,122,227,43,771,8893,11705
Adoption Test - Account 84,ACCOUNTLEVEL,-12,60,36,78,65,191,4,739,3661,638
Adoption Test - Account 85,ACCOUNTLEVEL,-12,94,45,93,31,240,60,938,5477,17528
Adoption Test - Account 86,ACCOUNTLEVEL,-12,36,14,183,125,184,42,427,1175,13487
Adoption Test - Account 87,ACCOUNTLEVEL,-12,73,22,128,39,120,53,28,5447,16175
Adoption Test - Account 88,ACCOUNTLEVEL,-12,56,11,194,15,189,23,109,2064,16163
Adoption Test - Account 89,ACCOUNTLEVEL,-12,4,17,200,104,238,21,799,6992,6817
Adoption Test - Account 90,ACCOUNTLEVEL,-12,8,33,72,34,102,5,881,9392,8942
Adoption Test - Account 91,ACCOUNTLEVEL,-12,61,45,122,114,142,46,829,4217,19063
Adoption Test - Account 92,ACCOUNTLEVEL,-12,69,24,174,40,110,38,444,2050,2562
Adoption Test - Account 93,ACCOUNTLEVEL,-12,77,11,147,49,198,36,54,4680,18474
Adoption Test - Account 94,ACCOUNTLEVEL,-12,72,11,153,111,223,30,751,6674,18884
Adoption Test - Account 95,ACCOUNTLEVEL,-12,77,44,80,23,102,52,849,2491,2676
Adoption Test - Account 96,ACCOUNTLEVEL,-12,24,19,190,82,217,42,711,7627,17453
Adoption Test - Account 97,ACCOUNTLEVEL,-12,44,27,114,0,111,59,105,5814,1688
Adoption Test - Account 98,ACCOUNTLEVEL,-12,81,20,89,113,239,39,58,4020,19829
Adoption Test - Account 99,ACCOUNTLEVEL,-12,6,17,106,32,224,12,34,5772,18743
Adoption Test - Account 100,ACCOUNTLEVEL,-12,60,15,100,147,131,45,547,1240,7276
Adoption Test - Account 101,ACCOUNTLEVEL,-12,88,39,141,25,163,4,554,4539,310
Adoption Test - Account 102,ACCOUNTLEVEL,-12,28,16,160,114,205,36,971,718,6672
Adoption Test - Account 103,ACCOUNTLEVEL,-12,26,18,89,144,150,52,683,1385,3554
Adoption Test - Account 104,ACCOUNTLEVEL,-12,35,35,99,53,230,42,373,4671,11492
Adoption Test - Account 105,ACCOUNTLEVEL,-12,6,37,200,55,248,1,857,900,11417
Adoption Test - Account 106,ACCOUNTLEVEL,-12,58,24,197,69,116,56,385,6103,9282
Adoption Test - Account 107,ACCOUNTLEVEL,-12,34,49,79,1,130,24,10,1382,7405
Adoption Test - Account 108,ACCOUNTLEVEL,-12,50,37,170,119,131,42,65,6354,9437
Adoption Test - Account 109,ACCOUNTLEVEL,-12,36,20,141,80,247,57,3,6862,9563
Adoption Test - Account 110,ACCOUNTLEVEL,-12,59,36,157,98,190,60,805,3745,17227
Adoption Test - Account 111,ACCOUNTLEVEL,-12,45,21,88,9,121,22,580,9926,6106
Adoption Test - Account 112,ACCOUNTLEVEL,-12,45,31,118,46,209,14,176,9697,18999
Adoption Test - Account 113,ACCOUNTLEVEL,-12,89,46,157,19,184,33,833,743,16107
Adoption Test - Account 114,ACCOUNTLEVEL,-12,40,47,130,149,191,2,419,282,19360
Adoption Test - Account 115,ACCOUNTLEVEL,-12,5,34,111,49,192,49,722,335,11814
Adoption Test - Account 116,ACCOUNTLEVEL,-12,68,19,163,72,250,6,921,1266,14318
Adoption Test - Account 117,ACCOUNTLEVEL,-12,100,25,140,37,202,33,345,6133,5712
Adoption Test - Account 118,ACCOUNTLEVEL,-12,85,46,176,127,120,18,823,6974,9328
Adoption Test - Account 1,ACCOUNTLEVEL,-11,70,17,61,45,163,4,6,7728,13668
Adoption Test - Account 2,ACCOUNTLEVEL,-11,49,28,123,13,208,27,102,8183,8454
Adoption Test - Account 3,ACCOUNTLEVEL,-11,31,11,144,99,221,1,26,931,16596
Adoption Test - Account 4,ACCOUNTLEVEL,-11,56,30,113,142,218,37,977,1520,2503
Adoption Test - Account 5,ACCOUNTLEVEL,-11,67,11,175,7,164,60,148,5009,3320
Adoption Test - Account 6,ACCOUNTLEVEL,-11,45,27,56,61,228,10,655,2981,13546
Adoption Test - Account 7,ACCOUNTLEVEL,-11,95,44,64,33,165,38,701,7309,12371
Adoption Test - Account 8,ACCOUNTLEVEL,-11,88,24,88,123,186,34,933,511,18322
Adoption Test - Account 9,ACCOUNTLEVEL,-11,50,16,83,134,129,60,430,50,11316
Adoption Test - Account 10,ACCOUNTLEVEL,-11,60,15,150,35,137,35,593,1158,18429
Adoption Test - Account 11,ACCOUNTLEVEL,-11,0,12,115,118,145,47,68,1572,698
Adoption Test - Account 12,ACCOUNTLEVEL,-11,2,48,163,25,108,36,191,5234,16132
Adoption Test - Account 13,ACCOUNTLEVEL,-11,87,46,65,32,226,23,650,867,4098
Adoption Test - Account 14,ACCOUNTLEVEL,-11,39,38,141,60,137,29,122,3488,8054
Adoption Test - Account 15,ACCOUNTLEVEL,-11,75,17,148,16,128,13,151,8142,5590
Adoption Test - Account 16,ACCOUNTLEVEL,-11,48,44,128,111,190,28,708,2941,255
Adoption Test - Account 17,ACCOUNTLEVEL,-11,76,17,50,101,186,45,19,4415,18850
Adoption Test - Account 18,ACCOUNTLEVEL,-11,11,38,107,147,120,42,130,3376,9347
Adoption Test - Account 19,ACCOUNTLEVEL,-11,69,34,114,13,133,7,709,4663,14859
Adoption Test - Account 20,ACCOUNTLEVEL,-11,20,32,136,106,196,41,276,1865,17181
Adoption Test - Account 21,ACCOUNTLEVEL,-11,95,33,132,9,198,52,993,5888,7151
Adoption Test - Account 22,ACCOUNTLEVEL,-11,80,26,159,98,192,37,409,2850,12409
Adoption Test - Account 23,ACCOUNTLEVEL,-11,4,45,65,31,128,10,801,448,16258
Adoption Test - Account 24,ACCOUNTLEVEL,-11,94,19,92,150,183,17,131,8171,19709
Adoption Test - Account 25,ACCOUNTLEVEL,-11,39,42,95,49,135,26,187,5468,11685
Adoption Test - Account 26,ACCOUNTLEVEL,-11,10,43,161,139,234,27,115,9287,19036
Adoption Test - Account 27,ACCOUNTLEVEL,-11,33,36,55,31,196,8,737,7655,17865
Adoption Test - Account 28,ACCOUNTLEVEL,-11,59,20,148,85,154,59,494,8993,13042
Adoption Test - Account 29,ACCOUNTLEVEL,-11,43,47,177,85,108,45,890,9424,19827
Adoption Test - Account 30,ACCOUNTLEVEL,-11,100,43,98,65,215,16,600,7555,6002
Adoption Test - Account 31,ACCOUNTLEVEL,-11,50,37,191,24,123,22,260,7721,4820
Adoption Test - Account 32,ACCOUNTLEVEL,-11,46,17,113,102,101,57,391,9370,7391
Adoption Test - Account 33,ACCOUNTLEVEL,-11,97,40,171,8,174,46,694,6527,19924
Adoption Test - Account 34,ACCOUNTLEVEL,-11,84,13,188,5,158,58,995,9888,12519
Adoption Test - Account 35,ACCOUNTLEVEL,-11,99,37,95,134,250,8,740,9729,17749
Adoption Test - Account 36,ACCOUNTLEVEL,-11,30,37,176,4,181,15,722,3378,19671
Adoption Test - Account 37,ACCOUNTLEVEL,-11,18,38,119,83,141,4,606,6871,19856
Adoption Test - Account 38,ACCOUNTLEVEL,-11,50,16,143,143,122,58,145,9438,17891
Adoption Test - Account 39,ACCOUNTLEVEL,-11,92,41,57,105,149,14,404,4162,11263
Adoption Test - Account 40,ACCOUNTLEVEL,-11,66,35,113,113,154,31,409,1862,1460
Adoption Test - Account 41,ACCOUNTLEVEL,-11,7,14,196,13,175,15,166,8314,4791
Adoption Test - Account 42,ACCOUNTLEVEL,-11,63,11,109,150,182,52,228,3878,5330
Adoption Test - Account 43,ACCOUNTLEVEL,-11,9,48,54,2,244,49,730,2979,8716
Adoption Test - Account 44,ACCOUNTLEVEL,-11,45,38,86,37,220,1,796,7801,8080
Adoption Test - Account 45,ACCOUNTLEVEL,-11,49,43,78,96,141,38,275,7122,6630
Adoption Test - Account 46,ACCOUNTLEVEL,-11,41,21,58,86,174,7,964,9000,15746
Adoption Test - Account 47,ACCOUNTLEVEL,-11,35,29,74,28,165,39,302,9307,7639
Adoption Test - Account 48,ACCOUNTLEVEL,-11,41,49,81,71,167,47,326,7463,4948
Adoption Test - Account 49,ACCOUNTLEVEL,-11,3,20,101,143,149,58,974,4863,844
Adoption Test - Account 50,ACCOUNTLEVEL,-11,62,34,193,115,156,56,527,3355,7941
Adoption Test - Account 51,ACCOUNTLEVEL,-11,23,15,164,41,244,36,504,7987,4327
Adoption Test - Account 52,ACCOUNTLEVEL,-11,58,35,163,111,228,60,108,1719,10212
Adoption Test - Account 53,ACCOUNTLEVEL,-11,20,42,75,24,104,51,582,449,10691
Adoption Test - Account 54,ACCOUNTLEVEL,-11,96,43,139,82,227,38,339,7377,17255
Adoption Test - Account 55,ACCOUNTLEVEL,-11,67,19,143,114,119,54,817,9569,17748
Adoption Test - Account 56,ACCOUNTLEVEL,-11,100,35,55,122,101,38,266,9286,4772
Adoption Test - Account 57,ACCOUNTLEVEL,-11,98,20,181,62,108,23,966,3450,10013
Adoption Test - Account 58,ACCOUNTLEVEL,-11,9,30,59,146,249,59,161,2237,8591
Adoption Test - Account 59,ACCOUNTLEVEL,-11,69,36,52,54,231,22,399,6610,13949
Adoption Test - Account 60,ACCOUNTLEVEL,-11,18,16,180,95,165,40,213,3809,2384
Adoption Test - Account 61,ACCOUNTLEVEL,-11,76,47,136,86,220,44,295,1060,9548
Adoption Test - Account 62,ACCOUNTLEVEL,-11,37,29,172,37,139,2,645,546,8055
Adoption Test - Account 63,ACCOUNTLEVEL,-11,11,50,83,14,212,40,189,4279,17503
Adoption Test - Account 64,ACCOUNTLEVEL,-11,45,50,177,136,135,49,795,212,17835
Adoption Test - Account 65,ACCOUNTLEVEL,-11,63,13,155,29,164,11,971,3873,17135
Adoption Test - Account 66,ACCOUNTLEVEL,-11,58,12,83,141,149,6,514,9529,1781
Adoption Test - Account 67,ACCOUNTLEVEL,-11,62,17,180,61,166,34,235,7367,17874
Adoption Test - Account 68,ACCOUNTLEVEL,-11,34,18,198,60,180,16,385,8532,17215
Adoption Test - Account 69,ACCOUNTLEVEL,-11,6,25,100,93,198,54,468,2179,17215
Adoption Test - Account 70,ACCOUNTLEVEL,-11,28,35,143,63,175,22,675,3628,3337
Adoption Test - Account 71,ACCOUNTLEVEL,-11,85,17,130,110,122,32,125,9909,617
Adoption Test - Account 72,ACCOUNTLEVEL,-11,25,42,117,98,110,49,57,8810,8479
Adoption Test - Account 73,ACCOUNTLEVEL,-11,26,11,198,111,167,11,304,183,15163
Adoption Test - Account 74,ACCOUNTLEVEL,-11,91,45,123,133,191,49,290,4214,19533
Adoption Test - Account 75,ACCOUNTLEVEL,-11,68,41,60,8,197,20,861,9697,17192
Adoption Test - Account 76,ACCOUNTLEVEL,-11,23,15,150,115,117,2,570,3291,19033
Adoption Test - Account 77,ACCOUNTLEVEL,-11,100,24,170,18,191,52,270,7870,4841
