JBCXM__Account__r.Data_ExternalId__c,Name,JBCXM__Date__c,JBCXM__User__c,Page_Visits__c,Page_Views__c,No_of_Report_Run__c,Files_Downloaded__c,Emails_Sent_Count__c,No_of_Campaigns__c,Active_Users__c,DB_Size__c,Leads__c
Adoption Test - Account 117,USERLEVEL,-13,User 4,45,38,98,96,231,2,360,489,15717
Adoption Test - Account 118,USERLEVEL,-13,User 4,51,35,130,80,188,31,321,7803,12478
Adoption Test - Account 1,USERLEVEL,-12,User 4,92,42,126,114,229,39,121,572,19286
Adoption Test - Account 2,USERLEVEL,-12,User 4,39,49,129,138,115,14,726,1694,10279
Adoption Test - Account 3,USERLEVEL,-12,User 4,59,45,175,12,248,38,763,9692,15158
Adoption Test - Account 4,USERLEVEL,-12,User 4,34,16,149,19,199,17,633,4417,7164
Adoption Test - Account 5,USERLEVEL,-12,User 4,46,38,106,135,100,13,538,3491,4276
Adoption Test - Account 6,USERLEVEL,-12,User 4,44,49,109,57,121,13,155,774,6509
Adoption Test - Account 7,USERLEVEL,-12,User 4,94,49,104,107,231,48,245,6642,18441
Adoption Test - Account 8,USERLEVEL,-12,User 4,1,29,149,86,250,53,919,1030,9902
Adoption Test - Account 9,USERLEVEL,-12,User 4,1,33,144,18,183,45,620,3447,19059
Adoption Test - Account 10,USERLEVEL,-12,User 4,66,48,164,60,104,31,733,8052,8000
Adoption Test - Account 11,USERLEVEL,-12,User 4,85,39,106,120,124,47,83,7877,18978
Adoption Test - Account 12,USERLEVEL,-12,User 4,95,18,180,39,195,30,561,845,104
Adoption Test - Account 13,USERLEVEL,-12,User 4,20,18,197,71,230,12,522,5454,6403
Adoption Test - Account 14,USERLEVEL,-12,User 4,49,24,170,35,123,44,963,2477,17974
Adoption Test - Account 15,USERLEVEL,-12,User 4,26,17,168,98,133,7,646,8733,16116
Adoption Test - Account 16,USERLEVEL,-12,User 4,80,25,162,66,205,46,154,3325,6745
Adoption Test - Account 17,USERLEVEL,-12,User 4,90,27,66,150,105,5,197,8108,9834
Adoption Test - Account 18,USERLEVEL,-12,User 4,41,32,132,103,130,55,859,6693,12784
Adoption Test - Account 19,USERLEVEL,-12,User 4,7,32,182,15,145,19,849,5213,18285
Adoption Test - Account 20,USERLEVEL,-12,User 4,82,44,83,79,160,14,11,9779,5524
Adoption Test - Account 21,USERLEVEL,-12,User 4,46,14,123,142,118,3,754,9698,17371
Adoption Test - Account 22,USERLEVEL,-12,User 4,20,38,174,92,104,7,893,2637,12717
Adoption Test - Account 23,USERLEVEL,-12,User 4,29,41,123,4,231,13,871,8229,11046
Adoption Test - Account 24,USERLEVEL,-12,User 4,4,13,64,5,153,43,387,7491,1671
Adoption Test - Account 25,USERLEVEL,-12,User 4,82,23,112,144,127,3,858,2066,15589
Adoption Test - Account 26,USERLEVEL,-12,User 4,93,22,142,126,174,33,261,6740,19548
Adoption Test - Account 27,USERLEVEL,-12,User 4,89,39,196,95,247,45,527,5880,13414
Adoption Test - Account 28,USERLEVEL,-12,User 4,23,21,99,0,149,42,668,3150,16971
Adoption Test - Account 29,USERLEVEL,-12,User 4,44,19,64,92,125,3,854,2078,14689
Adoption Test - Account 30,USERLEVEL,-12,User 4,40,24,65,64,223,59,508,5283,140
Adoption Test - Account 31,USERLEVEL,-12,User 4,55,43,155,125,156,47,76,7048,12269
Adoption Test - Account 32,USERLEVEL,-12,User 4,89,20,150,70,109,28,963,9493,17379
Adoption Test - Account 33,USERLEVEL,-12,User 4,12,24,197,112,221,51,774,8079,11425
Adoption Test - Account 34,USERLEVEL,-12,User 4,44,40,110,12,178,34,716,7458,3540
Adoption Test - Account 35,USERLEVEL,-12,User 4,23,34,173,121,248,49,246,221,5048
Adoption Test - Account 36,USERLEVEL,-12,User 4,66,33,97,106,156,23,719,1857,105
Adoption Test - Account 37,USERLEVEL,-12,User 4,52,50,156,32,133,17,519,1948,11742
Adoption Test - Account 38,USERLEVEL,-12,User 4,57,42,192,56,127,16,728,9995,9454
Adoption Test - Account 39,USERLEVEL,-12,User 4,41,49,190,121,233,26,642,9622,18822
Adoption Test - Account 40,USERLEVEL,-12,User 4,50,11,139,24,156,19,865,8937,13575
Adoption Test - Account 41,USERLEVEL,-12,User 4,10,37,155,66,188,36,781,4789,4821
Adoption Test - Account 42,USERLEVEL,-12,User 4,100,16,168,23,175,2,479,7099,19296
Adoption Test - Account 43,USERLEVEL,-12,User 4,97,33,183,6,202,56,751,2362,13532
Adoption Test - Account 44,USERLEVEL,-12,User 4,38,21,59,150,168,32,754,5115,1546
Adoption Test - Account 45,USERLEVEL,-12,User 4,55,30,57,6,177,42,313,763,3843
Adoption Test - Account 46,USERLEVEL,-12,User 4,3,34,185,96,171,16,758,816,1522
Adoption Test - Account 47,USERLEVEL,-12,User 4,99,10,52,109,196,47,496,5634,12905
Adoption Test - Account 48,USERLEVEL,-12,User 4,10,47,147,19,192,5,987,4925,12293
Adoption Test - Account 49,USERLEVEL,-12,User 4,62,44,60,134,140,41,628,4514,15523
Adoption Test - Account 50,USERLEVEL,-12,User 4,29,44,147,150,102,11,654,9404,16015
Adoption Test - Account 51,USERLEVEL,-12,User 4,73,41,177,19,215,35,837,3323,16588
Adoption Test - Account 52,USERLEVEL,-12,User 4,83,36,151,32,168,52,885,2365,11371
Adoption Test - Account 53,USERLEVEL,-12,User 4,22,28,112,60,198,9,378,4487,13230
Adoption Test - Account 54,USERLEVEL,-12,User 4,58,21,131,18,178,18,757,7120,7957
Adoption Test - Account 55,USERLEVEL,-12,User 4,51,10,89,107,197,22,35,6500,12392
Adoption Test - Account 56,USERLEVEL,-12,User 4,85,48,115,91,239,21,201,5198,5522
Adoption Test - Account 57,USERLEVEL,-12,User 4,79,10,74,135,237,35,288,1777,17990
Adoption Test - Account 58,USERLEVEL,-12,User 4,70,50,189,29,107,36,478,5596,18942
Adoption Test - Account 59,USERLEVEL,-12,User 4,71,17,101,46,179,50,849,4474,5351
Adoption Test - Account 60,USERLEVEL,-12,User 4,95,21,113,149,185,14,585,2601,544
Adoption Test - Account 61,USERLEVEL,-12,User 4,1,49,96,87,109,55,355,8995,1694
Adoption Test - Account 62,USERLEVEL,-12,User 4,81,37,84,5,162,12,173,5739,10649
Adoption Test - Account 63,USERLEVEL,-12,User 4,38,43,113,2,203,15,166,6974,12961
Adoption Test - Account 64,USERLEVEL,-12,User 4,62,43,99,113,151,58,381,7964,5497
Adoption Test - Account 65,USERLEVEL,-12,User 4,95,32,84,45,198,54,499,5338,19248
Adoption Test - Account 66,USERLEVEL,-12,User 4,33,38,136,63,107,56,812,1174,3825
Adoption Test - Account 67,USERLEVEL,-12,User 4,85,32,78,68,110,40,164,7750,4065
Adoption Test - Account 68,USERLEVEL,-12,User 4,58,42,190,102,125,29,390,3670,2588
Adoption Test - Account 69,USERLEVEL,-12,User 4,47,34,83,22,218,54,665,2175,10898
Adoption Test - Account 70,USERLEVEL,-12,User 4,11,18,132,98,136,2,102,7438,9730
Adoption Test - Account 71,USERLEVEL,-12,User 4,31,36,141,101,117,60,839,1847,19220
Adoption Test - Account 72,USERLEVEL,-12,User 4,22,49,51,143,150,9,5,4796,15345
Adoption Test - Account 73,USERLEVEL,-12,User 4,28,49,88,101,153,42,9,9933,1693
Adoption Test - Account 74,USERLEVEL,-12,User 4,70,47,115,147,164,34,952,2928,9104
Adoption Test - Account 75,USERLEVEL,-12,User 4,94,20,71,116,144,39,820,3531,1545
Adoption Test - Account 76,USERLEVEL,-12,User 4,52,29,155,27,231,55,416,8996,7256
Adoption Test - Account 77,USERLEVEL,-12,User 4,6,33,87,18,164,24,100,244,2408
Adoption Test - Account 78,USERLEVEL,-12,User 4,74,46,110,130,220,9,295,9991,8660
Adoption Test - Account 79,USERLEVEL,-12,User 4,14,19,58,95,126,19,776,4141,5374
Adoption Test - Account 80,USERLEVEL,-12,User 4,70,47,160,14,100,35,736,4213,8268
Adoption Test - Account 81,USERLEVEL,-12,User 4,85,49,123,133,120,56,774,4360,7141
Adoption Test - Account 82,USERLEVEL,-12,User 4,42,40,114,73,156,46,235,6328,19909
Adoption Test - Account 83,USERLEVEL,-12,User 4,97,34,195,82,216,26,789,5245,11160
Adoption Test - Account 84,USERLEVEL,-12,User 4,39,21,160,77,171,57,559,2722,1588
Adoption Test - Account 85,USERLEVEL,-12,User 4,33,30,147,57,184,19,797,6301,8942
Adoption Test - Account 86,USERLEVEL,-12,User 4,58,17,155,124,170,23,692,276,7853
Adoption Test - Account 87,USERLEVEL,-12,User 4,42,38,167,142,235,37,910,901,8200
Adoption Test - Account 88,USERLEVEL,-12,User 4,41,31,181,96,139,8,703,5456,4572
Adoption Test - Account 89,USERLEVEL,-12,User 4,22,42,86,60,131,33,225,8702,14468
Adoption Test - Account 90,USERLEVEL,-12,User 4,44,44,116,69,146,49,592,119,6157
Adoption Test - Account 91,USERLEVEL,-12,User 4,24,15,116,97,185,60,144,781,3057
Adoption Test - Account 92,USERLEVEL,-12,User 4,40,31,58,61,189,44,861,4857,17894
Adoption Test - Account 93,USERLEVEL,-12,User 4,70,28,81,72,170,3,413,1740,11881
Adoption Test - Account 94,USERLEVEL,-12,User 4,23,34,133,28,180,37,305,6029,378
Adoption Test - Account 95,USERLEVEL,-12,User 4,18,14,97,65,202,18,580,5491,11960
Adoption Test - Account 96,USERLEVEL,-12,User 4,30,49,101,133,107,54,883,3836,17750
Adoption Test - Account 97,USERLEVEL,-12,User 4,5,41,103,109,114,37,447,8273,8308
Adoption Test - Account 98,USERLEVEL,-12,User 4,15,37,194,97,115,8,171,6949,13610
Adoption Test - Account 99,USERLEVEL,-12,User 4,78,13,83,73,143,41,471,8979,4612
Adoption Test - Account 100,USERLEVEL,-12,User 4,27,24,70,33,235,1,3,4300,10222
Adoption Test - Account 101,USERLEVEL,-12,User 4,22,41,197,101,126,48,795,8420,7949
Adoption Test - Account 102,USERLEVEL,-12,User 4,78,32,143,61,229,3,497,9534,9029
Adoption Test - Account 103,USERLEVEL,-12,User 4,47,23,183,101,154,21,732,7896,1629
Adoption Test - Account 104,USERLEVEL,-12,User 4,48,21,153,49,117,33,68,5751,13635
Adoption Test - Account 105,USERLEVEL,-12,User 4,19,43,57,103,226,9,875,2731,13002
Adoption Test - Account 106,USERLEVEL,-12,User 4,59,45,109,18,193,31,755,7920,6932
Adoption Test - Account 107,USERLEVEL,-12,User 4,73,10,180,14,189,56,427,7399,3265
Adoption Test - Account 108,USERLEVEL,-12,User 4,91,11,71,50,129,20,134,4376,14030
Adoption Test - Account 109,USERLEVEL,-12,User 4,72,20,100,41,137,10,720,3761,1495
Adoption Test - Account 110,USERLEVEL,-12,User 4,77,10,67,100,166,1,250,5726,19494
Adoption Test - Account 111,USERLEVEL,-12,User 4,100,42,135,71,200,43,579,3222,13402
Adoption Test - Account 112,USERLEVEL,-12,User 4,63,34,150,84,103,5,630,5265,6306
Adoption Test - Account 113,USERLEVEL,-12,User 4,29,28,87,132,161,36,663,6717,11239
Adoption Test - Account 114,USERLEVEL,-12,User 4,13,19,68,50,162,27,940,7538,13018
Adoption Test - Account 115,USERLEVEL,-12,User 4,25,15,190,50,234,6,333,8805,18080
Adoption Test - Account 116,USERLEVEL,-12,User 4,79,28,153,107,248,58,82,8311,1662
Adoption Test - Account 117,USERLEVEL,-12,User 4,23,30,161,15,106,29,55,7337,4208
Adoption Test - Account 118,USERLEVEL,-12,User 4,89,47,192,60,176,13,305,7643,12470
Adoption Test - Account 1,USERLEVEL,-11,User 4,48,18,100,53,231,1,289,5068,14292
Adoption Test - Account 2,USERLEVEL,-11,User 4,54,30,197,102,126,39,290,2539,5766
Adoption Test - Account 3,USERLEVEL,-11,User 4,30,43,97,106,202,43,842,6335,3087
Adoption Test - Account 4,USERLEVEL,-11,User 4,58,16,189,32,116,19,830,1212,3833
Adoption Test - Account 5,USERLEVEL,-11,User 4,96,21,81,20,201,28,319,4778,19240
Adoption Test - Account 6,USERLEVEL,-11,User 4,31,30,78,121,218,20,537,8247,6756
Adoption Test - Account 7,USERLEVEL,-11,User 4,56,43,113,131,203,14,43,9634,18671
Adoption Test - Account 8,USERLEVEL,-11,User 4,97,42,109,67,193,39,686,1578,10494
Adoption Test - Account 9,USERLEVEL,-11,User 4,47,35,154,127,174,35,518,6646,614
Adoption Test - Account 10,USERLEVEL,-11,User 4,54,35,182,33,207,32,328,1341,9585
Adoption Test - Account 11,USERLEVEL,-11,User 4,88,15,164,53,119,24,812,7829,6080
Adoption Test - Account 12,USERLEVEL,-11,User 4,51,40,136,7,245,58,666,9744,12744
Adoption Test - Account 13,USERLEVEL,-11,User 4,15,14,148,105,224,39,970,68,5195
Adoption Test - Account 14,USERLEVEL,-11,User 4,71,42,155,148,151,4,473,6386,3445
Adoption Test - Account 15,USERLEVEL,-11,User 4,43,38,78,109,158,4,628,4157,585
Adoption Test - Account 16,USERLEVEL,-11,User 4,45,28,111,99,188,39,13,649,3472
Adoption Test - Account 17,USERLEVEL,-11,User 4,73,22,161,148,237,10,381,3664,14527
Adoption Test - Account 18,USERLEVEL,-11,User 4,34,36,119,49,141,5,245,4913,17508
Adoption Test - Account 19,USERLEVEL,-11,User 4,29,38,165,122,227,18,727,7796,1347
Adoption Test - Account 20,USERLEVEL,-11,User 4,64,30,125,131,198,32,651,2749,5485
Adoption Test - Account 21,USERLEVEL,-11,User 4,60,49,103,138,100,42,80,1942,9226
Adoption Test - Account 22,USERLEVEL,-11,User 4,81,33,156,39,248,10,810,6798,19803
Adoption Test - Account 23,USERLEVEL,-11,User 4,2,40,124,2,124,28,100,4640,4300
Adoption Test - Account 24,USERLEVEL,-11,User 4,52,16,85,101,101,3,697,3117,2705
Adoption Test - Account 25,USERLEVEL,-11,User 4,19,16,84,150,192,15,846,668,8298
Adoption Test - Account 26,USERLEVEL,-11,User 4,5,33,192,29,217,51,842,5018,4204
Adoption Test - Account 27,USERLEVEL,-11,User 4,6,20,148,61,107,34,747,1989,15362
Adoption Test - Account 28,USERLEVEL,-11,User 4,60,13,105,85,196,49,744,3670,15308
Adoption Test - Account 29,USERLEVEL,-11,User 4,99,44,197,4,247,44,952,992,14695
Adoption Test - Account 30,USERLEVEL,-11,User 4,31,49,81,134,172,39,669,8471,6955
Adoption Test - Account 31,USERLEVEL,-11,User 4,59,16,171,96,147,35,445,5532,14755
Adoption Test - Account 32,USERLEVEL,-11,User 4,97,12,67,128,128,40,601,5343,9947
Adoption Test - Account 33,USERLEVEL,-11,User 4,74,27,133,28,127,40,59,6578,3506
Adoption Test - Account 34,USERLEVEL,-11,User 4,19,35,81,55,230,34,34,4998,18604
Adoption Test - Account 35,USERLEVEL,-11,User 4,89,42,180,21,156,28,324,1185,11828
Adoption Test - Account 36,USERLEVEL,-11,User 4,7,33,148,79,103,36,98,1068,17659
Adoption Test - Account 37,USERLEVEL,-11,User 4,65,27,126,108,173,44,486,9423,13542
Adoption Test - Account 38,USERLEVEL,-11,User 4,61,47,51,3,110,1,593,9728,18399
Adoption Test - Account 39,USERLEVEL,-11,User 4,23,28,98,26,152,58,847,4141,4124
Adoption Test - Account 40,USERLEVEL,-11,User 4,97,19,61,107,196,32,12,5517,3011
Adoption Test - Account 41,USERLEVEL,-11,User 4,73,39,113,84,229,12,137,2686,2070
Adoption Test - Account 42,USERLEVEL,-11,User 4,68,39,71,35,222,30,231,8700,8894
Adoption Test - Account 43,USERLEVEL,-11,User 4,89,39,139,131,226,28,500,7507,595
Adoption Test - Account 44,USERLEVEL,-11,User 4,36,24,178,127,229,55,802,1672,5094
Adoption Test - Account 45,USERLEVEL,-11,User 4,6,31,121,135,171,50,63,4485,8355
Adoption Test - Account 46,USERLEVEL,-11,User 4,45,29,95,80,140,40,162,4245,3001
Adoption Test - Account 47,USERLEVEL,-11,User 4,95,31,113,44,206,53,963,3388,13728
Adoption Test - Account 48,USERLEVEL,-11,User 4,52,44,63,40,100,45,314,7711,1933
Adoption Test - Account 49,USERLEVEL,-11,User 4,47,43,122,84,115,16,522,3064,18897
Adoption Test - Account 50,USERLEVEL,-11,User 4,92,36,173,100,144,46,763,3340,5977
Adoption Test - Account 51,USERLEVEL,-11,User 4,55,46,106,16,103,8,908,9124,5957
Adoption Test - Account 52,USERLEVEL,-11,User 4,99,11,189,49,189,50,804,9358,3621
Adoption Test - Account 53,USERLEVEL,-11,User 4,94,28,132,23,154,46,421,8771,14398
Adoption Test - Account 54,USERLEVEL,-11,User 4,47,28,160,116,212,17,902,9788,7295
Adoption Test - Account 55,USERLEVEL,-11,User 4,29,34,165,99,121,41,335,5415,12133
Adoption Test - Account 56,USERLEVEL,-11,User 4,1,47,112,31,208,13,964,2786,18637
Adoption Test - Account 57,USERLEVEL,-11,User 4,85,11,152,52,175,51,301,6148,5431
Adoption Test - Account 58,USERLEVEL,-11,User 4,74,15,184,63,175,5,474,6706,7426
Adoption Test - Account 59,USERLEVEL,-11,User 4,10,43,177,142,181,4,991,354,848
Adoption Test - Account 60,USERLEVEL,-11,User 4,68,35,133,10,136,44,153,1689,12831
Adoption Test - Account 61,USERLEVEL,-11,User 4,2,22,129,61,106,9,265,2962,2471
Adoption Test - Account 62,USERLEVEL,-11,User 4,89,31,119,120,122,55,755,3662,4146
Adoption Test - Account 63,USERLEVEL,-11,User 4,21,41,164,139,184,12,110,3571,2065
Adoption Test - Account 64,USERLEVEL,-11,User 4,46,41,170,36,240,60,831,3278,2366
Adoption Test - Account 65,USERLEVEL,-11,User 4,47,25,177,62,146,25,874,2694,6054
Adoption Test - Account 66,USERLEVEL,-11,User 4,32,19,76,56,245,57,450,5832,17899
Adoption Test - Account 67,USERLEVEL,-11,User 4,34,50,195,118,130,34,682,339,16290
Adoption Test - Account 68,USERLEVEL,-11,User 4,40,22,131,46,165,58,604,730,19962
Adoption Test - Account 69,USERLEVEL,-11,User 4,70,22,173,18,141,20,449,8922,12728
Adoption Test - Account 70,USERLEVEL,-11,User 4,53,32,65,72,123,35,567,7647,12350
Adoption Test - Account 71,USERLEVEL,-11,User 4,17,29,156,148,221,36,608,4335,10391
Adoption Test - Account 72,USERLEVEL,-11,User 4,21,43,92,62,241,42,860,326,4976
Adoption Test - Account 73,USERLEVEL,-11,User 4,65,22,200,118,181,33,727,8339,4199
Adoption Test - Account 74,USERLEVEL,-11,User 4,32,10,150,32,127,37,820,5240,18188
Adoption Test - Account 75,USERLEVEL,-11,User 4,66,20,153,21,208,58,366,2393,7424
Adoption Test - Account 76,USERLEVEL,-11,User 4,62,41,100,139,127,1,595,1917,8054
Adoption Test - Account 77,USERLEVEL,-11,User 4,96,20,88,29,112,44,574,5277,4699
Adoption Test - Account 78,USERLEVEL,-11,User 4,37,15,147,83,128,60,812,9299,12867
Adoption Test - Account 79,USERLEVEL,-11,User 4,28,21,101,55,181,50,568,8209,16561
Adoption Test - Account 80,USERLEVEL,-11,User 4,86,46,71,97,218,37,122,5497,9117
Adoption Test - Account 81,USERLEVEL,-11,User 4,32,27,92,9,165,23,514,5205,11428
Adoption Test - Account 82,USERLEVEL,-11,User 4,18,16,88,6,138,20,680,6639,3020
Adoption Test - Account 83,USERLEVEL,-11,User 4,8,47,165,123,161,50,95,1896,10180
Adoption Test - Account 84,USERLEVEL,-11,User 4,24,26,146,89,248,53,895,3899,14568
Adoption Test - Account 85,USERLEVEL,-11,User 4,5,35,198,63,156,54,621,4159,1974
Adoption Test - Account 86,USERLEVEL,-11,User 4,11,39,133,119,102,25,494,5759,13642
Adoption Test - Account 87,USERLEVEL,-11,User 4,20,32,131,29,150,25,254,4203,3718
Adoption Test - Account 88,USERLEVEL,-11,User 4,21,23,122,4,207,45,766,3166,14061
Adoption Test - Account 89,USERLEVEL,-11,User 4,27,40,140,20,227,50,810,5257,7806
Adoption Test - Account 90,USERLEVEL,-11,User 4,2,25,82,64,162,12,694,8995,16009
Adoption Test - Account 91,USERLEVEL,-11,User 4,57,27,148,72,109,50,565,6732,14355
Adoption Test - Account 92,USERLEVEL,-11,User 4,22,23,191,138,222,54,545,4236,5558
Adoption Test - Account 93,USERLEVEL,-11,User 4,64,45,87,119,172,7,680,7551,19376
Adoption Test - Account 94,USERLEVEL,-11,User 4,54,12,145,13,150,58,548,6243,9044
Adoption Test - Account 95,USERLEVEL,-11,User 4,24,45,101,30,193,14,535,1249,19265
Adoption Test - Account 96,USERLEVEL,-11,User 4,25,26,186,105,113,42,839,1518,18866
Adoption Test - Account 97,USERLEVEL,-11,User 4,85,45,149,1,244,48,646,4628,1501
Adoption Test - Account 98,USERLEVEL,-11,User 4,46,27,141,104,107,32,260,8481,15254
Adoption Test - Account 99,USERLEVEL,-11,User 4,57,30,174,142,200,45,435,8818,17445
Adoption Test - Account 100,USERLEVEL,-11,User 4,53,17,84,11,204,40,953,1642,11458
Adoption Test - Account 101,USERLEVEL,-11,User 4,37,20,181,98,129,7,926,4496,16544
Adoption Test - Account 102,USERLEVEL,-11,User 4,47,21,58,50,165,17,847,8289,7548
Adoption Test - Account 103,USERLEVEL,-11,User 4,35,17,75,135,141,23,708,8836,5628
Adoption Test - Account 104,USERLEVEL,-11,User 4,24,50,181,71,209,54,982,3839,19456
Adoption Test - Account 105,USERLEVEL,-11,User 4,17,24,140,62,133,36,802,803,8161
Adoption Test - Account 106,USERLEVEL,-11,User 4,94,35,159,24,234,18,836,2875,8274
Adoption Test - Account 107,USERLEVEL,-11,User 4,39,11,130,76,204,26,206,1850,16358
Adoption Test - Account 108,USERLEVEL,-11,User 4,49,14,161,2,222,55,188,4687,8630
Adoption Test - Account 109,USERLEVEL,-11,User 4,67,16,183,39,147,51,539,1023,11131
Adoption Test - Account 110,USERLEVEL,-11,User 4,99,41,154,27,176,39,185,9948,14690
Adoption Test - Account 111,USERLEVEL,-11,User 4,73,38,61,134,204,9,345,114,4781
Adoption Test - Account 112,USERLEVEL,-11,User 4,11,46,127,150,122,17,289,1620,440
Adoption Test - Account 113,USERLEVEL,-11,User 4,63,28,51,34,131,34,324,9809,17695
Adoption Test - Account 114,USERLEVEL,-11,User 4,3,46,191,110,109,29,143,9613,925
Adoption Test - Account 115,USERLEVEL,-11,User 4,70,28,156,31,186,5,138,1134,16867
Adoption Test - Account 116,USERLEVEL,-11,User 4,98,46,191,96,101,60,262,1796,9410
Adoption Test - Account 117,USERLEVEL,-11,User 4,65,19,137,30,218,10,553,7378,620
Adoption Test - Account 118,USERLEVEL,-11,User 4,13,14,91,47,157,55,140,9206,5592
Adoption Test - Account 1,USERLEVEL,-10,User 4,37,19,141,63,191,27,182,3574,18118
Adoption Test - Account 2,USERLEVEL,-10,User 4,74,17,146,91,119,41,747,7622,10966
Adoption Test - Account 3,USERLEVEL,-10,User 4,47,13,152,13,140,16,517,2465,19922
Adoption Test - Account 4,USERLEVEL,-10,User 4,30,31,96,83,195,32,307,9541,9096
Adoption Test - Account 5,USERLEVEL,-10,User 4,55,34,147,26,209,32,456,7782,12171
Adoption Test - Account 6,USERLEVEL,-10,User 4,32,33,186,50,196,45,713,873,14828
Adoption Test - Account 7,USERLEVEL,-10,User 4,27,41,79,105,114,17,717,5831,1458
Adoption Test - Account 8,USERLEVEL,-10,User 4,72,20,167,26,188,19,560,7266,19521
Adoption Test - Account 9,USERLEVEL,-10,User 4,31,46,169,128,220,50,63,386,184
Adoption Test - Account 10,USERLEVEL,-10,User 4,1,29,101,14,157,47,346,8640,19397
Adoption Test - Account 11,USERLEVEL,-10,User 4,78,17,126,142,157,38,108,3466,15990
Adoption Test - Account 12,USERLEVEL,-10,User 4,29,38,52,139,199,54,338,8366,18037
Adoption Test - Account 13,USERLEVEL,-10,User 4,27,14,185,91,110,47,198,5501,16648
Adoption Test - Account 14,USERLEVEL,-10,User 4,72,23,66,73,212,26,810,9734,9663
Adoption Test - Account 15,USERLEVEL,-10,User 4,20,33,153,117,195,56,588,6653,18404
Adoption Test - Account 16,USERLEVEL,-10,User 4,87,12,54,140,134,2,450,1297,9351
Adoption Test - Account 17,USERLEVEL,-10,User 4,52,16,61,49,145,21,290,7704,7910
Adoption Test - Account 18,USERLEVEL,-10,User 4,43,20,90,75,248,42,849,8065,17113
Adoption Test - Account 19,USERLEVEL,-10,User 4,54,17,177,147,188,50,477,3363,10344
Adoption Test - Account 20,USERLEVEL,-10,User 4,51,38,185,52,139,14,619,3880,6088
Adoption Test - Account 21,USERLEVEL,-10,User 4,98,17,173,6,176,57,885,4066,10175
Adoption Test - Account 22,USERLEVEL,-10,User 4,94,32,136,70,108,15,267,7106,6238
Adoption Test - Account 23,USERLEVEL,-10,User 4,43,14,65,29,178,6,382,7231,12279
Adoption Test - Account 24,USERLEVEL,-10,User 4,3,48,92,51,190,54,536,7638,14302
Adoption Test - Account 25,USERLEVEL,-10,User 4,38,20,171,46,152,39,660,9451,8871
Adoption Test - Account 26,USERLEVEL,-10,User 4,12,26,87,29,167,35,277,3015,10749
Adoption Test - Account 27,USERLEVEL,-10,User 4,65,14,91,19,238,39,289,6552,9300
Adoption Test - Account 28,USERLEVEL,-10,User 4,98,25,189,7,125,58,605,4449,19338
Adoption Test - Account 29,USERLEVEL,-10,User 4,31,39,79,139,205,31,876,748,10797
Adoption Test - Account 30,USERLEVEL,-10,User 4,3,40,164,7,100,54,411,8539,10514
Adoption Test - Account 31,USERLEVEL,-10,User 4,33,50,197,39,147,27,809,9512,4819
Adoption Test - Account 32,USERLEVEL,-10,User 4,79,41,133,81,238,15,20,3551,17304
Adoption Test - Account 33,USERLEVEL,-10,User 4,49,13,111,35,201,39,421,3241,6658
Adoption Test - Account 34,USERLEVEL,-10,User 4,74,48,181,76,165,14,261,8389,10694
Adoption Test - Account 35,USERLEVEL,-10,User 4,14,17,108,124,234,60,471,4436,2390
Adoption Test - Account 36,USERLEVEL,-10,User 4,94,15,89,125,123,16,378,1801,10263
Adoption Test - Account 37,USERLEVEL,-10,User 4,85,22,55,29,124,18,162,4152,3047
Adoption Test - Account 38,USERLEVEL,-10,User 4,35,33,174,17,218,53,994,7487,9987
Adoption Test - Account 39,USERLEVEL,-10,User 4,9,26,120,123,180,14,100,6862,328
Adoption Test - Account 40,USERLEVEL,-10,User 4,0,43,61,39,195,2,698,1501,13767
Adoption Test - Account 41,USERLEVEL,-10,User 4,44,45,58,93,141,24,513,8042,5215
Adoption Test - Account 42,USERLEVEL,-10,User 4,20,38,92,92,144,40,18,6056,12962
Adoption Test - Account 43,USERLEVEL,-10,User 4,8,48,187,135,223,32,913,8793,7621
Adoption Test - Account 44,USERLEVEL,-10,User 4,68,20,108,48,132,50,212,5235,9998
Adoption Test - Account 45,USERLEVEL,-10,User 4,33,41,112,113,216,45,381,4959,17867
Adoption Test - Account 46,USERLEVEL,-10,User 4,0,30,188,67,165,1,293,3861,4517
Adoption Test - Account 47,USERLEVEL,-10,User 4,33,31,133,78,205,29,369,2936,12122
Adoption Test - Account 48,USERLEVEL,-10,User 4,54,11,50,116,192,56,98,6059,765
Adoption Test - Account 49,USERLEVEL,-10,User 4,29,23,197,25,131,45,342,5857,15565
Adoption Test - Account 50,USERLEVEL,-10,User 4,35,43,183,98,132,58,783,8328,13315
Adoption Test - Account 51,USERLEVEL,-10,User 4,11,42,68,60,204,3,592,2703,2577
Adoption Test - Account 52,USERLEVEL,-10,User 4,15,24,170,82,170,12,490,8739,16137
Adoption Test - Account 53,USERLEVEL,-10,User 4,4,41,87,51,214,45,438,4864,18863
Adoption Test - Account 54,USERLEVEL,-10,User 4,79,39,55,81,227,45,478,4817,16253
Adoption Test - Account 55,USERLEVEL,-10,User 4,99,29,87,90,135,48,526,6192,11337
Adoption Test - Account 56,USERLEVEL,-10,User 4,72,43,173,61,232,17,730,4713,17397
Adoption Test - Account 57,USERLEVEL,-10,User 4,26,11,116,81,223,50,98,7268,17496
