ColumnList__c,AccountReference__c,BaseObject__c,Dimensions__c,FilterConditions__c,GraphType__c,IsRB__c,IsShown__c,IsStandard__c,Measures__c,Name,QueryOptions__c,ReportParams__c,ShowDefault__c,UITabName__c,Visibility__c,VisualType__c
"[{""name"":""No_of_Report_Run__c"",""label"":""No of Report Run"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Page_Views__c"",""label"":""Page Views"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Users__c"",""label"":""Users"",""displayOrder"":3,""visibilityMode"":true,""objectName"":""CustomerInfo__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Page_Visits__c"",""label"":""Page Visits"",""displayOrder"":4,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Account__r.Name"",""label"":""Account Name"",""displayOrder"":5,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""TEXT"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""Date__c"",""label"":""Date"",""displayOrder"":6,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DATE"",""isGroupable"":true,""hasJBCXMNS"":false}]",Account__c,UsageData__c,"[{""summerizedBy"":""CM"",""objectName"":""UsageData__c"",""name"":""Date__c"",""label"":""Date"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""DATE"",""stacked"":false}]",[],LINE,TRUE,TRUE,FALSE,"[{""objectName"":""UsageData__c"",""name"":""No_of_Report_Run__c"",""label"":""Sum of No of Report Run"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS1"",""fieldType"":""DOUBLE""},{""objectName"":""UsageData__c"",""name"":""Page_Views__c"",""label"":""Sum of Page Views"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS2"",""fieldType"":""DOUBLE""},{""objectName"":""CustomerInfo__c"",""name"":""Users__c"",""label"":""Sum of Users"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS3"",""fieldType"":""DOUBLE""},{""objectName"":""UsageData__c"",""name"":""Page_Visits__c"",""label"":""Sum of Page Visits"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS4"",""fieldType"":""DOUBLE""},{""objectName"":""UsageData__c"",""name"":""Account__r.Name"",""label"":""Count of Account Name"",""graphType"":null,""aggType"":""COUNT"",""aliasName"":""DS5"",""fieldType"":""TEXT""}]","LineChart_5,1",,[],FALSE,Usage Data,Public,Chart
"[{""name"":""No_of_Report_Run__c"",""label"":""No of Report Run"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Account__r.Name"",""label"":""Account Name"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""TEXT"",""isGroupable"":true,""hasJBCXMNS"":false}]",Account__c,UsageData__c,"[{""summerizedBy"":null,""objectName"":""UsageData__c"",""name"":""Account__r.Name"",""label"":""Account Name"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""TEXT"",""stacked"":false}]",[],AREA,TRUE,TRUE,FALSE,"[{""objectName"":""UsageData__c"",""name"":""No_of_Report_Run__c"",""label"":""Sum of No of Report Run"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS1"",""fieldType"":""DOUBLE""}]","LineChart_1,1",,"[{""value"":""A"",""objectName"":""UsageData__c"",""fieldType"":""TEXT"",""logicalOperator"":""AND"",""fieldName"":""Account__r.Name"",""ctrlType"":""text"",""ctrlData"":""[]"",""operatorsList"":""[{\""key\"":\""\"",\""value\"":\""None\""},{\""key\"":\""e\"",\""value\"":\""equals\""},{\""key\"":\""n\"",\""value\"":\""not equal to\""}]"",""selectedOperator"":""c"",""label"":""Account Name""}]",FALSE,Usage Data,Public,Chart
"[{""name"":""No_of_Report_Run__c"",""label"":""No of Report Run"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Page_Views__c"",""label"":""Page Views"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Date__c"",""label"":""Date"",""displayOrder"":3,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DATE"",""isGroupable"":true,""hasJBCXMNS"":false}]",Account__c,UsageData__c,"[{""summerizedBy"":""CM"",""objectName"":""UsageData__c"",""name"":""Date__c"",""label"":""Date"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""DATE"",""stacked"":false}]",[],SCATTER,TRUE,TRUE,FALSE,"[{""objectName"":""UsageData__c"",""name"":""No_of_Report_Run__c"",""label"":""Sum of No of Report Run"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS1"",""fieldType"":""DOUBLE""},{""objectName"":""UsageData__c"",""name"":""Page_Views__c"",""label"":""Sum of Page Views"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS2"",""fieldType"":""DOUBLE""}]","ScatterChart_2,1",,[],FALSE,Usage Data,Public,Chart
"[{""name"":""No_of_Report_Run__c"",""label"":""No of Report Run"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Account__r.Name"",""label"":""Account Name"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""TEXT"",""isGroupable"":true,""hasJBCXMNS"":false}]",Account__c,UsageData__c,"[{""summerizedBy"":null,""objectName"":""UsageData__c"",""name"":""Account__r.Name"",""label"":""Account Name"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""TEXT"",""stacked"":false}]","[{""value"":""AB"",""objectName"":""UsageData__c"",""fieldType"":""TEXT"",""logicalOperator"":""AND"",""name"":""Account__r.Name"",""operator"":""s"",""operatorLabel"":null}]",PIE,TRUE,TRUE,FALSE,"[{""objectName"":""UsageData__c"",""name"":""No_of_Report_Run__c"",""label"":""Sum of No of Report Run"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS1"",""fieldType"":""DOUBLE""}]","PieChart_1,1",,[],FALSE,Usage Data,Public,Chart
"[{""name"":""No_of_Report_Run__c"",""label"":""No of Report Run"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Page_Views__c"",""label"":""Page Views"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Page_Visits__c"",""label"":""Page Visits"",""displayOrder"":3,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Date__c"",""label"":""Date"",""displayOrder"":4,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DATE"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""Account__r.Name"",""label"":""Account Name"",""displayOrder"":5,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""TEXT"",""isGroupable"":true,""hasJBCXMNS"":false}]",Account__c,UsageData__c,"[{""summerizedBy"":""CQ"",""objectName"":""UsageData__c"",""name"":""Date__c"",""label"":""Date"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""DATE"",""stacked"":false},{""summerizedBy"":null,""objectName"":""UsageData__c"",""name"":""Account__r.Name"",""label"":""Account Name"",""groupable"":true,""aliasName"":""Cat2"",""fieldType"":""TEXT"",""stacked"":false}]",[],BUBBLE,TRUE,TRUE,FALSE,"[{""objectName"":""UsageData__c"",""name"":""No_of_Report_Run__c"",""label"":""Avg of No of Report Run"",""graphType"":null,""aggType"":""AVG"",""aliasName"":""DS1"",""fieldType"":""DOUBLE""},{""objectName"":""UsageData__c"",""name"":""Page_Views__c"",""label"":""Max of Page Views"",""graphType"":null,""aggType"":""MAX"",""aliasName"":""DS2"",""fieldType"":""DOUBLE""},{""objectName"":""UsageData__c"",""name"":""Page_Visits__c"",""label"":""Min of Page Visits"",""graphType"":null,""aggType"":""MIN"",""aliasName"":""DS3"",""fieldType"":""DOUBLE""}]","BubbleChart_3,2",,"[{""value"":""A"",""objectName"":""UsageData__c"",""fieldType"":""TEXT"",""logicalOperator"":""AND"",""fieldName"":""Account__r.Name"",""ctrlType"":""text"",""ctrlData"":""[]"",""operatorsList"":""[{\""key\"":\""\"",\""value\"":\""None\""},{\""key\"":\""e\"",\""value\"":\""equals\""},{\""key\"":\""n\"",\""value\"":\""not equal to\""}]"",""selectedOperator"":""s"",""label"":""Account Name""}]",FALSE,Usage Data,Public,Chart
"[{""name"":""No_of_Report_Run__c"",""label"":""No of Report Run"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Account__r.Name"",""label"":""Account Name"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""TEXT"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""Page_Views__c"",""label"":""Page Views"",""displayOrder"":3,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Page_Visits__c"",""label"":""Page Visits"",""displayOrder"":4,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false}]",Account__c,UsageData__c,"[{""summerizedBy"":null,""objectName"":""UsageData__c"",""name"":""Account__r.Name"",""label"":""Account Name"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""TEXT"",""stacked"":false}]",[],AREA,TRUE,TRUE,FALSE,"[{""objectName"":""UsageData__c"",""name"":""No_of_Report_Run__c"",""label"":""Sum of No of Report Run"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS1"",""fieldType"":""DOUBLE""},{""objectName"":""UsageData__c"",""name"":""Page_Views__c"",""label"":""Sum of Page Views"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS2"",""fieldType"":""DOUBLE""},{""objectName"":""UsageData__c"",""name"":""Page_Visits__c"",""label"":""Sum of Page Visits"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS3"",""fieldType"":""DOUBLE""}]","AreaChart_3,1",,"[{""value"":""A"",""objectName"":""UsageData__c"",""fieldType"":""TEXT"",""logicalOperator"":""AND"",""fieldName"":""Account__r.Name"",""ctrlType"":""text"",""ctrlData"":""[]"",""operatorsList"":""[{\""key\"":\""\"",\""value\"":\""None\""},{\""key\"":\""e\"",\""value\"":\""equals\""},{\""key\"":\""n\"",\""value\"":\""not equal to\""}]"",""selectedOperator"":""c"",""label"":""Account Name""}]",FALSE,Usage Data,Public,Chart
"[{""name"":""No_of_Report_Run__c"",""label"":""No of Report Run"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Page_Visits__c"",""label"":""Page Visits"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Page_Views__c"",""label"":""Page Views"",""displayOrder"":3,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Account__r.Name"",""label"":""Account Name"",""displayOrder"":4,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""TEXT"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""Date__c"",""label"":""Date"",""displayOrder"":5,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DATE"",""isGroupable"":true,""hasJBCXMNS"":false}]",Account__c,UsageData__c,"[{""summerizedBy"":""CM"",""objectName"":""UsageData__c"",""name"":""Date__c"",""label"":""Date"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""DATE"",""stacked"":false}]",[],LINE,TRUE,TRUE,FALSE,"[{""objectName"":""UsageData__c"",""name"":""No_of_Report_Run__c"",""label"":""Sum of No of Report Run"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS1"",""fieldType"":""DOUBLE""},{""objectName"":""UsageData__c"",""name"":""Page_Visits__c"",""label"":""Sum of Page Visits"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS2"",""fieldType"":""DOUBLE""},{""objectName"":""UsageData__c"",""name"":""Page_Views__c"",""label"":""Sum of Page Views"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS3"",""fieldType"":""DOUBLE""},{""objectName"":""UsageData__c"",""name"":""Account__r.Name"",""label"":""Count of Account Name"",""graphType"":null,""aggType"":""COUNT"",""aliasName"":""DS4"",""fieldType"":""TEXT""}]","LineChart_4,1",,[],FALSE,Usage Data,Public,Chart
"[{""name"":""No_of_Report_Run__c"",""label"":""No of Report Run"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Account__r.Name"",""label"":""Account Name"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""TEXT"",""isGroupable"":true,""hasJBCXMNS"":false}]",Account__c,UsageData__c,"[{""summerizedBy"":null,""objectName"":""UsageData__c"",""name"":""Account__r.Name"",""label"":""Account Name"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""TEXT"",""stacked"":false}]",[],AREA,TRUE,TRUE,FALSE,"[{""objectName"":""UsageData__c"",""name"":""No_of_Report_Run__c"",""label"":""Top Reports Run"",""graphType"":null,""aggType"":""MAX"",""aliasName"":""DS1"",""fieldType"":""DOUBLE""}]","AreaChart_1,1",,"[{""value"":""A"",""objectName"":""UsageData__c"",""fieldType"":""TEXT"",""logicalOperator"":""AND"",""fieldName"":""Account__r.Name"",""ctrlType"":""text"",""ctrlData"":""[]"",""operatorsList"":""[{\""key\"":\""\"",\""value\"":\""None\""},{\""key\"":\""e\"",\""value\"":\""equals\""},{\""key\"":\""n\"",\""value\"":\""not equal to\""}]"",""selectedOperator"":""c"",""label"":""Account Name""}]",FALSE,Usage Data,Public,Chart
"[{""name"":""No_of_Report_Run__c"",""label"":""No of Report Run"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Date__c"",""label"":""Date"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DATE"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""Account__r.Name"",""label"":""Account Name"",""displayOrder"":3,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""TEXT"",""isGroupable"":true,""hasJBCXMNS"":false}]",Account__c,UsageData__c,"[{""summerizedBy"":""CM"",""objectName"":""UsageData__c"",""name"":""Date__c"",""label"":""Date"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""DATE"",""stacked"":false},{""summerizedBy"":null,""objectName"":""UsageData__c"",""name"":""Account__r.Name"",""label"":""Account Name"",""groupable"":true,""aliasName"":""Cat2"",""fieldType"":""TEXT"",""stacked"":false}]",[],STACKED-BAR,TRUE,TRUE,FALSE,"[{""objectName"":""UsageData__c"",""name"":""No_of_Report_Run__c"",""label"":""Sum of No of Report Run"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS1"",""fieldType"":""DOUBLE""}]","StackedBar_1,2",,[],FALSE,Usage Data,Public,Chart
"[{""name"":""No_of_Report_Run__c"",""label"":""No of Report Run"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Account__r.Name"",""label"":""Account Name"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""TEXT"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""Page_Views__c"",""label"":""Page Views"",""displayOrder"":3,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false}]",Account__c,UsageData__c,"[{""summerizedBy"":null,""objectName"":""UsageData__c"",""name"":""Account__r.Name"",""label"":""Account Name"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""TEXT"",""stacked"":false}]",[],AREA,TRUE,TRUE,FALSE,"[{""objectName"":""UsageData__c"",""name"":""No_of_Report_Run__c"",""label"":""Sum of No of Report Run"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS1"",""fieldType"":""DOUBLE""},{""objectName"":""UsageData__c"",""name"":""Page_Views__c"",""label"":""Sum of Page Views"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS2"",""fieldType"":""DOUBLE""}]","AreaChart_2,1",,"[{""value"":""A"",""objectName"":""UsageData__c"",""fieldType"":""TEXT"",""logicalOperator"":""AND"",""fieldName"":""Account__r.Name"",""ctrlType"":""text"",""ctrlData"":""[]"",""operatorsList"":""[{\""key\"":\""\"",\""value\"":\""None\""},{\""key\"":\""e\"",\""value\"":\""equals\""},{\""key\"":\""n\"",\""value\"":\""not equal to\""}]"",""selectedOperator"":""c"",""label"":""Account Name""}]",FALSE,Usage Data,Public,Chart
"[{""name"":""No_of_Report_Run__c"",""label"":""No of Report Run"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Date__c"",""label"":""Date"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DATE"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""Page_Visits__c"",""label"":""Page Visits"",""displayOrder"":3,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Users__c"",""label"":""Users"",""displayOrder"":4,""visibilityMode"":true,""objectName"":""CustomerInfo__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Page_Views__c"",""label"":""Page Views"",""displayOrder"":5,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false}]",Account__c,UsageData__c,"[{""summerizedBy"":""CM"",""objectName"":""UsageData__c"",""name"":""Date__c"",""label"":""Date"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""DATE"",""stacked"":false}]",[],STACKED-COLUMN,TRUE,TRUE,FALSE,"[{""objectName"":""UsageData__c"",""name"":""No_of_Report_Run__c"",""label"":""Sum of No of Report Run"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS1"",""fieldType"":""DOUBLE""},{""objectName"":""UsageData__c"",""name"":""Page_Visits__c"",""label"":""Sum of Page Visits"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS2"",""fieldType"":""DOUBLE""},{""objectName"":""CustomerInfo__c"",""name"":""Users__c"",""label"":""Sum of Users"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS3"",""fieldType"":""DOUBLE""},{""objectName"":""UsageData__c"",""name"":""Page_Views__c"",""label"":""Sum of Page Views"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS4"",""fieldType"":""DOUBLE""}]","StackedColumn_4,1",,[],FALSE,Usage Data,Public,Chart
"[{""name"":""No_of_Report_Run__c"",""label"":""No of Report Run"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Date__c"",""label"":""Date"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DATE"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""Page_Visits__c"",""label"":""Page Visits"",""displayOrder"":3,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Users__c"",""label"":""Users"",""displayOrder"":4,""visibilityMode"":true,""objectName"":""CustomerInfo__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false}]",Account__c,UsageData__c,"[{""summerizedBy"":""CM"",""objectName"":""UsageData__c"",""name"":""Date__c"",""label"":""Date"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""DATE"",""stacked"":false}]",[],STACKED-COLUMN,TRUE,TRUE,FALSE,"[{""objectName"":""UsageData__c"",""name"":""No_of_Report_Run__c"",""label"":""Sum of No of Report Run"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS1"",""fieldType"":""DOUBLE""},{""objectName"":""UsageData__c"",""name"":""Page_Visits__c"",""label"":""Sum of Page Visits"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS2"",""fieldType"":""DOUBLE""},{""objectName"":""CustomerInfo__c"",""name"":""Users__c"",""label"":""Sum of Users"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS3"",""fieldType"":""DOUBLE""}]","StackedColumn_3,1",,[],FALSE,Usage Data,Public,Chart
"[{""name"":""No_of_Report_Run__c"",""label"":""No of Report Run"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Date__c"",""label"":""Date"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DATE"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""Page_Visits__c"",""label"":""Page Visits"",""displayOrder"":3,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false}]",Account__c,UsageData__c,"[{""summerizedBy"":""CM"",""objectName"":""UsageData__c"",""name"":""Date__c"",""label"":""Date"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""DATE"",""stacked"":false}]",[],STACKED-COLUMN,TRUE,TRUE,FALSE,"[{""objectName"":""UsageData__c"",""name"":""No_of_Report_Run__c"",""label"":""Sum of No of Report Run"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS1"",""fieldType"":""DOUBLE""},{""objectName"":""UsageData__c"",""name"":""Page_Visits__c"",""label"":""Sum of Page Visits"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS2"",""fieldType"":""DOUBLE""}]","StackedColumn_2,1",,[],FALSE,Usage Data,Public,Chart
"[{""name"":""No_of_Report_Run__c"",""label"":""No of Report Run"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Date__c"",""label"":""Date"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DATE"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""Page_Visits__c"",""label"":""Page Visits"",""displayOrder"":3,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Users__c"",""label"":""Users"",""displayOrder"":4,""visibilityMode"":true,""objectName"":""CustomerInfo__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false}]",Account__c,UsageData__c,"[{""summerizedBy"":""CM"",""objectName"":""UsageData__c"",""name"":""Date__c"",""label"":""Date"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""DATE"",""stacked"":false}]",[],COLUMN,TRUE,TRUE,FALSE,"[{""objectName"":""UsageData__c"",""name"":""No_of_Report_Run__c"",""label"":""Sum of No of Report Run"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS1"",""fieldType"":""DOUBLE""},{""objectName"":""UsageData__c"",""name"":""Page_Visits__c"",""label"":""Sum of Page Visits"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS2"",""fieldType"":""DOUBLE""},{""objectName"":""CustomerInfo__c"",""name"":""Users__c"",""label"":""Sum of Users"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS3"",""fieldType"":""DOUBLE""}]","Column_3,1",,[],FALSE,Usage Data,Public,Chart
"[{""name"":""No_of_Report_Run__c"",""label"":""No of Report Run"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Date__c"",""label"":""Date"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DATE"",""isGroupable"":true,""hasJBCXMNS"":false}]",Account__c,UsageData__c,"[{""summerizedBy"":""CM"",""objectName"":""UsageData__c"",""name"":""Date__c"",""label"":""Date"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""DATE"",""stacked"":false}]",[],BAR,TRUE,TRUE,FALSE,"[{""objectName"":""UsageData__c"",""name"":""No_of_Report_Run__c"",""label"":""Sum of No of Report Run"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS1"",""fieldType"":""DOUBLE""}]","Bar_1,1",,[],FALSE,Usage Data,Public,Chart
"[{""name"":""No_of_Report_Run__c"",""label"":""No of Report Run"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Date__c"",""label"":""Date"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DATE"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""Page_Visits__c"",""label"":""Page Visits"",""displayOrder"":3,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Users__c"",""label"":""Users"",""displayOrder"":4,""visibilityMode"":true,""objectName"":""CustomerInfo__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false}]",Account__c,UsageData__c,"[{""summerizedBy"":""CM"",""objectName"":""UsageData__c"",""name"":""Date__c"",""label"":""Date"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""DATE"",""stacked"":false}]",[],BAR,TRUE,TRUE,FALSE,"[{""objectName"":""UsageData__c"",""name"":""No_of_Report_Run__c"",""label"":""Sum of No of Report Run"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS1"",""fieldType"":""DOUBLE""},{""objectName"":""UsageData__c"",""name"":""Page_Visits__c"",""label"":""Sum of Page Visits"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS2"",""fieldType"":""DOUBLE""},{""objectName"":""CustomerInfo__c"",""name"":""Users__c"",""label"":""Sum of Users"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS3"",""fieldType"":""DOUBLE""}]","Bar_3,1",,[],FALSE,Usage Data,Public,Chart
