JBCXM__OrderNumber__r.TransHeader_ExternalID__c,JBCXM__TRANSACTIONLINES__r.TransTypes_ExternalID__c,JBCXM__ASV__C,JBCXM__BOOKING__C,JBCXM__ONETIMEREVENUE__C,JBCXM__MRR__C,JBCXM__NEXTRENEWALDATE__C,JBCXM__DATE__C,JBCXM__REVRECENDDATE__C,JBCXM__REVRECSTARTDATE__C,JBCXM__USERS__C
a0Ni0000000KVYdEAO,a0Ri0000000I3XVEA0,30000,2500,0,2500,2013-04-22,2012-04-22,2013-04-21,2012-04-22,0
a0Ni0000000KVZREA4,a0Ri0000000I3XVEA0,84000,14000,0,7000,2013-09-11,2013-04-11,2013-09-10,2013-04-11,0
a0Ni0000000KVZREA4,a0Ri0000000I3XTEA0,0,50,0,0,2013-09-11,2013-04-11,2013-09-10,2013-04-11,15
a0Ni0000000KVZSEA4,a0Ri0000000I3XTEA0,0,45,0,0,2014-04-11,2013-04-11,2014-04-10,2013-04-11,5
a0Ni0000000KVZSEA4,a0Ri0000000I3XUEA0,0,1000,1000,0,2014-04-11,2013-04-11,2014-04-10,2013-04-11,0
a0Ni0000000KVZUEA4,a0Ri0000000I3XVEA0,12000,2000,0,1000,2014-04-21,2013-04-21,2014-04-20,2013-04-21,0
a0Ni0000000KVZUEA4,a0Ri0000000I3XTEA0,0,25,0,0,2014-04-21,2013-04-21,2014-04-20,2013-04-21,10
a0Ni0000000KVZUEA4,a0Ri0000000I3XUEA0,0,3000,3000,0,2014-04-21,2013-04-21,2014-04-20,2013-04-21,0
a0Ni0000000KVZaEAO,a0Ri0000000I3XVEA0,12000,1000,0,1000,2013-05-30,2012-06-01,2013-05-29,2012-06-01,0
a0Ni0000000KVZaEAO,a0Ri0000000I3XTEA0,0,10,0,0,2013-05-30,2012-06-01,2013-05-29,2012-06-01,10
a0Ni0000000KVZaEAO,a0Ri0000000I3XSEA0,0,3000,3000,0,2013-05-30,2012-06-01,2013-05-29,2012-06-01,0
a0Ni0000000KVYCEA4,a0Ri0000000I3XTEA0,0,38,0,0,2013-05-30,2011-06-01,2013-05-29,2011-06-01,38
a0Ni0000000KVYCEA4,a0Ri0000000I3XSEA0,0,5472,5472,0,2013-05-30,2011-06-01,2013-05-29,2011-06-01,0
a0Ni0000000KVYCEA4,a0Ri0000000I3XVEA0,45600,3800,0,3800,2013-05-30,2011-06-01,2013-05-29,2011-06-01,0
a0Ni0000000KVXaEAO,a0Ri0000000I3XTEA0,0,50,0,0,2013-03-22,2012-03-22,2013-03-21,2012-03-22,50
a0Ni0000000KVXhEAO,a0Ri0000000I3XSEA0,0,2160,2160,0,2013-08-25,2012-08-24,2013-08-24,2012-08-24,0
a0Ni0000000KVXhEAO,a0Ri0000000I3XVEA0,123000,10250,0,10250,2013-08-25,2012-08-24,2013-08-24,2012-08-24,0
a0Ni0000000KVYlEAO,a0Ri0000000I3XTEA0,0,30,0,0,2013-05-15,2012-11-15,2013-05-14,2012-11-15,30
a0Ni0000000KVYlEAO,a0Ri0000000I3XSEA0,0,1080,1080,0,2013-05-15,2012-11-15,2013-05-14,2012-11-15,0
a0Ni0000000KVYlEAO,a0Ri0000000I3XVEA0,36000,3000,0,3000,2013-05-15,2012-11-15,2013-05-14,2012-11-15,0
a0Ni0000000KVZWEA4,a0Ri0000000I3XVEA0,6000,1500,0,500,2014-02-15,2013-02-15,2014-02-14,2013-02-15,0
a0Ni0000000KVZWEA4,a0Ri0000000I3XTEA0,0,30,0,0,2014-02-15,2013-02-15,2014-02-14,2013-02-15,10
a0Ni0000000KVZWEA4,a0Ri0000000I3XUEA0,0,2500,2500,0,2014-02-15,2013-02-15,2014-02-14,2013-02-15,0
a0Ni0000000KVYyEAO,a0Ri0000000I3XVEA0,0,6600,0,0,2012-12-06,2011-06-06,2012-12-05,2011-06-06,
a0Ni0000000KVYyEAO,a0Ri0000000I3XWEA0,0,0,0,0,2012-12-06,2011-06-06,2012-12-05,2011-06-06,
a0Ni0000000KVYyEAO,a0Ri0000000I3XTEA0,,33,0,,2012-12-06,2011-06-06,2012-12-05,2011-06-06,0
a0Ni0000000KVZOEA4,a0Ri0000000I3XUEA0,,0,0,,2014-03-31,2013-03-31,2014-03-30,2013-03-31,
a0Ni0000000KVZUEA4,a0Ri0000000I3XWEA0,0,0,0,0,2014-04-21,2013-04-21,2014-04-20,2013-04-21,
a0Ni0000000KVYrEAO,a0Ri0000000I3XWEA0,0,0,0,0,2013-12-23,2011-12-23,2013-12-22,2011-12-23,
a0Ni0000000KVYqEAO,a0Ri0000000I3XWEA0,0,0,0,0,2013-12-18,2012-12-18,2013-12-17,2012-12-18,
a0Ni0000000KVZXEA4,a0Ri0000000I3XUEA0,,0,0,,2014-08-24,2013-02-24,2014-08-23,2013-02-24,
a0Ni0000000KVZXEA4,a0Ri0000000I3XVEA0,0,1500,0,0,2014-08-24,2013-02-24,2014-08-23,2013-02-24,
a0Ni0000000KVZXEA4,a0Ri0000000I3XWEA0,0,0,0,0,2014-08-24,2013-02-24,2014-08-23,2013-02-24,
a0Ni0000000KVZOEA4,a0Ri0000000I3XVEA0,0,11400,0,0,2014-03-31,2013-03-31,2014-03-30,2013-03-31,
a0Ni0000000KVZOEA4,a0Ri0000000I3XWEA0,0,0,0,0,2014-03-31,2013-03-31,2014-03-30,2013-03-31,
a0Ni0000000KVZOEA4,a0Ri0000000I3XTEA0,,38,0,,2014-03-31,2013-03-31,2014-03-30,2013-03-31,0
a0Ni0000000KVYxEAO,a0Ri0000000I3XWEA0,0,0,0,0,2013-04-21,2011-10-21,2013-04-20,2011-10-21,0
a0Ni0000000KVYoEAO,a0Ri0000000I3XUEA0,,0,0,,2013-05-19,2012-05-19,2013-05-18,2012-05-19,
a0Ni0000000KVYoEAO,a0Ri0000000I3XVEA0,0,3500,0,0,2013-05-19,2012-05-19,2013-05-18,2012-05-19,
a0Ni0000000KVYoEAO,a0Ri0000000I3XWEA0,0,0,0,0,2013-05-19,2012-05-19,2013-05-18,2012-05-19,
a0Ni0000000KVZ2EAO,a0Ri0000000I3XTEA0,,40,0,,2013-04-11,2012-04-11,2013-04-10,2012-04-11,0
a0Ni0000000KVYsEAO,a0Ri0000000I3XWEA0,0,0,0,0,2013-07-10,2012-07-10,2013-07-09,2012-07-10,
a0Ni0000000KVZ2EAO,a0Ri0000000I3XUEA0,,0,0,,2013-04-11,2012-04-11,2013-04-10,2012-04-11,
a0Ni0000000KVZ2EAO,a0Ri0000000I3XVEA0,0,4000,0,0,2013-04-11,2012-04-11,2013-04-10,2012-04-11,
a0Ni0000000KVZ2EAO,a0Ri0000000I3XWEA0,0,0,0,0,2013-04-11,2012-04-11,2013-04-10,2012-04-11,
a0Ni0000000KVZZEA4,a0Ri0000000I3XWEA0,0,0,0,0,2014-03-12,2013-03-12,2014-03-11,2013-03-12,
a0Ni0000000KVZZEA4,a0Ri0000000I3XTEA0,,40,0,,2014-03-12,2013-03-12,2014-03-11,2013-03-12,0
a0Ni0000000KVYpEAO,a0Ri0000000I3XUEA0,,0,0,,2013-06-30,2012-06-30,2013-06-29,2012-06-30,
a0Ni0000000KVYpEAO,a0Ri0000000I3XVEA0,0,1500,0,0,2013-06-30,2012-06-30,2013-06-29,2012-06-30,
a0Ni0000000KVYpEAO,a0Ri0000000I3XWEA0,0,0,0,0,2013-06-30,2012-06-30,2013-06-29,2012-06-30,
a0Ni0000000KVYpEAO,a0Ri0000000I3XTEA0,,30,0,,2013-06-30,2012-06-30,2013-06-29,2012-06-30,0
a0Ni0000000KVZTEA4,a0Ri0000000I3XUEA0,,0,0,,2014-07-22,2013-04-22,2014-07-21,2013-04-22,
a0Ni0000000KVZPEA4,a0Ri0000000I3XWEA0,0,0,0,0,2013-12-26,2012-12-26,2013-12-25,2012-12-26,
a0Ni0000000KVZMEA4,a0Ri0000000I3XUEA0,,0,0,,2013-12-06,2012-12-06,2013-12-05,2012-12-06,
a0Ni0000000KVZMEA4,a0Ri0000000I3XVEA0,0,6600,0,0,2013-12-06,2012-12-06,2013-12-05,2012-12-06,
a0Ni0000000KVZMEA4,a0Ri0000000I3XWEA0,0,0,0,0,2013-12-06,2012-12-06,2013-12-05,2012-12-06,
a0Ni0000000KVZMEA4,a0Ri0000000I3XTEA0,,33,0,,2013-12-06,2012-12-06,2013-12-05,2012-12-06,0
a0Ni0000000KVZ1EAO,a0Ri0000000I3XUEA0,,0,0,,2013-02-12,2011-08-12,2013-02-11,2011-08-12,
a0Ni0000000KVZ1EAO,a0Ri0000000I3XVEA0,0,7000,0,0,2013-02-12,2011-08-12,2013-02-11,2011-08-12,
a0Ni0000000KVZ1EAO,a0Ri0000000I3XWEA0,0,0,0,0,2013-02-12,2011-08-12,2013-02-11,2011-08-12,
a0Ni0000000KVZ1EAO,a0Ri0000000I3XTEA0,,35,0,,2013-02-12,2011-08-12,2013-02-11,2011-08-12,0
a0Ni0000000KVZNEA4,a0Ri0000000I3XUEA0,,0,0,,2014-02-12,2013-02-12,2014-02-11,2013-02-12,
a0Ni0000000KVZNEA4,a0Ri0000000I3XVEA0,0,7000,0,0,2014-02-12,2013-02-12,2014-02-11,2013-02-12,
a0Ni0000000KVZNEA4,a0Ri0000000I3XWEA0,0,0,0,0,2014-02-12,2013-02-12,2014-02-11,2013-02-12,
a0Ni0000000KVZNEA4,a0Ri0000000I3XTEA0,,35,0,,2014-02-12,2013-02-12,2014-02-11,2013-02-12,0
a0Ni0000000KVZSEA4,a0Ri0000000I3XWEA0,0,0,0,0,2014-04-11,2013-04-11,2014-04-10,2013-04-11,
a0Ni0000000KVZQEA4,a0Ri0000000I3XWEA0,0,0,0,0,2014-03-31,2013-03-31,2014-03-30,2013-03-31,
a0Ni0000000KVYwEAO,a0Ri0000000I3XUEA0,,0,0,,2014-01-24,2012-07-24,2014-01-23,2012-07-24,
a0Ni0000000KVYwEAO,a0Ri0000000I3XVEA0,0,3800,0,0,2014-01-24,2012-07-24,2014-01-23,2012-07-24,
a0Ni0000000KVYwEAO,a0Ri0000000I3XWEA0,0,0,0,0,2014-01-24,2012-07-24,2014-01-23,2012-07-24,
a0Ni0000000KVYwEAO,a0Ri0000000I3XTEA0,,38,0,,2014-01-24,2012-07-24,2014-01-23,2012-07-24,0
a0Ni0000000KVZ4EAO,a0Ri0000000I3XWEA0,0,0,0,0,2013-06-26,2012-06-26,2013-06-25,2012-06-26,
a0Ni0000000KVZLEA4,a0Ri0000000I3XUEA0,,0,0,,2014-06-26,2013-06-26,2014-06-25,2013-06-26,
a0Ni0000000KVZLEA4,a0Ri0000000I3XVEA0,0,1250,0,0,2014-06-26,2013-06-26,2014-06-25,2013-06-26,
a0Ni0000000KVZLEA4,a0Ri0000000I3XWEA0,0,0,0,0,2014-06-26,2013-06-26,2014-06-25,2013-06-26,
a0Ni0000000KVZLEA4,a0Ri0000000I3XTEA0,,20,0,,2014-06-26,2013-06-26,2014-06-25,2013-06-26,0
a0Ni0000000KVZZEA4,a0Ri0000000I3XUEA0,,0,0,,2014-03-12,2013-03-12,2014-03-11,2013-03-12,
a0Ni0000000KVZZEA4,a0Ri0000000I3XVEA0,0,8000,0,0,2014-03-12,2013-03-12,2014-03-11,2013-03-12,
a0Ni0000000KVZREA4,a0Ri0000000I3XWEA0,0,0,0,0,2013-09-11,2013-04-11,2013-09-10,2013-04-11,
a0Ni0000000KVYoEAO,a0Ri0000000I3XTEA0,,35,0,,2013-05-19,2012-05-19,2013-05-18,2012-05-19,0
a0Ni0000000KVYtEAO,a0Ri0000000I3XUEA0,,0,0,,2015-09-27,2013-09-27,2015-09-26,2013-09-27,
a0Ni0000000KVYtEAO,a0Ri0000000I3XVEA0,0,6600,0,0,2015-09-27,2013-09-27,2015-09-26,2013-09-27,
a0Ni0000000KVYtEAO,a0Ri0000000I3XWEA0,0,0,0,0,2015-09-27,2013-09-27,2015-09-26,2013-09-27,
a0Ni0000000KVYtEAO,a0Ri0000000I3XTEA0,,33,0,,2015-09-27,2013-09-27,2015-09-26,2013-09-27,0
a0Ni0000000KVZXEA4,a0Ri0000000I3XTEA0,,30,0,,2014-08-24,2013-02-24,2014-08-23,2013-02-24,0
a0Ni0000000KVZ3EAO,a0Ri0000000I3XVEA0,0,5100,0,0,2014-04-18,2012-10-18,2014-04-17,2012-10-18,
a0Ni0000000KVZ3EAO,a0Ri0000000I3XWEA0,0,0,0,0,2014-04-18,2012-10-18,2014-04-17,2012-10-18,
a0Ni0000000KVZ3EAO,a0Ri0000000I3XUEA0,,0,0,,2014-04-18,2012-10-18,2014-04-17,2012-10-18,
a0Ni0000000KVZ3EAO,a0Ri0000000I3XTEA0,,34,0,,2014-04-18,2012-10-18,2014-04-17,2012-10-18,0
a0Ni0000000KVYuEAO,a0Ri0000000I3XWEA0,0,0,0,0,2014-09-24,2012-09-24,2014-09-23,2012-09-24,
a0Ni0000000KVZVEA4,a0Ri0000000I3XUEA0,,0,0,,2014-03-10,2012-12-10,2014-03-09,2012-12-10,
a0Ni0000000KVZVEA4,a0Ri0000000I3XVEA0,0,5100,0,0,2014-03-10,2012-12-10,2014-03-09,2012-12-10,
a0Ni0000000KVZVEA4,a0Ri0000000I3XWEA0,0,0,0,0,2014-03-10,2012-12-10,2014-03-09,2012-12-10,
a0Ni0000000KVZVEA4,a0Ri0000000I3XTEA0,,34,0,,2014-03-10,2012-12-10,2014-03-09,2012-12-10,0
a0Ni0000000KVZWEA4,a0Ri0000000I3XWEA0,0,0,0,0,2014-02-15,2013-02-15,2014-02-14,2013-02-15,
a0Ni0000000KVZTEA4,a0Ri0000000I3XVEA0,0,2500,0,0,2014-07-22,2013-04-22,2014-07-21,2013-04-22,
a0Ni0000000KVZTEA4,a0Ri0000000I3XWEA0,0,0,0,0,2014-07-22,2013-04-22,2014-07-21,2013-04-22,
a0Ni0000000KVZTEA4,a0Ri0000000I3XTEA0,,50,0,,2014-07-22,2013-04-22,2014-07-21,2013-04-22,0
a0Ni0000000KVZ8EAO,a0Ri0000000I3XVEA0,-12000,0,0,-1000,,2012-03-18,,2012-03-18,0
a0Ni0000000KVZ8EAO,a0Ri0000000I3XTEA0,0,0,0,0,,2012-03-18,,2012-03-18,-20
a0Ni0000000KVZ9EAO,a0Ri0000000I3XVEA0,-12000,0,0,-1000,,2012-03-14,,2012-03-14,0
a0Ni0000000KVZ9EAO,a0Ri0000000I3XTEA0,0,0,0,0,,2012-03-14,,2012-03-14,-20
a0Ni0000000KVZJEA4,a0Ri0000000I3XTEA0,0,0,0,0,,2012-06-02,,2012-06-02,-30
a0Ni0000000KVZAEA4,a0Ri0000000I3XVEA0,-48000,0,0,-4000,,2013-02-01,,2013-02-01,0
a0Ni0000000KVZAEA4,a0Ri0000000I3XTEA0,0,0,0,0,,2013-02-01,,2013-02-01,-40
a0Ni0000000KVZBEA4,a0Ri0000000I3XVEA0,-24000,0,0,-2000,,2012-10-02,,2012-10-02,0
a0Ni0000000KVZBEA4,a0Ri0000000I3XTEA0,0,0,0,0,,2012-10-02,,2012-10-02,-40
a0Ni0000000KVZJEA4,a0Ri0000000I3XVEA0,-18000,0,0,-1500,,2012-06-02,,2012-06-02,0
a0Ni0000000KVZKEA4,a0Ri0000000I3XVEA0,-45600,0,0,-3800,,2012-10-15,,2012-10-15,0
a0Ni0000000KVZKEA4,a0Ri0000000I3XTEA0,0,0,0,0,,2012-10-15,,2012-10-15,-38
a0Ni0000000KVZdEAO,a0Ri0000000I3XVEA0,30000,2500,0,2500,2012-06-01,2011-05-07,2012-05-31,2011-06-01,
a0Ni0000000KVZCEA4,a0Ri0000000I3XVEA0,-91200,0,0,-7600,,2012-11-22,,2012-11-22,0
a0Ni0000000KVZCEA4,a0Ri0000000I3XTEA0,0,0,0,0,,2012-11-22,,2012-11-22,-38
a0Ni0000000KVZdEAO,a0Ri0000000I3XSEA0,,0,0,,2012-06-01,2011-05-07,2012-05-31,2011-06-01,
a0Ni0000000KVZeEAO,a0Ri0000000I3XVEA0,6000,500,0,500,2012-06-01,2011-09-17,2012-05-31,2011-09-01,
a0Ni0000000KVZdEAO,a0Ri0000000I3XTEA0,,25,0,,2012-06-01,2011-05-07,2012-05-31,2011-06-01,25
a0Ni0000000KVZeEAO,a0Ri0000000I3XTEA0,,5,0,,2012-06-01,2011-09-17,2012-05-31,2011-09-01,5
a0Ni0000000KVZeEAO,a0Ri0000000I3XUEA0,,0,0,,2012-06-01,2011-09-17,2012-05-31,2011-09-01,
a0Ni0000000KVZfEAO,a0Ri0000000I3XUEA0,,0,0,,2013-05-31,2012-06-07,2013-05-30,2012-06-01,
a0Ni0000000KVZfEAO,a0Ri0000000I3XVEA0,3000,3250,0,250,2013-05-31,2012-06-07,2013-05-30,2012-06-01,
a0Ni0000000KVZfEAO,a0Ri0000000I3XWEA0,0,0,0,0,2013-05-31,2012-06-07,2013-05-30,2012-06-01,
a0Ni0000000KVZfEAO,a0Ri0000000I3XTEA0,,40,0,,2013-05-31,2012-06-07,2013-05-30,2012-06-01,5
a0Ni0000000KVZhEAO,a0Ri0000000I3XUEA0,,3000,3000,,2013-04-15,2012-04-01,2013-04-14,2012-04-15,
a0Ni0000000KVZgEAO,a0Ri0000000I3XVEA0,54000,4500,0,4500,2012-07-10,2010-07-01,2012-07-09,2010-07-10,
a0Ni0000000KVZgEAO,a0Ri0000000I3XUEA0,,2160,2160,,2012-07-10,2010-07-01,2012-07-09,2010-07-10,
a0Ni0000000KVZgEAO,a0Ri0000000I3XTEA0,,30,0,,2012-07-10,2010-07-01,2012-07-09,2010-07-10,30
a0Ni0000000KVZhEAO,a0Ri0000000I3XVEA0,12000,5500,0,1000,2013-04-15,2012-04-01,2013-04-14,2012-04-15,
a0Ni0000000KVaFEAW,a0Ri0000000I3XTEA0,,200,0,,2014-12-18,2013-12-18,2014-12-17,2013-12-18,200
a0Ni0000000KVaFEAW,a0Ri0000000I3XUEA0,,1000,1000,,2014-12-18,2013-12-18,2014-12-17,2013-12-18,
a0Ni0000000KVaIEAW,a0Ri0000000I3XVEA0,120000,10000,0,10000,2015-03-11,2014-03-08,2015-03-10,2014-03-11,
a0Ni0000000KVaIEAW,a0Ri0000000I3XTEA0,,100,0,,2015-03-11,2014-03-08,2015-03-10,2014-03-11,100
a0Ni0000000KVaIEAW,a0Ri0000000I3XUEA0,,10000,10000,,2015-03-11,2014-03-08,2015-03-10,2014-03-11,
a0Ni0000000KVaFEAW,a0Ri0000000I3XVEA0,24000,2000,0,2000,2014-12-18,2013-12-18,2014-12-17,2013-12-18,
a0Ni0000000KVaLEAW,a0Ri0000000I3XVEA0,48000,4000,0,4000,2014-07-03,2013-11-03,2014-07-02,2013-11-03,
a0Ni0000000KVaLEAW,a0Ri0000000I3XTEA0,,40,0,,2014-07-03,2013-11-03,2014-07-02,2013-11-03,40
a0Ni0000000KVaLEAW,a0Ri0000000I3XUEA0,,5760,5760,,2014-07-03,2013-11-03,2014-07-02,2013-11-03,
a0Ni0000000KVZlEAO,a0Ri0000000I3XSEA0,,0,0,,2013-05-15,2012-05-15,2013-05-14,2012-05-15,
a0Ni0000000KVZmEAO,a0Ri0000000I3XWEA0,0,0,0,0,2014-07-10,2013-04-10,2014-07-09,2013-07-10,
a0Ni0000000KVZmEAO,a0Ri0000000I3XTEA0,,34,0,,2014-07-10,2013-04-10,2014-07-09,2013-07-10,0
a0Ni0000000KVZkEAO,a0Ri0000000I3XUEA0,,0,0,,2014-08-14,2013-08-14,2014-08-13,2013-08-14,
a0Ni0000000KVZkEAO,a0Ri0000000I3XVEA0,2400,2200,0,200,2014-08-14,2013-08-14,2014-08-13,2013-08-14,
a0Ni0000000KVZkEAO,a0Ri0000000I3XWEA0,0,0,0,0,2014-08-14,2013-08-14,2014-08-13,2013-08-14,
a0Ni0000000KVZoEAO,a0Ri0000000I3XUEA0,,0,0,,2014-09-16,2013-07-30,2014-09-15,2013-09-16,
a0Ni0000000KVZoEAO,a0Ri0000000I3XVEA0,75600,12600,0,6300,2014-09-16,2013-07-30,2014-09-15,2013-09-16,
a0Ni0000000KVZoEAO,a0Ri0000000I3XWEA0,0,0,0,0,2014-09-16,2013-07-30,2014-09-15,2013-09-16,
a0Ni0000000KVZoEAO,a0Ri0000000I3XTEA0,,84,0,,2014-09-16,2013-07-30,2014-09-15,2013-09-16,42
a0Ni0000000KVZkEAO,a0Ri0000000I3XTEA0,,44,0,,2014-08-14,2013-08-14,2014-08-13,2013-08-14,4
a0Ni0000000KVZnEAO,a0Ri0000000I3XUEA0,,0,0,,2014-08-15,2013-08-15,2014-08-14,2013-08-15,
a0Ni0000000KVZnEAO,a0Ri0000000I3XVEA0,0,6000,0,0,2014-08-15,2013-08-15,2014-08-14,2013-08-15,
a0Ni0000000KVZnEAO,a0Ri0000000I3XWEA0,0,0,0,0,2014-08-15,2013-08-15,2014-08-14,2013-08-15,
a0Ni0000000KVZnEAO,a0Ri0000000I3XTEA0,,40,0,,2014-08-15,2013-08-15,2014-08-14,2013-08-15,0
a0Ni0000000KVZpEAO,a0Ri0000000I3XUEA0,,0,0,,2014-09-17,2013-08-01,2014-09-16,2013-09-17,
a0Ni0000000KVZpEAO,a0Ri0000000I3XVEA0,8400,3200,0,700,2014-09-17,2013-08-01,2014-09-16,2013-09-17,
a0Ni0000000KVZpEAO,a0Ri0000000I3XWEA0,0,0,0,0,2014-09-17,2013-08-01,2014-09-16,2013-09-17,
a0Ni0000000KVa5EAG,a0Ri0000000I3XVEA0,27999.96,8333.33,0,2333.33,2014-06-17,2013-06-17,2014-06-16,2013-06-17,
a0Ni0000000KVZzEAO,a0Ri0000000I3XUEA0,,0,0,,2015-06-24,2013-06-24,2015-06-23,2013-06-24,
a0Ni0000000KVZzEAO,a0Ri0000000I3XVEA0,15600,7000,0,1300,2015-06-24,2013-06-24,2015-06-23,2013-06-24,
a0Ni0000000KVZzEAO,a0Ri0000000I3XWEA0,0,0,0,0,2015-06-24,2013-06-24,2015-06-23,2013-06-24,
a0Ni0000000KVZzEAO,a0Ri0000000I3XTEA0,,42,0,,2015-06-24,2013-06-24,2015-06-23,2013-06-24,4
a0Ni0000000KVa5EAG,a0Ri0000000I3XWEA0,0,0,0,0,2014-06-17,2013-06-17,2014-06-16,2013-06-17,
a0Ni0000000KVa5EAG,a0Ri0000000I3XTEA0,,50,0,,2014-06-17,2013-06-17,2014-06-16,2013-06-17,10
a0Ni0000000KVa1EAG,a0Ri0000000I3XUEA0,,0,0,,2014-06-27,2013-06-27,2014-06-26,2013-06-27,
a0Ni0000000KVZhEAO,a0Ri0000000I3XWEA0,0,0,0,0,2013-04-15,2012-04-01,2013-04-14,2012-04-15,
a0Ni0000000KVZhEAO,a0Ri0000000I3XTEA0,,42,0,,2013-04-15,2012-04-01,2013-04-14,2012-04-15,12
a0Ni0000000KVZjEAO,a0Ri0000000I3XUEA0,,0,0,,2014-07-07,2013-04-17,2014-07-06,2013-07-07,
a0Ni0000000KVZjEAO,a0Ri0000000I3XVEA0,0,8000,0,0,2014-07-07,2013-04-17,2014-07-06,2013-07-07,
a0Ni0000000KVZjEAO,a0Ri0000000I3XWEA0,0,0,0,0,2014-07-07,2013-04-17,2014-07-06,2013-07-07,
a0Ni0000000KVZjEAO,a0Ri0000000I3XTEA0,,40,0,,2014-07-07,2013-04-17,2014-07-06,2013-07-07,0
a0Ni0000000KVZmEAO,a0Ri0000000I3XUEA0,,0,0,,2014-07-10,2013-04-10,2014-07-09,2013-07-10,
a0Ni0000000KVZmEAO,a0Ri0000000I3XVEA0,-2400,10000,0,-200,2014-07-10,2013-04-10,2014-07-09,2013-07-10,
a0Ni0000000KVZtEAO,a0Ri0000000I3XTEA0,,35,0,,2014-05-19,2013-05-19,2014-05-18,2013-05-19,0
a0Ni0000000KVZuEAO,a0Ri0000000I3XUEA0,,0,0,,2014-06-30,2013-06-30,2014-06-29,2013-06-30,
a0Ni0000000KVZuEAO,a0Ri0000000I3XVEA0,0,1500,0,0,2014-06-30,2013-06-30,2014-06-29,2013-06-30,
a0Ni0000000KVZuEAO,a0Ri0000000I3XWEA0,0,0,0,0,2014-06-30,2013-06-30,2014-06-29,2013-06-30,
a0Ni0000000KVZuEAO,a0Ri0000000I3XTEA0,,30,0,,2014-06-30,2013-06-30,2014-06-29,2013-06-30,0
a0Ni0000000KVZlEAO,a0Ri0000000I3XUEA0,,0,0,,2013-05-15,2012-05-15,2013-05-14,2012-05-15,
a0Ni0000000KVZlEAO,a0Ri0000000I3XVEA0,-12000,9000,0,-1000,2013-05-15,2012-05-15,2013-05-14,2012-05-15,
a0Ni0000000KVZlEAO,a0Ri0000000I3XWEA0,0,0,0,0,2013-05-15,2012-05-15,2013-05-14,2012-05-15,
a0Ni0000000KVZlEAO,a0Ri0000000I3XTEA0,,50,0,,2013-05-15,2012-05-15,2013-05-14,2012-05-15,0
a0Ni0000000KVZtEAO,a0Ri0000000I3XWEA0,0,0,0,0,2014-05-19,2013-05-19,2014-05-18,2013-05-19,
a0Ni0000000KVZwEAO,a0Ri0000000I3XUEA0,,0,0,,2014-03-22,2013-03-22,2014-03-21,2013-03-22,
a0Ni0000000KVZwEAO,a0Ri0000000I3XVEA0,36000,12000,0,3000,2014-03-22,2013-03-22,2014-03-21,2013-03-22,
a0Ni0000000KVZwEAO,a0Ri0000000I3XWEA0,0,0,0,0,2014-03-22,2013-03-22,2014-03-21,2013-03-22,
a0Ni0000000KVZwEAO,a0Ri0000000I3XTEA0,,75,0,,2014-03-22,2013-03-22,2014-03-21,2013-03-22,25
a0Ni0000000KVa5EAG,a0Ri0000000I3XUEA0,,0,0,,2014-06-17,2013-06-17,2014-06-16,2013-06-17,
a0Ni0000000KVaBEAW,a0Ri0000000I3XUEA0,,0,0,,2015-05-30,2013-05-30,2015-05-29,2013-05-30,
a0Ni0000000KVaBEAW,a0Ri0000000I3XVEA0,0,3800,0,0,2015-05-30,2013-05-30,2015-05-29,2013-05-30,
a0Ni0000000KVaBEAW,a0Ri0000000I3XWEA0,0,0,0,0,2015-05-30,2013-05-30,2015-05-29,2013-05-30,
a0Ni0000000KVaBEAW,a0Ri0000000I3XTEA0,,35,0,,2015-05-30,2013-05-30,2015-05-29,2013-05-30,-3
a0Ni0000000KVZyEAO,a0Ri0000000I3XUEA0,,0,0,,2014-06-05,2013-06-04,2014-06-04,2013-06-05,
a0Ni0000000KVZyEAO,a0Ri0000000I3XVEA0,0,6000,0,0,2014-06-05,2013-06-04,2014-06-04,2013-06-05,
a0Ni0000000KVZyEAO,a0Ri0000000I3XWEA0,0,0,0,0,2014-06-05,2013-06-04,2014-06-04,2013-06-05,
a0Ni0000000KVZyEAO,a0Ri0000000I3XTEA0,,40,0,,2014-06-05,2013-06-04,2014-06-04,2013-06-05,0
a0Ni0000000KVaCEAW,a0Ri0000000I3XUEA0,,0,0,,2014-06-21,2013-06-20,2014-06-20,2013-06-21,
a0Ni0000000KVaCEAW,a0Ri0000000I3XVEA0,0,5700,0,0,2014-06-21,2013-06-20,2014-06-20,2013-06-21,
a0Ni0000000KVaCEAW,a0Ri0000000I3XWEA0,0,0,0,0,2014-06-21,2013-06-20,2014-06-20,2013-06-21,
a0Ni0000000KVaCEAW,a0Ri0000000I3XTEA0,,38,0,,2014-06-21,2013-06-20,2014-06-20,2013-06-21,0
a0Ni0000000KVa2EAG,a0Ri0000000I3XUEA0,,0,0,,2014-05-15,2013-05-14,2014-05-14,2013-05-15,
a0Ni0000000KVa2EAG,a0Ri0000000I3XVEA0,0,3000,0,0,2014-05-15,2013-05-14,2014-05-14,2013-05-15,
a0Ni0000000KVa2EAG,a0Ri0000000I3XWEA0,0,0,0,0,2014-05-15,2013-05-14,2014-05-14,2013-05-15,
a0Ni0000000KVa2EAG,a0Ri0000000I3XTEA0,,30,0,,2014-05-15,2013-05-14,2014-05-14,2013-05-15,0
