"ID","AccountName","ProductCode","ProductName","Date","EventTimeStamp","Date1","EventTimeStamp1","Date2","EventTimeStamp2","Date3","EventTimeStamp3","Active","PageViews","PageVisits","FilesDownloaded","NoofReportsRun","NoofRulesTriggered","NoofSchedulesCreated","Industry","NoofMeetingsAttended"
"0016100000PIh00AAD","REPORTINGUI Account 186","CODE006","REPORTINGUI Account 186","07-06-2012","07-06-2012 02:56:49","02-06-2015","10-11-2013 02:56:49","09-20-2013","05-17-2013 02:56:49","12-11-2015","05-04-2012 02:56:49","FALSE","153","172","97","18","174","17","Insurance","191"
"0016100000PIh01AAD","REPORTINGUI Account 187","CODE007","REPORTINGUI Account 187","06-29-2012","06-29-2012 02:56:49","07-27-2012","05-18-2012 02:56:49","10-19-2012","03-14-2014 02:56:49","08-21-2015","12-21-2012 01:56:49","TRUE","71","93","16","8","145","141","Healthcare","30"
"0016100000PIh02AAD","REPORTINGUI Account 188","CODE008","REPORTINGUI Account 188","06-22-2012","06-22-2012 02:56:49","01-24-2014","01-15-2016 01:56:49","08-16-2013","06-14-2013 02:56:49","04-20-2012","10-04-2013 02:56:49","FALSE","83","16","90","7","72","79","Retail","39"
"0016100000PIh03AAD","REPORTINGUI Account 189","CODE009","REPORTINGUI Account 189","06-15-2012","06-15-2012 02:56:49","11-02-2012","09-05-2014 02:56:49","11-01-2013","08-15-2014 02:56:49","","03-22-2013 02:56:49","","7","93","15","85","44","6","Healthcare","181"
"0016100000PIh04AAD","REPORTINGUI Account 190","CODE010","REPORTINGUI Account 190","","06-08-2012 02:56:49","07-18-2014","03-14-2014 02:56:49","03-30-2012","08-10-2012 02:56:49","06-28-2013","02-21-2014 01:56:49","FALSE","40","80","112","109","123","6","Manufacturing","107"
"0016100000PIh05AAD","REPORTINGUI Account 191","CODE011","REPORTINGUI Account 191","06-01-2012","06-01-2012 02:56:49","10-03-2014","03-27-2015 02:56:49","","06-28-2013 02:56:49","05-18-2012","11-01-2013 02:56:49","TRUE","92","39","192","125","91","29","Utilities","45"
"0016100000PIh06AAD","REPORTINGUI Account 192","CODE012","REPORTINGUI Account 192","05-25-2012","05-25-2012 02:56:49","05-29-2015","01-01-2016 01:56:49","07-19-2013","11-02-2012 02:56:49","03-20-2015","06-29-2012 02:56:49","FALSE","52","141","85","103","200","107","Engineering","65"
"0016100000PIh07AAD","REPORTINGUI Account 193","CODE013","REPORTINGUI Account 193","05-18-2012","05-18-2012 02:56:49","01-04-2013","09-26-2014 02:56:49","05-29-2015","11-14-2014 01:56:49","01-04-2013","07-06-2012 02:56:49","TRUE","","30","92","103","83","110","Oil & Gas & Energy",""
"0016100000PIh08AAD","REPORTINGUI Account 194","CODE014","REPORTINGUI Account 194","05-11-2012","05-11-2012 02:56:49","07-05-2013","05-17-2013 02:56:49","01-25-2013","09-28-2012 02:56:49","05-17-2013","03-08-2013 01:56:49","FALSE","7","39","2","181","96","28","Service","154"
"0016100000PIh09AAD","REPORTINGUI Account 195","CODE015","REPORTINGUI Account 195","05-04-2012","05-04-2012 02:56:49","05-08-2015","06-26-2015 02:56:49","12-12-2014","12-13-2013 01:56:49","03-29-2013","01-16-2015 01:56:49","TRUE","162","176","39","52","138","171","Hospitality","200"
"0016100000PIh0AAAT","REPORTINGUI Account 196","CODE001","REPORTINGUI Account 196","04-27-2012","04-27-2012 02:56:49","10-17-2014","08-17-2012 02:56:49","06-13-2014","06-12-2015 02:56:49","11-22-2013","","FALSE","156","34","9","","91","51","Retail","167"
"0016100000PIh0BAAT","REPORTINGUI Account 197","CODE002","REPORTINGUI Account 197","04-20-2012","04-20-2012 02:56:49","06-28-2013","02-13-2015 01:56:49","03-06-2015","06-21-2013 02:56:49","10-24-2014","10-10-2014 02:56:49","FALSE","188","180","130","170","141","95","Non-profit","9"
"0016100000PIh0CAAT","REPORTINGUI Account 198","CODE003","REPORTINGUI Account 198","04-13-2012","04-13-2012 02:56:49","05-08-2015","07-03-2015 02:56:49","12-11-2015","10-05-2012 02:56:49","10-18-2013","04-03-2015 02:56:49","TRUE","3","80","69","101","147","193","Food & Beverage","177"
"0016100000PIh0DAAT","REPORTINGUI Account 199","CODE004","REPORTINGUI Account 199","04-06-2012","04-06-2012 02:56:49","01-25-2013","08-16-2013 02:56:49","04-12-2013","12-14-2012 01:56:49","06-20-2014","10-03-2014 02:56:49","FALSE","16","5","24","143","5","22","Agriculture","154"
