Account,Name,Number Date,Date,InstanceId,InstanceName,Page_Visits__c,Page_Views__c,No_of_Report_Run__c,Files_Downloaded__c
FABRICA DE POLIETILENO LA CIMA SA DE CV,INSTANCELEVEL,-12,05/01/2012,Production,Production,846210,20115,357656,488554
FARMERS COOP OF RAVENNA,INSTANCELEVEL,-12,05/01/2012,Production,Production,433773,29250,371246,62527
FERMAN SILVA ESTEBAN,INSTANCELEVEL,-12,05/01/2012,Production,Production,810673,24773,354575,456098
FIANZAS ATLAS SA,INSTANCELEVEL,-12,05/01/2012,Production,Production,754454,31529,348705,405749
FITCH MEXICO SA DE CV,INSTANCELEVEL,-12,05/01/2012,Production,Production,113580,11510,7995,105585
FLORES SALAZAR ROSA ISABEL,INSTANCELEVEL,-12,05/01/2012,Production,Production,34400,8295,9003,25397
FPL Group Ltd,INSTANCELEVEL,-12,05/01/2012,Production,Production,94032,13809,6816,87216
FRIGORIFICA CONTRERAS SA DE CV,INSTANCELEVEL,-12,05/01/2012,Production,Production,29812,15523,3945,25867
FURISON ELECTRIC COMPONENT CON LTD,INSTANCELEVEL,-12,05/01/2012,Production,Production,62921,18300,5139,57782
G-L Veneer Co Inc.,INSTANCELEVEL,-12,05/01/2012,Production,Production,121592,12222,8512,113080
GALASS BODAS SA DE CV,INSTANCELEVEL,-12,05/01/2012,Production,Production,73044,15969,5400,67644
GARCIA PEREZ AMELIA,INSTANCELEVEL,-12,05/01/2012,Production,Production,38556,12993,4319,34237
GATEWAY FS,INSTANCELEVEL,-12,05/01/2012,Production,Production,103220,16380,7442,95778
GenePoint,INSTANCELEVEL,-12,05/01/2012,Production,Production,128904,10794,8640,120264
GERMAN VEGA JULIAN ISIDORO,INSTANCELEVEL,-12,05/01/2012,Production,Production,48514,22893,4645,43869
GMC Hardwoods Inc,INSTANCELEVEL,-12,05/01/2012,Production,Production,82705,15674,6096,76609
GOMEZ MUNOZ ERIKA,INSTANCELEVEL,-12,05/01/2012,Production,Production,111656,11319,7905,103751
GONZALEZ GONZALEZ JULIO ENRIQUE,INSTANCELEVEL,-12,05/01/2012,Production,Production,35613,12190,8952,26661
GRANJA RAB SA DE CV,INSTANCELEVEL,-12,05/01/2012,Production,Production,91706,14510,6583,85123
GRUPO BAJO CERO SA DE CV,INSTANCELEVEL,-12,05/01/2012,Production,Production,27645,13404,3873,23772
GRUPO INDUSTRIAL MAQUINAS DE LIMPIE,INSTANCELEVEL,-12,05/01/2012,Production,Production,60226,21241,5085,55141
GRUPO PRECISION CONTROL SA DE CV,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,119633,11126,8387,111246
AAM Freudenberg NOK General Partnership,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,70566,16856,5340,65226
Abbett Electric Corp,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,36407,14385,4181,32226
ABOYTES AGUILAR GABRIEL,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,101012,17896,7325,93687
ACONDICIONAMIENTOS Y SERVICIOS SA DE CV,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,127080,11303,8575,118505
AGENCE PRESSE,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,45444,13638,4534,40910
AGROPECUARIA  A.D.L.T. S.A. DE C.V.,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,80410,15694,5997,74413
Akzenta Vertriebs GmbH,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,109695,15108,7728,101967
Alcatel-Lucent Nederland BV,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,134420,11565,8873,125547
ALIMENTOS CALIDAD OPTIMA SA DE CV,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,89345,14925,6427,82918
Alltech Automotive LLC,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,24966,13729,3295,21671
Alpha Stamping Company,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,57498,19827,4995,52503
AMECAR AC,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,117688,11930,8278,109410
ANGLO CORP S.A. DE C.V.,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,68023,18312,5265,62758
AP DE MEXICO SA DE CV,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,34247,13069,4074,30173
ARGO ALMACENADORA SA DE CV,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,98586,15678,7165,91421
ARTICULOS SELECTOS Y JUEGOS SA DE CV,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,125032,10640,8468,116564
ASOC. LOC. CENTRAL ABAST. VER.,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,43069,12879,4470,38599
ASOCIACION NACIONAL PRO SUPERACION,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,77903,14028,5892,72011
AUTELIN SA DE CV,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,107641,16200,7665,99976
AUTOTEC DESARROLLO Y SUMINISTROS SA DE CV,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,132523,9062,8813,123710
BABILON LANGUAGE COACHING SC,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,87126,14270,6322,80804
Bachman Information System Inc.,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,22905,12086,3262,19643
BALEROS BANDAS Y TORNILLOS SA DE CV,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,54780,17815,4930,49850
BARRERA MORENO FRANCISCO,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,115648,13523,8187,107461
BEBIDAS CRISTAL S.A. DE C.V.,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,65237,14800,5184,60053
BICIMOTOS S.A.,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,32153,15879,4011,28142
blah1,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,96181,13896,6897,89284
BOESDORFER & BOESDORFER INC,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,123317,11804,8382,114935
BRINK GRAIN,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,40755,12666,4395,36360
BUSTOS MELCHOR ROBERTA,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,75717,15785,5805,69912
CAMACHO CENTENO MERINO,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,105389,15078,7565,97824
Cape Australia Onshore Pty Ltd,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,130785,11195,8739,122046
CARLOS ALBERTO GOMEZ HUERTA,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,84874,14668,6209,78665
CARRILLO BELTRAN JUAN MANUEL,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,51909,24265,4835,47074
CASTILLO ORTIZ MARIO ALBERTO,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,2637512,551385,130257,2507255
CENTRAL FLETERA QUERETANA SA DE CV,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,3600182,406290,177226,3422956
CH ROBINSON COMPANY,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,3534305,499205,113920,3420385
CHEP MEXICO S.A. DE C.V.,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,2144094,410112,59393,2084701
CIL TEXTILES PVT LTD,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,2825797,494303,85615,2740182
CLEAN DEL PACIFICO SA DE CV,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,2943795,787038,155691,2788104
COMARK GRAIN MARKETING,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,3040394,503745,92760,2947634
COMERCIALIZADORA DE EQUIPO INDUSTRI,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,2350046,493602,67422,2282624
COMERCIALIZADORA RIMATOM SA de CV,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,3754775,499314,119959,3634816
COMERGALV SA DE CV,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,3254413,631798,166840,3087573
COMPANIA FERNANDEZ DE MERIDA S.A.,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,2556810,471283,74696,2482114
CONDUCTORES Y DERIVADOS ROSS SA DE CV,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,3266552,487181,105406,3161146
CONSORCIO EMPRESARIAL ALLEGRO SA DE CV,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,2572997,545328,128759,2444238
CONSTRUCTIO ET STRUCTURA ROMAN SA DE CV,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,3553206,703508,176481,3376725
COORPORATIVO ALME SA DE CV,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,3479319,515012,112303,3367016
CORPORACION MEXICANA DE POLIMEROS SA DE CV,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,2098597,440088,57962,2040635
CORTES GARCIA ALEJANDRO CESAR,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,2771721,491221,83101,2688620
CRAFT INSTRUMENTOS CIENTIFICOS,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,2846076,596238,145373,2700703
CRIBAS Y ARRENDAMIENTOS SA DE CV,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,2987266,502628,90910,2896356
D NOVO SA DE CV,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,2295877,388808,65577,2230300
Dai-Ichi Kangyo Bank,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,3699465,477615,118079,3581386
Darta NV,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,3187096,698559,166427,3020669
DE LAS FUENTES MARTINEZ JESUS ALBER,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,2505483,468344,72734,2432749
DELGADO CAMPBELL SANTIAGO ALBERTO,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,3213191,502952,103301,3109890
DEX DEL NOROESTE SA DE CV,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,2509672,551724,126204,2383468
DIKEN HERMOSILLO SA DE CV,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,3484734,785535,173970,3310764
DISTRIBUCION DE MADERA SA DE CV,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,3423284,499865,110227,3313057
DISTRIBUIDORA DE SUMINISTROS GENERA,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,2049387,419326,56453,1992934
DISTRIBUIDORA SAJOR SA DE CV,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,2717308,498916,81319,2635989
DONGGUAN JINLIYI INDUSTRIAL CO LTD,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,2774877,561670,143261,2631616
DOW QUIMICA MEXICANA SA DE CV,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,2930940,504530,89056,2841884
DURAN LIZARRAGA ROMEL ALBERTO,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,2248140,465603,63955,2184185
East Bay Brass Foundry,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,3647751,487927,116739,3531012
Eastman Kodak Company Health Sciences Division,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,3107584,730117,162902,2944682
ECOCAMIONES DEL NOROESTE SA DE CV,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,2454219,466390,70883,2383336
EDMUNDO CEBALLOS SALDANA,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,3157744,503119,101382,3056362
ELANTAS PDG INC,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,2445896,534611,124028,2321868
ELIAS ABELARDO AMARO VILLAMIL,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,3411091,721133,172946,3238145
EMPACADORA Y PROCESADORA DE MONTERR,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,3368498,451061,108481,3260017
ENLACES NACIONALES DE AGRONEGOCIOS,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,2002443,365598,55123,1947320
ERNESTO GALVAN GARCIA,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,2660311,448098,79431,2580880
ESPINOSA FLORES LILIANA,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,2705223,502635,137299,2567924
EURO CARE S DE RL DE CV,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,2876545,463039,87159,2789386
EXELCO SUPPLY MANAGEMENT SA DE CV,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,2195203,454512,61343,2133860
FABRICA DE POLIETILENO LA CIMA SA DE CV,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,3595804,495810,115297,3480507
FARMERS COOP OF RAVENNA,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,3026958,697812,160363,2866595
FERMAN SILVA ESTEBAN,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,2402948,478689,69332,2333616
FIANZAS ATLAS SA,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,3104377,519202,99826,3004551
FITCH MEXICO SA DE CV,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,3826039,575368,121575,3704464
FLORES SALAZAR ROSA ISABEL,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,3332118,726148,168103,3164015
FPL Group Ltd,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,3318936,481581,107084,3211852
FRIGORIFICA CONTRERAS SA DE CV,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,2610444,486737,77166,2533278
FURISON ELECTRIC COMPONENT CON LTD,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,21,0,21,0
G-L Veneer Co Inc.,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,21,0,21,0
GALASS BODAS SA DE CV,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,21,0,21,0
GARCIA PEREZ AMELIA,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,0,0,0,0
GATEWAY FS,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,21,0,21,0
GenePoint,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,21,0,21,0
GERMAN VEGA JULIAN ISIDORO,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,20,0,20,0
GMC Hardwoods Inc,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,0,0,0,0
GOMEZ MUNOZ ERIKA,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,21,0,21,0
GONZALEZ GONZALEZ JULIO ENRIQUE,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,21,0,21,0
GRANJA RAB SA DE CV,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,0,0,0,0
GRUPO BAJO CERO SA DE CV,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,21,0,21,0
GRUPO INDUSTRIAL MAQUINAS DE LIMPIE,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,21,0,21,0
GRUPO PRECISION CONTROL SA DE CV,INSTANCELEVEL,-12,05/01/2012,Sandbox,Sandbox,21,0,21,0
AAM Freudenberg NOK General Partnership,INSTANCELEVEL,-11,04/02/2012,Production,Production,21,0,21,0
Abbett Electric Corp,INSTANCELEVEL,-11,04/02/2012,Production,Production,0,0,0,0
ABOYTES AGUILAR GABRIEL,INSTANCELEVEL,-11,04/02/2012,Production,Production,21,0,21,0
ACONDICIONAMIENTOS Y SERVICIOS SA DE CV,INSTANCELEVEL,-11,04/02/2012,Production,Production,21,0,21,0
AGENCE PRESSE,INSTANCELEVEL,-11,04/02/2012,Production,Production,16,0,16,0
AGROPECUARIA  A.D.L.T. S.A. DE C.V.,INSTANCELEVEL,-11,04/02/2012,Production,Production,0,0,0,0
Akzenta Vertriebs GmbH,INSTANCELEVEL,-11,04/02/2012,Production,Production,21,0,21,0
Alcatel-Lucent Nederland BV,INSTANCELEVEL,-11,04/02/2012,Production,Production,21,0,21,0
ALIMENTOS CALIDAD OPTIMA SA DE CV,INSTANCELEVEL,-11,04/02/2012,Production,Production,0,0,0,0
Alltech Automotive LLC,INSTANCELEVEL,-11,04/02/2012,Production,Production,21,0,21,0
Alpha Stamping Company,INSTANCELEVEL,-11,04/02/2012,Production,Production,21,0,21,0
AMECAR AC,INSTANCELEVEL,-11,04/02/2012,Production,Production,21,0,21,0
ANGLO CORP S.A. DE C.V.,INSTANCELEVEL,-11,04/02/2012,Production,Production,21,0,21,0
AP DE MEXICO SA DE CV,INSTANCELEVEL,-11,04/02/2012,Production,Production,0,0,0,0
ARGO ALMACENADORA SA DE CV,INSTANCELEVEL,-11,04/02/2012,Production,Production,0,0,0,0
ARTICULOS SELECTOS Y JUEGOS SA DE CV,INSTANCELEVEL,-11,04/02/2012,Production,Production,21,0,21,0
ASOC. LOC. CENTRAL ABAST. VER.,INSTANCELEVEL,-11,04/02/2012,Production,Production,16,0,16,0
ASOCIACION NACIONAL PRO SUPERACION,INSTANCELEVEL,-11,04/02/2012,Production,Production,0,0,0,0
AUTELIN SA DE CV,INSTANCELEVEL,-11,04/02/2012,Production,Production,21,0,21,0
AUTOTEC DESARROLLO Y SUMINISTROS SA DE CV,INSTANCELEVEL,-11,04/02/2012,Production,Production,21,0,21,0
BABILON LANGUAGE COACHING SC,INSTANCELEVEL,-11,04/02/2012,Production,Production,0,0,0,0
Bachman Information System Inc.,INSTANCELEVEL,-11,04/02/2012,Production,Production,21,0,21,0
BALEROS BANDAS Y TORNILLOS SA DE CV,INSTANCELEVEL,-11,04/02/2012,Production,Production,21,0,21,0
BARRERA MORENO FRANCISCO,INSTANCELEVEL,-11,04/02/2012,Production,Production,21,0,21,0
BEBIDAS CRISTAL S.A. DE C.V.,INSTANCELEVEL,-11,04/02/2012,Production,Production,21,0,21,0
BICIMOTOS S.A.,INSTANCELEVEL,-11,04/02/2012,Production,Production,0,0,0,0
blah1,INSTANCELEVEL,-11,04/02/2012,Production,Production,0,0,0,0
BOESDORFER & BOESDORFER INC,INSTANCELEVEL,-11,04/02/2012,Production,Production,21,0,21,0
BRINK GRAIN,INSTANCELEVEL,-11,04/02/2012,Production,Production,21,0,21,0
BUSTOS MELCHOR ROBERTA,INSTANCELEVEL,-11,04/02/2012,Production,Production,0,0,0,0
CAMACHO CENTENO MERINO,INSTANCELEVEL,-11,04/02/2012,Production,Production,21,0,21,0
Cape Australia Onshore Pty Ltd,INSTANCELEVEL,-11,04/02/2012,Production,Production,21,0,21,0
CARLOS ALBERTO GOMEZ HUERTA,INSTANCELEVEL,-11,04/02/2012,Production,Production,0,0,0,0
CARRILLO BELTRAN JUAN MANUEL,INSTANCELEVEL,-11,04/02/2012,Production,Production,20,0,20,0
CASTILLO ORTIZ MARIO ALBERTO,INSTANCELEVEL,-11,04/02/2012,Production,Production,21,0,21,0
CENTRAL FLETERA QUERETANA SA DE CV,INSTANCELEVEL,-11,04/02/2012,Production,Production,21,0,21,0
CH ROBINSON COMPANY,INSTANCELEVEL,-11,04/02/2012,Production,Production,21,0,21,0
CHEP MEXICO S.A. DE C.V.,INSTANCELEVEL,-11,04/02/2012,Production,Production,0,0,0,0
CIL TEXTILES PVT LTD,INSTANCELEVEL,-11,04/02/2012,Production,Production,84824,3873,66660,18164
CLEAN DEL PACIFICO SA DE CV,INSTANCELEVEL,-11,04/02/2012,Production,Production,99029,1480,80624,18405
COMARK GRAIN MARKETING,INSTANCELEVEL,-11,04/02/2012,Production,Production,275621,3429,58868,216753
COMERCIALIZADORA DE EQUIPO INDUSTRI,INSTANCELEVEL,-11,04/02/2012,Production,Production,216442,6450,34991,181451
COMERCIALIZADORA RIMATOM SA de CV,INSTANCELEVEL,-11,04/02/2012,Production,Production,243779,4376,43793,199986
COMERGALV SA DE CV,INSTANCELEVEL,-11,04/02/2012,Production,Production,95996,3013,77056,18940
COMPANIA FERNANDEZ DE MERIDA S.A.,INSTANCELEVEL,-11,04/02/2012,Production,Production,251359,3614,46107,205252
CONDUCTORES Y DERIVADOS ROSS SA DE CV,INSTANCELEVEL,-11,04/02/2012,Production,Production,223281,3397,35405,187876
CONSORCIO EMPRESARIAL ALLEGRO SA DE CV,INSTANCELEVEL,-11,04/02/2012,Production,Production,283261,3709,61763,221498
CONSTRUCTIO ET STRUCTURA ROMAN SA DE CV,INSTANCELEVEL,-11,04/02/2012,Production,Production,96082,4908,78915,17167
COORPORATIVO ALME SA DE CV,INSTANCELEVEL,-11,04/02/2012,Production,Production,232313,4045,39049,193264
CORPORACION MEXICANA DE POLIMEROS SA DE CV,INSTANCELEVEL,-11,04/02/2012,Production,Production,266842,4502,56689,210153
CORTES GARCIA ALEJANDRO CESAR,INSTANCELEVEL,-11,04/02/2012,Production,Production,83046,3744,65715,17331
CRAFT INSTRUMENTOS CIENTIFICOS,INSTANCELEVEL,-11,04/02/2012,Production,Production,101529,3194,80494,21035
CRIBAS Y ARRENDAMIENTOS SA DE CV,INSTANCELEVEL,-11,04/02/2012,Production,Production,273570,3622,58175,215395
D NOVO SA DE CV,INSTANCELEVEL,-11,04/02/2012,Production,Production,214815,6257,34902,179913
Dai-Ichi Kangyo Bank,INSTANCELEVEL,-11,04/02/2012,Production,Production,241730,3873,43203,198527
Darta NV,INSTANCELEVEL,-11,04/02/2012,Production,Production,93770,3419,76036,17734
DE LAS FUENTES MARTINEZ JESUS ALBER,INSTANCELEVEL,-11,04/02/2012,Production,Production,249825,4889,45808,204017
DELGADO CAMPBELL SANTIAGO ALBERTO,INSTANCELEVEL,-11,04/02/2012,Production,Production,221943,3637,35327,186616
DEX DEL NOROESTE SA DE CV,INSTANCELEVEL,-11,04/02/2012,Production,Production,281278,3984,60988,220290
DIKEN HERMOSILLO SA DE CV,INSTANCELEVEL,-11,04/02/2012,Production,Production,95398,2875,78477,16921
DISTRIBUCION DE MADERA SA DE CV,INSTANCELEVEL,-11,04/02/2012,Production,Production,230579,2812,38724,191855
DISTRIBUIDORA DE SUMINISTROS GENERA,INSTANCELEVEL,-11,04/02/2012,Production,Production,265192,4161,56294,208898
DISTRIBUIDORA SAJOR SA DE CV,INSTANCELEVEL,-11,04/02/2012,Production,Production,81836,3649,63471,18365
DONGGUAN JINLIYI INDUSTRIAL CO LTD,INSTANCELEVEL,-11,04/02/2012,Production,Production,99991,3885,80105,19886
DOW QUIMICA MEXICANA SA DE CV,INSTANCELEVEL,-11,04/02/2012,Production,Production,271915,4182,57846,214069
DURAN LIZARRAGA ROMEL ALBERTO,INSTANCELEVEL,-11,04/02/2012,Production,Production,213280,6733,34830,178450
East Bay Brass Foundry,INSTANCELEVEL,-11,04/02/2012,Production,Production,240133,3941,42983,197150
Eastman Kodak Company Health Sciences Division,INSTANCELEVEL,-11,04/02/2012,Production,Production,96055,4789,75431,20624
ECOCAMIONES DEL NOROESTE SA DE CV,INSTANCELEVEL,-11,04/02/2012,Production,Production,248093,3866,45437,202656
EDMUNDO CEBALLOS SALDANA,INSTANCELEVEL,-11,04/02/2012,Production,Production,220400,7486,35189,185211
ELANTAS PDG INC,INSTANCELEVEL,-11,04/02/2012,Production,Production,278787,3150,59652,219135
ELIAS ABELARDO AMARO VILLAMIL,INSTANCELEVEL,-11,04/02/2012,Production,Production,95385,3364,77964,17421
EMPACADORA Y PROCESADORA DE MONTERR,INSTANCELEVEL,-11,04/02/2012,Production,Production,229259,3920,38553,190706
ENLACES NACIONALES DE AGRONEGOCIOS,INSTANCELEVEL,-11,04/02/2012,Production,Production,257520,4458,49876,207644
ERNESTO GALVAN GARCIA,INSTANCELEVEL,-11,04/02/2012,Production,Production,79938,3127,62879,17059
ESPINOSA FLORES LILIANA,INSTANCELEVEL,-11,04/02/2012,Production,Production,98248,6331,79814,18434
EURO CARE S DE RL DE CV,INSTANCELEVEL,-11,04/02/2012,Production,Production,269907,3152,57328,212579
EXELCO SUPPLY MANAGEMENT SA DE CV,INSTANCELEVEL,-11,04/02/2012,Production,Production,211530,5715,34742,176788
FABRICA DE POLIETILENO LA CIMA SA DE CV,INSTANCELEVEL,-11,04/02/2012,Production,Production,238617,3693,42749,195868
FARMERS COOP OF RAVENNA,INSTANCELEVEL,-11,04/02/2012,Production,Production,95139,3373,75818,19321
FERMAN SILVA ESTEBAN,INSTANCELEVEL,-11,04/02/2012,Production,Production,245778,3751,44460,201318
FIANZAS ATLAS SA,INSTANCELEVEL,-11,04/02/2012,Production,Production,218377,6867,35070,183307
FITCH MEXICO SA DE CV,INSTANCELEVEL,-11,04/02/2012,Production,Production,277175,3388,59216,217959
FLORES SALAZAR ROSA ISABEL,INSTANCELEVEL,-11,04/02/2012,Production,Production,94343,3048,77072,17271
FPL Group Ltd,INSTANCELEVEL,-11,04/02/2012,Production,Production,225142,3762,35905,189237
FRIGORIFICA CONTRERAS SA DE CV,INSTANCELEVEL,-11,04/02/2012,Production,Production,255131,3754,48678,206453
FURISON ELECTRIC COMPONENT CON LTD,INSTANCELEVEL,-11,04/02/2012,Production,Production,285111,3442,62340,222771
G-L Veneer Co Inc.,INSTANCELEVEL,-11,04/02/2012,Production,Production,96924,5811,79547,17377
GALASS BODAS SA DE CV,INSTANCELEVEL,-11,04/02/2012,Production,Production,268488,3876,57019,211469
GARCIA PEREZ AMELIA,INSTANCELEVEL,-11,04/02/2012,Production,Production,237164,3898,42573,194591
GATEWAY FS,INSTANCELEVEL,-11,04/02/2012,Production,Production,151024,35106,55267,95757
GenePoint,INSTANCELEVEL,-11,04/02/2012,Production,Production,182494,22068,82518,99976
GERMAN VEGA JULIAN ISIDORO,INSTANCELEVEL,-11,04/02/2012,Production,Production,142993,15349,39269,103724
GMC Hardwoods Inc,INSTANCELEVEL,-11,04/02/2012,Production,Production,0,0,0,0
GOMEZ MUNOZ ERIKA,INSTANCELEVEL,-11,04/02/2012,Production,Production,55024,10674,19414,35610
GONZALEZ GONZALEZ JULIO ENRIQUE,INSTANCELEVEL,-11,04/02/2012,Production,Production,184117,35523,66236,117881
GRANJA RAB SA DE CV,INSTANCELEVEL,-11,04/02/2012,Production,Production,73127,10005,20019,53108
GRUPO BAJO CERO SA DE CV,INSTANCELEVEL,-11,04/02/2012,Production,Production,446,244,422,24
GRUPO INDUSTRIAL MAQUINAS DE LIMPIE,INSTANCELEVEL,-11,04/02/2012,Production,Production,172553,13078,40342,132211
GRUPO PRECISION CONTROL SA DE CV,INSTANCELEVEL,-11,04/02/2012,Sandbox,Sandbox,173710,30045,68671,105039
AAM Freudenberg NOK General Partnership,INSTANCELEVEL,-11,04/02/2012,Sandbox,Sandbox,11682,7913,1314,10368
Abbett Electric Corp,INSTANCELEVEL,-11,04/02/2012,Sandbox,Sandbox,94561,11048,20779,73782
ABOYTES AGUILAR GABRIEL,INSTANCELEVEL,-11,04/02/2012,Sandbox,Sandbox,144140,38447,51212,92928
ACONDICIONAMIENTOS Y SERVICIOS SA DE CV,INSTANCELEVEL,-11,04/02/2012,Sandbox,Sandbox,184416,30847,82348,102068
AGENCE PRESSE,INSTANCELEVEL,-11,04/02/2012,Sandbox,Sandbox,133301,12055,39076,94225
AGROPECUARIA  A.D.L.T. S.A. DE C.V.,INSTANCELEVEL,-11,04/02/2012,Sandbox,Sandbox,0,0,0,0
Akzenta Vertriebs GmbH,INSTANCELEVEL,-11,04/02/2012,Sandbox,Sandbox,40507,11300,9048,31459
