Account,Name,Date,Page_Visits__c,Page_Views__c,No_of_Report_Run__c,Files_Downloaded__c,Emails_Sent_Count__c,No_of_Campaigns__c,Active_Users__c,DB_Size__c,Leads__c
JUAN ANGEL FLORES AGUIRRE,ACCOUNTLEVEL,-13,4411,15093,17220,18745,328,1095,315,1075,2319
Triumph Tool NC Inc,ACCOUNTLEVEL,-13,11680,8500,16465,12105,610,915,318,1129,1988
Darta NV,ACCOUNTLEVEL,-13,8153,10455,18457,8173,318,601,165,1818,2482
COTY UK LTD,ACCOUNTLEVEL,-13,13144,14871,12984,16517,320,699,221,1184,1787
Deal Partners Limited,ACCOUNTLEVEL,-13,12467,16176,8413,4694,699,854,321,1873,2242
IRISA ADHESIVES CORPORATION SA DE CV,ACCOUNTLEVEL,-13,17480,15420,1473,14080,402,853,404,1711,2299
BOESDORFER & BOESDORFER INC,ACCOUNTLEVEL,-13,2446,16887,16930,9749,329,912,67,1537,2070
GKN Sinter Metals,ACCOUNTLEVEL,-13,16675,16705,11775,18191,694,887,387,1870,2247
AGENCE PRESSE,ACCOUNTLEVEL,-13,7100,6902,1229,222,585,669,195,1290,2264
Vesco Foods Pty Ltd,ACCOUNTLEVEL,-13,17297,12886,9378,8349,747,1034,498,1668,2277
AUREA SOFTWARE INC,ACCOUNTLEVEL,-13,5134,391,6909,12094,715,624,133,1048,1782
Ocean Sports Wear,ACCOUNTLEVEL,-13,8872,860,4135,17995,760,990,102,1138,2078
NOVA INSTRUMENTS SERVICE SA DE CV,ACCOUNTLEVEL,-13,13719,4871,14702,17400,690,864,366,1872,1956
RAUL MORALES RAMIREZ,ACCOUNTLEVEL,-13,8041,4272,18267,577,555,973,81,1855,1952
STANLEY BOSTITCH SA DE CV,ACCOUNTLEVEL,-13,9331,1947,12144,3380,780,905,0,1783,1892
UNIFOODS SA DE CV,ACCOUNTLEVEL,-13,18279,16171,1605,14419,390,703,472,1087,1572
TOMAS MARTINEZ PATLAN,ACCOUNTLEVEL,-13,10263,16414,834,5607,491,1019,254,1890,1825
JARDINS DE NORTENE,ACCOUNTLEVEL,-13,13287,1451,11056,14215,313,831,275,1717,2042
Terry Store age spa,ACCOUNTLEVEL,-13,1639,9029,662,1111,789,1075,113,1196,2313
Goldie Marketing Pty Ltd,ACCOUNTLEVEL,-13,4954,17808,7394,10119,395,698,201,1219,1663
ST. CLAIR SERVICE,ACCOUNTLEVEL,-13,12560,6229,18685,4061,561,942,438,1669,2088
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-13,10100,5560,17492,6362,590,939,426,1954,2237
CARNES KM SA DE CV,ACCOUNTLEVEL,-13,8799,8145,15357,2677,314,963,168,1521,2348
COMERCIALIZADORA UNICOR SA DE CV,ACCOUNTLEVEL,-13,7255,7612,3596,13977,318,1048,476,1256,2092
COMNET SA DE CV,ACCOUNTLEVEL,-13,5660,5532,3832,168,504,1079,24,1633,2104
DISTRIB Y COMERC KOWALSKY SA DE CV,ACCOUNTLEVEL,-13,5723,17451,5530,15615,541,711,159,1933,2359
FRUITCORP SA DE CV,ACCOUNTLEVEL,-13,7897,9424,18026,14009,555,714,277,1870,1553
ORIGINALES THELVA SA DE CV,ACCOUNTLEVEL,-13,4767,11023,864,9228,642,750,124,1984,2129
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,ACCOUNTLEVEL,-13,6389,17789,5440,2612,555,1060,325,1670,1691
COMERCIALIZADORA RIMATOM SA de CV,ACCOUNTLEVEL,-13,9613,14264,9499,514,437,917,306,1882,2366
K & S Contractors Supply Co,ACCOUNTLEVEL,-13,4524,2906,15890,693,769,682,320,1600,2245
Tioga Hardwoods Inc,ACCOUNTLEVEL,-13,7046,16713,773,4653,762,914,495,1661,1927
GHCL Limited,ACCOUNTLEVEL,-13,11472,10117,12772,10564,617,991,356,1637,2270
Motion Industries Inc.,ACCOUNTLEVEL,-13,6116,10713,12842,16634,631,777,292,1182,1919
SUKETU ORGANICS PRIVATE LIMITED,ACCOUNTLEVEL,-13,1835,14378,7539,2605,397,1041,78,1111,1569
Quantum Foods,ACCOUNTLEVEL,-13,8281,14511,7328,12513,569,890,162,1346,1942
Family Magazine,ACCOUNTLEVEL,-13,5692,2178,14052,15445,366,1084,380,1556,2309
PROGRESSIVE AG PARTNERS,ACCOUNTLEVEL,-13,10880,2589,7446,11226,310,861,4,1096,2028
Innovative Laser Inc,ACCOUNTLEVEL,-13,13767,677,4393,2536,694,677,477,1529,1812
Addis Housewares Ltd,ACCOUNTLEVEL,-13,11514,656,639,8175,359,1075,285,2000,1850
SIGMADIS BRIGNAIS,ACCOUNTLEVEL,-13,8393,11677,7359,4173,584,960,275,1064,1547
APLNG,ACCOUNTLEVEL,-13,4451,12631,17017,15446,760,1026,89,1163,1971
Quince Hungary Kft,ACCOUNTLEVEL,-13,7347,14244,17025,3753,420,1068,403,1909,1628
Jandel Scientific Inc.,ACCOUNTLEVEL,-13,4930,11847,650,76,652,952,0,1671,1902
Viking Tool & Steel,ACCOUNTLEVEL,-13,15087,18745,17340,6278,663,966,457,1382,1839
HIELO Y REFRIGERACION DE CABORCA SA DE CV,ACCOUNTLEVEL,-13,12781,1126,11576,4594,406,773,136,1314,1569
MAPE USA,ACCOUNTLEVEL,-13,11402,13812,10429,13836,596,688,8,1936,2185
CONSORCIO DE ALIM DEL CARIBE SA DE CV,ACCOUNTLEVEL,-13,13375,5818,17930,8203,319,840,497,1985,2068
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-13,16422,10630,830,15300,408,682,304,1859,1698
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-13,17073,6574,6425,2181,506,841,414,1996,1774
M&M SERVICE CO,ACCOUNTLEVEL,-13,17443,15469,15981,8730,485,938,298,1719,2225
CARROLLTON FARMERS ELEVATOR CO,ACCOUNTLEVEL,-13,9438,16445,17520,11416,678,783,220,1413,2287
L and P Financial Services Co,ACCOUNTLEVEL,-13,18801,3823,5717,3189,462,777,485,1659,2178
Ingenieria y Maquinaria de Guadalupe SA de CV,ACCOUNTLEVEL,-13,15775,15651,15248,2665,658,900,159,1177,1861
CATMADER SL,ACCOUNTLEVEL,-13,15948,2497,10738,15582,784,732,312,1840,2441
Tekno Inc,ACCOUNTLEVEL,-13,11795,9385,10160,13670,398,758,60,1953,2100
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-13,14371,1232,776,1622,327,964,229,1580,2028
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-13,13570,5970,4477,6383,522,966,160,1843,1650
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-13,10707,13135,10796,12325,662,857,299,1397,1819
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-13,6312,10464,4197,1820,371,771,74,1580,2300
COMERGALV SA DE CV,ACCOUNTLEVEL,-13,18249,10002,11130,7259,774,670,389,1320,2334
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-13,12796,15027,2581,9917,544,822,82,1868,2068
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-13,4655,7942,10487,824,558,874,309,1314,1579
Pintura Estampado y Montaje Sapi de CV,ACCOUNTLEVEL,-13,16563,14265,12995,6958,725,770,38,1402,1766
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-13,18492,15914,7562,2253,310,1001,455,1014,1775
TERENTRO SA DE CV,ACCOUNTLEVEL,-13,5450,10092,16103,14715,669,858,441,1470,1523
FUNTASTIC LIMITED,ACCOUNTLEVEL,-13,9484,14697,9882,9394,615,1081,495,1929,2151
DeeTag USA,ACCOUNTLEVEL,-13,11589,12462,16760,4568,379,867,219,1070,1917
Lakeland Village,ACCOUNTLEVEL,-13,1153,17780,15555,10627,692,1015,204,1460,2302
CHAOAN SWEET BEST FOOD CO LTD,ACCOUNTLEVEL,-13,6477,14028,4127,10199,593,1000,475,1094,2429
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-13,12450,7586,12524,10885,708,728,345,1098,2318
Do not Use1,ACCOUNTLEVEL,-13,12455,13157,5967,16454,353,1056,164,1432,2348
Oil Chem Research Corp,ACCOUNTLEVEL,-13,8073,6875,11937,3970,404,947,94,1728,1662
LICK ELEVATOR,ACCOUNTLEVEL,-13,2289,5203,871,7275,619,915,66,1808,1986
Quanex Screens LLC,ACCOUNTLEVEL,-13,642,937,8168,4291,578,1037,464,1816,2038
A and T unlimit Limited,ACCOUNTLEVEL,-12,9223,11977,9306,9445,317,669,381,1853,2243
Sienna Gold Ltd,ACCOUNTLEVEL,-12,5691,8962,9745,17689,650,826,280,1310,2352
COLD EXPRESS SA DE CV,ACCOUNTLEVEL,-12,2727,2979,16290,18094,430,939,292,1158,1611
Murex N.A. Ltd,ACCOUNTLEVEL,-12,10406,3569,1484,4310,304,652,39,1706,2226
Via Systems,ACCOUNTLEVEL,-12,11513,16897,17816,5551,410,667,278,1437,2129
DAKTEL COMUNICACIONES SA DE CV,ACCOUNTLEVEL,-12,11199,3048,7873,15708,422,1059,235,1020,2336
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,ACCOUNTLEVEL,-12,908,4128,10239,2899,375,1037,74,1279,2302
OBED GERARDO ARELLANO GUTIERREZ,ACCOUNTLEVEL,-12,15606,15502,4963,17738,772,645,423,1644,1946
REFRIGERACION COMER AGROPECU,ACCOUNTLEVEL,-12,935,13734,8508,7531,777,1023,477,1647,1994
Anunay Fab Ltd,ACCOUNTLEVEL,-12,9219,14665,5520,11728,314,614,249,1130,1753
SUPER URECOAT INDUSTRIES,ACCOUNTLEVEL,-12,16920,4935,18184,2315,518,735,326,1310,1824
Jadow B & Sons Inc,ACCOUNTLEVEL,-12,13537,4715,14642,18792,479,899,304,1486,1916
Republic of Nauru Phosphate (RONPHOS) Corporation,ACCOUNTLEVEL,-12,16854,6041,9749,5317,636,1074,374,1002,1820
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,ACCOUNTLEVEL,-12,16560,447,8842,17512,688,777,27,1838,2376
Alltech Automotive LLC,ACCOUNTLEVEL,-12,15770,632,11980,7844,789,659,157,1723,1982
DALE VALOR A MEXICO SC,ACCOUNTLEVEL,-12,9649,4755,5933,8162,779,687,398,1541,2452
SPIN MASTER MEXICO SA DE CV,ACCOUNTLEVEL,-12,4002,3031,13029,8310,662,708,185,1298,2097
ATTEBURY GRAIN,ACCOUNTLEVEL,-12,2575,15528,18241,10478,779,952,3,1083,2014
Vicor,ACCOUNTLEVEL,-12,1742,3452,10048,11399,461,997,188,1976,1991
Baja Inc,ACCOUNTLEVEL,-12,3918,16619,13416,7415,649,669,364,1862,2313
National Assn of Printing Ink,ACCOUNTLEVEL,-12,6992,2376,14604,18752,709,701,378,1394,1718
MA PATRICIA ROSALES HERNANDEZ,ACCOUNTLEVEL,-12,10607,4476,18461,1677,487,1008,139,1726,2387
EVERTIS DE MEXICO SA DE CV,ACCOUNTLEVEL,-12,2836,415,14630,1854,478,1067,40,1599,2466
GENERAL DE CERAMICA S A DE C V,ACCOUNTLEVEL,-12,6121,9244,1241,8008,751,612,61,1088,1842
GRUPO VACTREK SA DE CV,ACCOUNTLEVEL,-12,6841,7929,8104,5782,750,1035,62,1118,2101
JUAN ANGEL FLORES AGUIRRE,ACCOUNTLEVEL,-12,15170,12926,12598,14704,732,760,56,1657,2196
Triumph Tool NC Inc,ACCOUNTLEVEL,-12,13277,18918,16106,8077,635,970,233,1160,1532
Darta NV,ACCOUNTLEVEL,-12,5411,7714,15095,10878,557,987,190,1019,2257
COTY UK LTD,ACCOUNTLEVEL,-12,5272,10329,11199,9949,502,789,366,1007,1702
Deal Partners Limited,ACCOUNTLEVEL,-12,1530,4471,7214,13009,503,978,257,1178,1507
IRISA ADHESIVES CORPORATION SA DE CV,ACCOUNTLEVEL,-12,3189,12642,4642,7918,574,1097,419,1259,1689
BOESDORFER & BOESDORFER INC,ACCOUNTLEVEL,-12,10722,7064,11570,13894,362,789,392,1991,1600
GKN Sinter Metals,ACCOUNTLEVEL,-12,274,10807,4786,935,317,812,180,1428,2479
AGENCE PRESSE,ACCOUNTLEVEL,-12,15323,15020,6442,2443,321,687,37,1866,1727
Vesco Foods Pty Ltd,ACCOUNTLEVEL,-12,559,5054,13174,3118,709,689,235,1452,2490
AUREA SOFTWARE INC,ACCOUNTLEVEL,-12,684,16983,5816,17744,329,1074,101,1565,1684
Ocean Sports Wear,ACCOUNTLEVEL,-12,17593,12487,18326,13213,503,802,309,1275,2242
NOVA INSTRUMENTS SERVICE SA DE CV,ACCOUNTLEVEL,-12,12449,2474,626,9248,582,653,318,1097,2317
RAUL MORALES RAMIREZ,ACCOUNTLEVEL,-12,12252,4911,9168,4218,780,902,280,1294,1930
STANLEY BOSTITCH SA DE CV,ACCOUNTLEVEL,-12,14842,13526,7457,6042,396,803,301,1357,1689
UNIFOODS SA DE CV,ACCOUNTLEVEL,-12,12117,13942,9533,1119,667,872,385,1269,1862
TOMAS MARTINEZ PATLAN,ACCOUNTLEVEL,-12,5363,908,5271,17913,477,1056,214,1365,2102
JARDINS DE NORTENE,ACCOUNTLEVEL,-12,7491,1334,11033,15676,599,882,80,1487,1835
Terry Store age spa,ACCOUNTLEVEL,-12,7418,3789,14208,8902,563,813,285,1387,2373
Goldie Marketing Pty Ltd,ACCOUNTLEVEL,-12,2199,12897,16659,2998,765,713,446,1080,1548
ST. CLAIR SERVICE,ACCOUNTLEVEL,-12,10591,2425,17633,8162,403,882,313,1040,2413
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-12,1867,13568,17808,17891,398,647,455,1039,2350
CARNES KM SA DE CV,ACCOUNTLEVEL,-12,575,3995,7833,10206,518,1093,44,1616,1607
COMERCIALIZADORA UNICOR SA DE CV,ACCOUNTLEVEL,-12,2300,14350,11723,6135,642,921,303,1784,1582
COMNET SA DE CV,ACCOUNTLEVEL,-12,10943,5040,8091,12464,576,1048,456,1753,1876
DISTRIB Y COMERC KOWALSKY SA DE CV,ACCOUNTLEVEL,-12,5734,8435,10383,13484,713,916,253,1672,1542
FRUITCORP SA DE CV,ACCOUNTLEVEL,-12,7261,12861,12947,1600,790,1053,435,1395,2446
ORIGINALES THELVA SA DE CV,ACCOUNTLEVEL,-12,9140,6530,15031,8055,565,778,305,1269,1616
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,ACCOUNTLEVEL,-12,12991,6301,15672,12722,649,865,16,1509,2319
COMERCIALIZADORA RIMATOM SA de CV,ACCOUNTLEVEL,-12,8526,5020,4919,11747,445,972,124,1697,2479
K & S Contractors Supply Co,ACCOUNTLEVEL,-12,16134,12896,16936,12207,736,685,329,1528,1729
Tioga Hardwoods Inc,ACCOUNTLEVEL,-12,16880,14433,5525,9571,379,1027,374,1237,1852
GHCL Limited,ACCOUNTLEVEL,-12,7918,14445,10836,5753,477,834,270,1381,2491
Motion Industries Inc.,ACCOUNTLEVEL,-12,8103,1328,14400,1597,561,815,141,1799,1519
SUKETU ORGANICS PRIVATE LIMITED,ACCOUNTLEVEL,-12,18307,14381,3715,10864,483,636,46,1969,1847
Quantum Foods,ACCOUNTLEVEL,-12,15413,2265,8926,15394,628,913,254,1434,2150
Family Magazine,ACCOUNTLEVEL,-12,18555,3413,14034,4587,484,1061,351,1941,1574
PROGRESSIVE AG PARTNERS,ACCOUNTLEVEL,-12,15790,3595,15577,16807,399,1022,245,1925,2214
Innovative Laser Inc,ACCOUNTLEVEL,-12,3340,13882,6570,17216,488,666,349,1508,1828
Addis Housewares Ltd,ACCOUNTLEVEL,-12,13793,14594,2056,16789,395,1052,0,1294,1894
SIGMADIS BRIGNAIS,ACCOUNTLEVEL,-12,7793,8747,18945,2194,341,623,57,1151,1777
APLNG,ACCOUNTLEVEL,-12,7564,15687,5449,7999,697,1084,98,1554,2449
Quince Hungary Kft,ACCOUNTLEVEL,-12,10988,13169,9054,9167,774,916,444,1370,1684
Jandel Scientific Inc.,ACCOUNTLEVEL,-12,4714,15485,8812,17860,622,867,281,1150,1915
Viking Tool & Steel,ACCOUNTLEVEL,-12,1569,9170,1259,12160,687,1082,51,1859,2448
HIELO Y REFRIGERACION DE CABORCA SA DE CV,ACCOUNTLEVEL,-12,18004,8668,9469,8764,717,912,224,1708,1814
MAPE USA,ACCOUNTLEVEL,-12,1408,14355,14351,18545,592,727,203,1308,1905
CONSORCIO DE ALIM DEL CARIBE SA DE CV,ACCOUNTLEVEL,-12,18426,5915,17605,7929,718,663,248,1972,1972
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-12,6354,867,18584,5304,454,893,140,1919,2465
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-12,2857,4203,11101,11123,410,766,68,1652,2031
M&M SERVICE CO,ACCOUNTLEVEL,-12,5886,2298,3431,4943,644,1055,384,1984,1834
CARROLLTON FARMERS ELEVATOR CO,ACCOUNTLEVEL,-12,13436,18005,5284,5238,649,1013,494,1236,1943
L and P Financial Services Co,ACCOUNTLEVEL,-12,14431,17588,8277,9946,302,799,171,1348,2196
Ingenieria y Maquinaria de Guadalupe SA de CV,ACCOUNTLEVEL,-12,973,7556,16213,2787,708,863,201,1944,1724
CATMADER SL,ACCOUNTLEVEL,-12,15125,16240,15420,809,451,915,284,1606,1863
Tekno Inc,ACCOUNTLEVEL,-12,15441,9995,6571,13667,512,842,107,1257,2364
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-12,11286,11694,12487,5915,685,1045,364,1156,2002
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-12,8602,992,12352,7444,729,970,457,1239,2021
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-12,15380,18573,16768,16103,685,771,484,1141,1698
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-12,17193,2112,4441,7124,714,1086,207,1501,2137
COMERGALV SA DE CV,ACCOUNTLEVEL,-12,15217,14907,8722,15826,408,627,188,1108,1870
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-12,1528,15533,2686,15687,414,814,32,1644,1829
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-12,7198,17751,18727,11691,607,742,141,1038,2128
Pintura Estampado y Montaje Sapi de CV,ACCOUNTLEVEL,-12,14428,3991,17279,16010,628,989,258,1850,2136
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-12,11912,6782,7153,2487,696,725,183,1418,2298
TERENTRO SA DE CV,ACCOUNTLEVEL,-12,18201,7936,13849,7270,309,1077,482,1952,2347
FUNTASTIC LIMITED,ACCOUNTLEVEL,-12,5384,6941,7427,9926,537,732,73,1633,1536
DeeTag USA,ACCOUNTLEVEL,-12,15258,557,230,14938,453,756,112,1965,2426
Lakeland Village,ACCOUNTLEVEL,-12,7056,4818,8706,11628,797,629,22,1486,2443
CHAOAN SWEET BEST FOOD CO LTD,ACCOUNTLEVEL,-12,8979,2159,6999,18177,713,880,310,1097,1893
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-12,7378,2291,359,11330,533,719,221,1331,1628
Do not Use1,ACCOUNTLEVEL,-12,11355,12849,18105,6176,422,742,378,1035,2209
Oil Chem Research Corp,ACCOUNTLEVEL,-12,7765,3350,11050,1504,770,952,274,1939,2078
LICK ELEVATOR,ACCOUNTLEVEL,-12,14752,6343,12041,130,678,761,53,1879,1564
Quanex Screens LLC,ACCOUNTLEVEL,-12,13631,4355,3210,17612,328,725,231,1804,2406
A and T unlimit Limited,ACCOUNTLEVEL,-11,6818,17646,17213,10294,671,1010,64,1422,1725
Sienna Gold Ltd,ACCOUNTLEVEL,-11,5427,14986,15466,529,716,843,8,1270,2264
COLD EXPRESS SA DE CV,ACCOUNTLEVEL,-11,6748,17022,12078,1745,558,750,110,1869,1990
Murex N.A. Ltd,ACCOUNTLEVEL,-11,18278,6221,952,12032,371,740,91,1848,2444
Via Systems,ACCOUNTLEVEL,-11,3014,11510,10133,10910,317,849,96,1482,1672
DAKTEL COMUNICACIONES SA DE CV,ACCOUNTLEVEL,-11,4461,10544,6323,8040,690,802,369,1983,1629
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,ACCOUNTLEVEL,-11,5348,6803,5021,6470,446,640,243,1458,1544
OBED GERARDO ARELLANO GUTIERREZ,ACCOUNTLEVEL,-11,17849,12024,17396,17287,414,908,73,1305,1897
REFRIGERACION COMER AGROPECU,ACCOUNTLEVEL,-11,5680,13496,11997,5406,443,848,329,1923,2308
Anunay Fab Ltd,ACCOUNTLEVEL,-11,12487,15041,2235,18382,316,1054,456,1059,2110
SUPER URECOAT INDUSTRIES,ACCOUNTLEVEL,-11,16364,13856,18314,2988,517,886,144,1385,2248
Jadow B & Sons Inc,ACCOUNTLEVEL,-11,15402,5704,6635,789,489,921,113,1198,1873
Republic of Nauru Phosphate (RONPHOS) Corporation,ACCOUNTLEVEL,-11,15993,4214,15816,11620,706,918,132,1803,1953
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,ACCOUNTLEVEL,-11,13009,7341,5044,248,727,943,362,1983,2083
Alltech Automotive LLC,ACCOUNTLEVEL,-11,16961,9858,15120,5603,542,952,160,1525,2122
DALE VALOR A MEXICO SC,ACCOUNTLEVEL,-11,9757,15885,10619,13897,650,917,432,1771,2396
SPIN MASTER MEXICO SA DE CV,ACCOUNTLEVEL,-11,8091,3973,7676,10003,795,864,366,1147,1647
ATTEBURY GRAIN,ACCOUNTLEVEL,-11,4478,3365,3204,18597,536,918,467,1895,2500
Vicor,ACCOUNTLEVEL,-11,10749,8464,2807,5439,431,809,248,1523,2077
Baja Inc,ACCOUNTLEVEL,-11,5657,4231,18825,17043,414,903,272,1092,1653
National Assn of Printing Ink,ACCOUNTLEVEL,-11,15799,15680,11737,10674,766,824,495,1617,1837
MA PATRICIA ROSALES HERNANDEZ,ACCOUNTLEVEL,-11,1010,13240,15229,11221,460,746,399,1436,2093
EVERTIS DE MEXICO SA DE CV,ACCOUNTLEVEL,-11,13046,11982,6248,15867,746,954,199,1255,2427
GENERAL DE CERAMICA S A DE C V,ACCOUNTLEVEL,-11,5470,10231,15013,16977,472,875,237,1225,1757
GRUPO VACTREK SA DE CV,ACCOUNTLEVEL,-11,15495,17792,5908,11643,431,677,16,1525,2048
JUAN ANGEL FLORES AGUIRRE,ACCOUNTLEVEL,-11,10546,7929,2222,17015,694,812,329,1554,1787
Triumph Tool NC Inc,ACCOUNTLEVEL,-11,18192,17390,881,7608,591,1038,145,1365,1840
Darta NV,ACCOUNTLEVEL,-11,11710,10635,6416,757,800,1041,94,1691,2404
COTY UK LTD,ACCOUNTLEVEL,-11,17724,4752,5251,1472,715,807,57,1112,2270
Deal Partners Limited,ACCOUNTLEVEL,-11,18985,5975,14453,1693,703,1079,18,1882,1865
IRISA ADHESIVES CORPORATION SA DE CV,ACCOUNTLEVEL,-11,11991,5382,16292,4928,599,709,139,1071,1719
BOESDORFER & BOESDORFER INC,ACCOUNTLEVEL,-11,15896,14164,2388,15807,473,651,95,1647,2500
GKN Sinter Metals,ACCOUNTLEVEL,-11,15479,17665,3088,18969,700,820,174,1240,1694
AGENCE PRESSE,ACCOUNTLEVEL,-11,11082,12749,2067,18102,714,1083,84,1152,1976
Vesco Foods Pty Ltd,ACCOUNTLEVEL,-11,3628,5847,18782,16763,772,901,142,1738,2446
AUREA SOFTWARE INC,ACCOUNTLEVEL,-11,15203,14501,4998,11337,714,708,417,1994,1781
Ocean Sports Wear,ACCOUNTLEVEL,-11,4506,4989,12120,6624,749,842,454,1050,2124
NOVA INSTRUMENTS SERVICE SA DE CV,ACCOUNTLEVEL,-11,4283,2044,6368,1142,615,701,1,1320,1763
RAUL MORALES RAMIREZ,ACCOUNTLEVEL,-11,13003,17688,2625,10151,783,902,483,1878,2277
STANLEY BOSTITCH SA DE CV,ACCOUNTLEVEL,-11,10047,15240,4495,13475,420,702,329,1241,1856
UNIFOODS SA DE CV,ACCOUNTLEVEL,-11,15970,9545,10883,12500,532,1056,245,1997,1908
TOMAS MARTINEZ PATLAN,ACCOUNTLEVEL,-11,16135,12984,13119,1785,590,1040,9,1560,2022
JARDINS DE NORTENE,ACCOUNTLEVEL,-11,11094,17254,15322,1933,435,967,152,1932,2150
Terry Store age spa,ACCOUNTLEVEL,-11,5410,8425,15804,6185,389,666,137,1290,1836
Goldie Marketing Pty Ltd,ACCOUNTLEVEL,-11,13958,267,5508,3648,723,1054,28,1850,1792
ST. CLAIR SERVICE,ACCOUNTLEVEL,-11,1819,4863,10448,18640,587,925,476,1472,2203
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-11,11426,3511,746,7089,585,903,19,1234,1710
CARNES KM SA DE CV,ACCOUNTLEVEL,-11,6860,13423,12971,15959,637,970,1,1337,1551
COMERCIALIZADORA UNICOR SA DE CV,ACCOUNTLEVEL,-11,4221,17127,982,13744,490,941,487,1043,1517
COMNET SA DE CV,ACCOUNTLEVEL,-11,11186,5933,14736,7802,692,832,158,1687,1966
DISTRIB Y COMERC KOWALSKY SA DE CV,ACCOUNTLEVEL,-11,9916,338,840,4240,790,976,143,1181,1554
FRUITCORP SA DE CV,ACCOUNTLEVEL,-11,12158,8060,3763,16138,458,701,331,1632,2182
ORIGINALES THELVA SA DE CV,ACCOUNTLEVEL,-11,7465,12169,5937,3997,610,1016,304,1386,2410
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,ACCOUNTLEVEL,-11,6907,891,8411,8645,483,1018,136,1637,1915
COMERCIALIZADORA RIMATOM SA de CV,ACCOUNTLEVEL,-11,18451,1756,6918,6451,747,971,361,1215,1977
K & S Contractors Supply Co,ACCOUNTLEVEL,-11,12271,18579,18226,4824,672,735,495,1197,2260
Tioga Hardwoods Inc,ACCOUNTLEVEL,-11,11077,5197,4366,13011,590,817,151,1171,1541
GHCL Limited,ACCOUNTLEVEL,-11,384,4910,12722,1205,659,702,330,1479,1732
Motion Industries Inc.,ACCOUNTLEVEL,-11,7630,8748,16401,4578,378,921,480,1557,1796
SUKETU ORGANICS PRIVATE LIMITED,ACCOUNTLEVEL,-11,7139,18534,17986,18400,641,906,46,1392,1724
Quantum Foods,ACCOUNTLEVEL,-11,10552,3387,6785,17314,388,635,444,1657,2449
Family Magazine,ACCOUNTLEVEL,-11,3951,12816,7178,753,522,752,398,1796,2181
PROGRESSIVE AG PARTNERS,ACCOUNTLEVEL,-11,5440,2636,3300,15193,729,922,47,1679,1922
Innovative Laser Inc,ACCOUNTLEVEL,-11,15142,8363,9856,14528,329,1086,229,1877,2366
Addis Housewares Ltd,ACCOUNTLEVEL,-11,10029,4603,11518,9922,626,1052,384,1435,1565
SIGMADIS BRIGNAIS,ACCOUNTLEVEL,-11,13098,18359,5804,9171,787,682,2,1645,2377
APLNG,ACCOUNTLEVEL,-11,18606,8477,7647,15583,549,917,121,1845,2482
Quince Hungary Kft,ACCOUNTLEVEL,-11,4258,12355,2150,1409,517,969,340,1831,2233
Jandel Scientific Inc.,ACCOUNTLEVEL,-11,15743,15597,8166,18908,726,1053,278,1231,2414
Viking Tool & Steel,ACCOUNTLEVEL,-11,16164,13871,16414,10542,553,880,280,1149,2296
HIELO Y REFRIGERACION DE CABORCA SA DE CV,ACCOUNTLEVEL,-11,17975,11854,15197,1623,336,865,250,1541,2209
MAPE USA,ACCOUNTLEVEL,-11,11370,636,7079,11582,463,849,179,1426,2450
