Account,Name,Date,Page_Visits__c,Page_Views__c,No_of_Report_Run__c,Files_Downloaded__c,Emails_Sent_Count__c,No_of_Campaigns__c,Active_Users__c,DB_Size__c,Leads__c
Jandel Scientific Inc.,ACCOUNTLEVEL,-2,2279,3411,14915,1831,742,993,40,1733,1593
Viking Tool & Steel,ACCOUNTLEVEL,-2,13525,9433,10698,7083,788,665,486,1457,2108
HIELO Y REFRIGERACION DE CABORCA SA DE CV,ACCOUNTLEVEL,-2,11695,6161,8463,9097,737,792,79,1850,2259
MAPE USA,ACCOUNTLEVEL,-2,88,13464,2414,3056,590,730,101,1721,2090
CONSORCIO DE ALIM DEL CARIBE SA DE CV,ACCOUNTLEVEL,-2,6404,921,255,6150,331,727,423,1391,1849
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-2,8455,365,6713,7564,766,1022,368,1196,2015
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-2,120,9386,12302,11248,520,822,219,1761,2345
M&M SERVICE CO,ACCOUNTLEVEL,-2,1797,3192,11974,11125,403,1100,319,1550,1718
CARROLLTON FARMERS ELEVATOR CO,ACCOUNTLEVEL,-2,7166,14451,7776,4503,664,1010,195,1136,2360
L and P Financial Services Co,ACCOUNTLEVEL,-2,13048,7704,1298,14413,559,758,380,2000,1545
Ingenieria y Maquinaria de Guadalupe SA de CV,ACCOUNTLEVEL,-2,1742,6317,14013,7256,354,930,35,1633,2305
CATMADER SL,ACCOUNTLEVEL,-2,10258,8322,10525,2633,418,1038,129,1533,2220
Tekno Inc,ACCOUNTLEVEL,-2,6792,7485,3261,12543,384,976,490,1111,2457
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-2,1415,12605,11190,2235,363,969,246,1208,1531
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-2,12771,3838,5091,13159,454,606,136,1011,1697
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-2,7070,7238,4059,5149,363,1002,103,1545,1700
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-2,8304,9173,4977,3085,793,808,317,1583,2121
COMERGALV SA DE CV,ACCOUNTLEVEL,-2,9252,10076,6592,6128,790,899,256,1359,2126
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-2,531,7166,5315,1814,515,695,49,1888,2360
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-2,939,1901,12730,424,614,902,318,1746,2328
Pintura Estampado y Montaje Sapi de CV,ACCOUNTLEVEL,-2,4256,3037,11983,13248,657,1089,175,1150,2022
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-2,4829,3587,5303,5420,483,829,161,1961,2387
TERENTRO SA DE CV,ACCOUNTLEVEL,-2,329,9767,8101,12813,684,678,247,1011,2348
FUNTASTIC LIMITED,ACCOUNTLEVEL,-2,9707,5729,10088,7022,742,738,131,1940,1826
DeeTag USA,ACCOUNTLEVEL,-2,235,4062,9522,12320,771,760,261,1101,2168
Lakeland Village,ACCOUNTLEVEL,-2,186,2902,10903,14497,791,1096,37,1987,2189
CHAOAN SWEET BEST FOOD CO LTD,ACCOUNTLEVEL,-2,7439,12694,1477,11256,767,896,20,1932,1884
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-2,2706,14264,2898,8298,666,703,462,1105,2239
Do not Use1,ACCOUNTLEVEL,-2,6804,4282,13500,14476,387,1020,309,1932,2247
Oil Chem Research Corp,ACCOUNTLEVEL,-2,12139,1587,12892,13882,540,906,195,1713,2427
LICK ELEVATOR,ACCOUNTLEVEL,-2,6573,8460,2081,4662,397,631,447,1495,1795
Quanex Screens LLC,ACCOUNTLEVEL,-2,12780,7474,14332,5502,583,966,275,1827,1501
A and T unlimit Limited,ACCOUNTLEVEL,-1,803,4860,11380,11514,329,636,308,1947,2388
Sienna Gold Ltd,ACCOUNTLEVEL,-1,9570,496,2607,1329,791,631,397,1356,2196
COLD EXPRESS SA DE CV,ACCOUNTLEVEL,-1,3113,8926,1743,11533,430,839,229,1887,1530
Murex N.A. Ltd,ACCOUNTLEVEL,-1,12199,10209,3433,804,323,958,16,1008,1983
Via Systems,ACCOUNTLEVEL,-1,5218,14386,6854,3616,408,990,172,1630,2131
DAKTEL COMUNICACIONES SA DE CV,ACCOUNTLEVEL,-1,4555,14486,2314,9223,481,869,225,1213,1934
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,ACCOUNTLEVEL,-1,6,5661,9697,14218,487,910,292,1548,2062
OBED GERARDO ARELLANO GUTIERREZ,ACCOUNTLEVEL,-1,11957,1036,12239,5623,300,775,498,1658,1910
REFRIGERACION COMER AGROPECU,ACCOUNTLEVEL,-1,12025,2793,1013,4721,398,940,456,1185,1820
Anunay Fab Ltd,ACCOUNTLEVEL,-1,11085,5798,2052,5935,418,1087,400,1312,2387
SUPER URECOAT INDUSTRIES,ACCOUNTLEVEL,-1,8297,6148,5948,6623,312,813,413,1791,1779
Jadow B & Sons Inc,ACCOUNTLEVEL,-1,2898,592,4196,6506,786,1026,378,1161,2374
Republic of Nauru Phosphate (RONPHOS) Corporation,ACCOUNTLEVEL,-1,5971,12535,1774,9502,619,685,475,1619,1939
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,ACCOUNTLEVEL,-1,13599,10070,2272,5663,766,971,376,1531,2011
Alltech Automotive LLC,ACCOUNTLEVEL,-1,1209,4216,11792,9557,450,943,51,1626,1693
DALE VALOR A MEXICO SC,ACCOUNTLEVEL,-1,11164,2057,2790,2966,655,911,190,1766,1562
SPIN MASTER MEXICO SA DE CV,ACCOUNTLEVEL,-1,6111,257,14254,7543,512,1091,132,1780,2117
ATTEBURY GRAIN,ACCOUNTLEVEL,-1,13152,3571,7198,6710,318,734,35,1229,2163
Vicor,ACCOUNTLEVEL,-1,5950,14729,3429,12140,777,767,468,1789,1670
Baja Inc,ACCOUNTLEVEL,-1,2746,11897,4978,8445,352,723,307,1878,2172
National Assn of Printing Ink,ACCOUNTLEVEL,-1,4004,14876,6635,13432,779,844,133,1434,1535
MA PATRICIA ROSALES HERNANDEZ,ACCOUNTLEVEL,-1,7219,4500,4507,11122,420,933,69,1247,2270
EVERTIS DE MEXICO SA DE CV,ACCOUNTLEVEL,-1,12610,8237,7671,7011,708,865,320,1229,1807
GENERAL DE CERAMICA S A DE C V,ACCOUNTLEVEL,-1,4457,3344,13422,8432,388,937,384,1155,2300
GRUPO VACTREK SA DE CV,ACCOUNTLEVEL,-1,6915,10739,860,2265,615,916,86,1299,2177
JUAN ANGEL FLORES AGUIRRE,ACCOUNTLEVEL,-1,811,1568,8053,4007,655,704,441,1125,1952
Triumph Tool NC Inc,ACCOUNTLEVEL,-1,7183,5946,10547,632,552,995,386,1320,2491
Darta NV,ACCOUNTLEVEL,-1,11602,9921,1761,7862,332,924,113,1993,1507
COTY UK LTD,ACCOUNTLEVEL,-1,8888,3299,6829,11237,405,944,55,1357,1811
Deal Partners Limited,ACCOUNTLEVEL,-1,10349,4350,13344,4623,389,661,256,1217,1895
IRISA ADHESIVES CORPORATION SA DE CV,ACCOUNTLEVEL,-1,10840,12326,2294,14603,674,745,271,1192,2178
BOESDORFER & BOESDORFER INC,ACCOUNTLEVEL,-1,9680,9839,2754,2555,621,894,421,1821,1721
GKN Sinter Metals,ACCOUNTLEVEL,-1,12602,335,9413,13002,533,783,417,1116,2408
AGENCE PRESSE,ACCOUNTLEVEL,-1,12622,11656,1179,9131,623,1095,90,1612,2019
Vesco Foods Pty Ltd,ACCOUNTLEVEL,-1,7679,6455,13347,83,550,985,419,1161,2159
AUREA SOFTWARE INC,ACCOUNTLEVEL,-1,13260,3789,6005,7858,607,856,240,1704,2023
Ocean Sports Wear,ACCOUNTLEVEL,-1,309,4241,8197,4599,340,969,136,1344,2064
NOVA INSTRUMENTS SERVICE SA DE CV,ACCOUNTLEVEL,-1,8374,2437,5338,10257,390,659,174,1370,1588
RAUL MORALES RAMIREZ,ACCOUNTLEVEL,-1,5013,11510,7687,11827,507,861,277,1451,1694
STANLEY BOSTITCH SA DE CV,ACCOUNTLEVEL,-1,3400,4509,9770,2436,641,803,112,1214,1997
UNIFOODS SA DE CV,ACCOUNTLEVEL,-1,4819,4381,3296,9724,316,1015,392,1194,1841
TOMAS MARTINEZ PATLAN,ACCOUNTLEVEL,-1,90,14338,3863,6421,448,1060,473,1298,2427
JARDINS DE NORTENE,ACCOUNTLEVEL,-1,1677,11112,4709,14715,688,815,104,1318,2476
Terry Store age spa,ACCOUNTLEVEL,-1,10362,9255,8847,14494,382,849,256,1182,1506
Goldie Marketing Pty Ltd,ACCOUNTLEVEL,-1,12433,4804,14421,2126,769,977,479,1205,1676
ST. CLAIR SERVICE,ACCOUNTLEVEL,-1,1222,1636,161,5074,438,870,284,1211,2186
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-1,6005,12899,8725,13321,771,840,408,1366,1905
CARNES KM SA DE CV,ACCOUNTLEVEL,-1,14805,5763,4315,2880,312,1081,225,1659,2461
COMERCIALIZADORA UNICOR SA DE CV,ACCOUNTLEVEL,-1,5327,11506,12646,1730,576,817,10,1387,2178
COMNET SA DE CV,ACCOUNTLEVEL,-1,4036,8711,12311,14444,536,880,401,1043,2041
DISTRIB Y COMERC KOWALSKY SA DE CV,ACCOUNTLEVEL,-1,11078,1093,14916,924,776,1083,488,1799,1952
FRUITCORP SA DE CV,ACCOUNTLEVEL,-1,13280,14045,7165,14356,348,770,229,1038,2168
ORIGINALES THELVA SA DE CV,ACCOUNTLEVEL,-1,10457,6410,3756,4362,327,959,78,1285,2308
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,ACCOUNTLEVEL,-1,14369,2692,14011,4193,634,840,348,1912,1632
COMERCIALIZADORA RIMATOM SA de CV,ACCOUNTLEVEL,-1,1306,2426,11500,9675,706,953,371,1371,1576
K & S Contractors Supply Co,ACCOUNTLEVEL,-1,3314,7723,7906,1515,442,1099,212,1003,2015
Tioga Hardwoods Inc,ACCOUNTLEVEL,-1,13628,373,14683,6176,775,986,490,1915,2139
GHCL Limited,ACCOUNTLEVEL,-1,7049,10310,9535,2183,776,728,264,1685,2469
Motion Industries Inc.,ACCOUNTLEVEL,-1,10145,12128,8431,12443,351,1033,456,1556,1653
SUKETU ORGANICS PRIVATE LIMITED,ACCOUNTLEVEL,-1,262,961,5838,5075,770,812,335,1940,2064
Quantum Foods,ACCOUNTLEVEL,-1,11060,3826,6297,4699,372,733,247,1325,2400
Family Magazine,ACCOUNTLEVEL,-1,13237,1978,13692,7608,554,862,58,1660,1869
PROGRESSIVE AG PARTNERS,ACCOUNTLEVEL,-1,7978,13931,10252,4966,420,739,267,1236,2161
Innovative Laser Inc,ACCOUNTLEVEL,-1,4234,9635,291,1502,490,704,226,1900,1900
Addis Housewares Ltd,ACCOUNTLEVEL,-1,13426,1160,734,1206,373,738,184,1004,1568
SIGMADIS BRIGNAIS,ACCOUNTLEVEL,-1,10629,6390,12507,7928,532,959,151,1642,2395
APLNG,ACCOUNTLEVEL,-1,11068,11271,11294,13930,667,938,459,1877,1500
Quince Hungary Kft,ACCOUNTLEVEL,-1,738,745,2636,4317,742,756,216,1288,2075
Jandel Scientific Inc.,ACCOUNTLEVEL,-1,5108,14238,14,7966,401,1044,398,1263,2269
Viking Tool & Steel,ACCOUNTLEVEL,-1,3014,10588,4020,10160,410,835,423,1181,1592
HIELO Y REFRIGERACION DE CABORCA SA DE CV,ACCOUNTLEVEL,-1,4609,10476,1145,2256,540,947,101,1351,1846
MAPE USA,ACCOUNTLEVEL,-1,3270,13113,7083,13352,550,891,78,1376,1922
CONSORCIO DE ALIM DEL CARIBE SA DE CV,ACCOUNTLEVEL,-1,7738,4179,12648,8562,753,832,412,1262,2022
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-1,6076,5399,1329,10396,589,957,37,1423,1697
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-1,7418,11029,11182,4982,406,772,155,1466,2322
M&M SERVICE CO,ACCOUNTLEVEL,-1,6599,10649,3570,7121,772,758,190,1699,2274
CARROLLTON FARMERS ELEVATOR CO,ACCOUNTLEVEL,-1,9987,10590,4957,3763,630,855,360,1888,2477
L and P Financial Services Co,ACCOUNTLEVEL,-1,9397,2389,14886,11755,468,834,172,1905,2180
Ingenieria y Maquinaria de Guadalupe SA de CV,ACCOUNTLEVEL,-1,5424,7377,10126,771,687,873,393,1423,1991
CATMADER SL,ACCOUNTLEVEL,-1,207,4341,207,7050,783,1078,242,1608,1632
Tekno Inc,ACCOUNTLEVEL,-1,9294,8575,4652,3004,791,938,208,1883,2430
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-1,12583,982,14611,9180,627,630,140,1784,2260
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-1,3509,3640,4953,1134,717,686,369,1916,1720
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-1,13659,2280,8181,1141,322,1000,310,1976,2341
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-1,1501,11270,12428,10534,756,1081,31,1081,1803
COMERGALV SA DE CV,ACCOUNTLEVEL,-1,8199,12712,13810,7577,463,1057,407,1348,2085
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-1,6093,5458,7316,12377,342,789,25,1620,1750
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-1,4359,5291,13871,10513,306,697,263,1402,2273
Pintura Estampado y Montaje Sapi de CV,ACCOUNTLEVEL,-1,11312,1098,14058,12099,626,966,183,1403,2275
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-1,7579,10749,6018,5039,757,833,357,1923,1839
TERENTRO SA DE CV,ACCOUNTLEVEL,-1,13274,5492,7109,10391,725,1100,158,1317,1870
FUNTASTIC LIMITED,ACCOUNTLEVEL,-1,13811,1781,6455,13303,609,843,317,1612,1662
DeeTag USA,ACCOUNTLEVEL,-1,3728,2266,6223,7340,311,872,333,1575,2072
Lakeland Village,ACCOUNTLEVEL,-1,9253,1148,11196,8061,741,616,173,1912,2097
CHAOAN SWEET BEST FOOD CO LTD,ACCOUNTLEVEL,-1,2245,14079,10655,1392,780,914,452,1587,2029
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-1,5170,2348,2358,3749,552,770,256,1247,2181
Do not Use1,ACCOUNTLEVEL,-1,10070,1131,5775,5283,736,837,145,1548,2161
Oil Chem Research Corp,ACCOUNTLEVEL,-1,7491,750,6061,2430,372,892,475,1400,1832
LICK ELEVATOR,ACCOUNTLEVEL,-1,8115,2172,10676,3361,361,648,340,1900,2220
Quanex Screens LLC,ACCOUNTLEVEL,-1,12661,606,1581,5659,622,742,222,1599,1745
A and T unlimit Limited,ACCOUNTLEVEL,-26,408,3522,5281,14041,666,891,16,1001,2181
Sienna Gold Ltd,ACCOUNTLEVEL,-26,11096,11186,5172,7351,306,726,23,1597,2397
COLD EXPRESS SA DE CV,ACCOUNTLEVEL,-26,5322,761,512,10023,317,972,123,1628,2429
Murex N.A. Ltd,ACCOUNTLEVEL,-26,10979,8976,11359,8246,772,993,314,1485,1813
Via Systems,ACCOUNTLEVEL,-26,1813,14752,4836,13364,347,863,439,1690,1541
DAKTEL COMUNICACIONES SA DE CV,ACCOUNTLEVEL,-26,9659,8195,6096,416,685,602,372,1064,1927
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,ACCOUNTLEVEL,-26,4565,14030,6244,12057,757,733,242,1481,2179
OBED GERARDO ARELLANO GUTIERREZ,ACCOUNTLEVEL,-26,9668,8798,6835,3207,456,972,254,1892,1740
REFRIGERACION COMER AGROPECU,ACCOUNTLEVEL,-26,1550,5126,2557,6609,393,734,259,1880,1503
Anunay Fab Ltd,ACCOUNTLEVEL,-26,2914,7142,13945,12865,738,987,13,1555,2469
SUPER URECOAT INDUSTRIES,ACCOUNTLEVEL,-26,1980,2330,10870,3664,508,700,495,1142,1664
Jadow B & Sons Inc,ACCOUNTLEVEL,-26,6936,14161,10416,14990,667,935,266,1872,2113
Republic of Nauru Phosphate (RONPHOS) Corporation,ACCOUNTLEVEL,-26,6301,530,8119,2887,472,1086,318,1319,2040
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,ACCOUNTLEVEL,-26,14030,2370,12471,7947,678,933,397,1418,1515
Alltech Automotive LLC,ACCOUNTLEVEL,-26,2642,10802,14212,10248,338,655,451,1957,1545
DALE VALOR A MEXICO SC,ACCOUNTLEVEL,-26,11405,7336,11815,2172,738,784,415,1264,2387
SPIN MASTER MEXICO SA DE CV,ACCOUNTLEVEL,-26,8196,6983,2585,5100,695,977,404,1814,1940
ATTEBURY GRAIN,ACCOUNTLEVEL,-26,9302,640,14532,10367,540,963,311,1703,2342
Vicor,ACCOUNTLEVEL,-26,11565,9351,8743,5417,416,886,0,1705,2277
Baja Inc,ACCOUNTLEVEL,-26,7564,774,5929,3359,453,894,341,1549,2480
National Assn of Printing Ink,ACCOUNTLEVEL,-26,6164,1475,5908,4651,403,635,13,1826,1902
MA PATRICIA ROSALES HERNANDEZ,ACCOUNTLEVEL,-26,14473,1892,10305,14075,659,983,71,1254,1902
EVERTIS DE MEXICO SA DE CV,ACCOUNTLEVEL,-26,13591,8700,10742,5261,491,863,204,1457,1544
GENERAL DE CERAMICA S A DE C V,ACCOUNTLEVEL,-26,1037,7752,13476,5723,484,836,235,1001,2061
GRUPO VACTREK SA DE CV,ACCOUNTLEVEL,-26,13253,13840,5659,12191,465,971,421,1767,2329
JUAN ANGEL FLORES AGUIRRE,ACCOUNTLEVEL,-26,4881,2222,5062,1796,440,815,306,1886,2113
Triumph Tool NC Inc,ACCOUNTLEVEL,-26,9751,9524,9150,8681,754,695,447,1581,2453
Darta NV,ACCOUNTLEVEL,-26,13325,1930,8116,2482,449,765,216,1736,2456
COTY UK LTD,ACCOUNTLEVEL,-26,11984,3326,11564,6731,770,961,37,1921,2025
Deal Partners Limited,ACCOUNTLEVEL,-26,5416,442,13734,1629,764,940,470,1430,1623
IRISA ADHESIVES CORPORATION SA DE CV,ACCOUNTLEVEL,-26,1477,654,2663,2007,493,1055,0,1528,1728
BOESDORFER & BOESDORFER INC,ACCOUNTLEVEL,-26,14391,13635,2383,10377,399,816,41,1513,1988
GKN Sinter Metals,ACCOUNTLEVEL,-26,13026,13319,7789,5088,319,1015,80,1917,2023
AGENCE PRESSE,ACCOUNTLEVEL,-26,13700,4490,10856,3640,425,621,365,1594,2477
Vesco Foods Pty Ltd,ACCOUNTLEVEL,-26,2964,7228,8695,13170,677,617,418,1417,2170
AUREA SOFTWARE INC,ACCOUNTLEVEL,-26,5049,1732,4283,9211,338,1004,153,1553,1853
Ocean Sports Wear,ACCOUNTLEVEL,-26,6226,10388,13591,11518,315,731,179,1654,1740
NOVA INSTRUMENTS SERVICE SA DE CV,ACCOUNTLEVEL,-26,1756,13832,1133,6128,669,911,218,1774,1674
RAUL MORALES RAMIREZ,ACCOUNTLEVEL,-26,4613,4693,1767,43,532,682,298,1104,2402
STANLEY BOSTITCH SA DE CV,ACCOUNTLEVEL,-26,12212,2606,6940,9367,598,1078,132,1487,2193
UNIFOODS SA DE CV,ACCOUNTLEVEL,-26,2887,8994,8730,2923,460,1045,171,1086,2042
TOMAS MARTINEZ PATLAN,ACCOUNTLEVEL,-26,11101,11571,6372,8693,592,891,138,1238,1763
JARDINS DE NORTENE,ACCOUNTLEVEL,-26,4598,7898,3305,9331,595,766,403,1925,1978
Terry Store age spa,ACCOUNTLEVEL,-26,7829,3491,10797,8989,341,621,443,1817,1726
Goldie Marketing Pty Ltd,ACCOUNTLEVEL,-26,9070,6020,14593,5401,790,1075,360,1035,1757
ST. CLAIR SERVICE,ACCOUNTLEVEL,-26,14216,5721,3304,12567,754,693,347,1798,1755
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-26,2369,5766,6926,13552,441,875,224,1878,1937
CARNES KM SA DE CV,ACCOUNTLEVEL,-26,888,9805,12865,7613,707,1068,147,1299,2085
COMERCIALIZADORA UNICOR SA DE CV,ACCOUNTLEVEL,-26,6116,5661,7353,5740,578,957,150,1004,2353
COMNET SA DE CV,ACCOUNTLEVEL,-26,5924,1958,6149,10229,675,920,80,1132,1960
DISTRIB Y COMERC KOWALSKY SA DE CV,ACCOUNTLEVEL,-26,13567,7742,10403,11756,370,941,198,1944,1973
FRUITCORP SA DE CV,ACCOUNTLEVEL,-26,7546,8613,10052,3240,715,685,50,1616,1503
ORIGINALES THELVA SA DE CV,ACCOUNTLEVEL,-26,4440,13575,5582,7796,681,751,25,1589,1751
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,ACCOUNTLEVEL,-26,7507,3923,8542,8161,338,943,47,1301,2192
COMERCIALIZADORA RIMATOM SA de CV,ACCOUNTLEVEL,-26,13697,5995,9623,6839,503,602,411,1533,1872
K & S Contractors Supply Co,ACCOUNTLEVEL,-26,6222,12961,5838,11031,347,1079,29,1592,2120
Tioga Hardwoods Inc,ACCOUNTLEVEL,-26,8587,9414,7209,11163,767,942,88,1274,2442
GHCL Limited,ACCOUNTLEVEL,-26,3231,3015,2339,9688,441,670,216,1658,1791
Motion Industries Inc.,ACCOUNTLEVEL,-26,10568,5809,4600,9622,582,1077,417,1038,1630
SUKETU ORGANICS PRIVATE LIMITED,ACCOUNTLEVEL,-26,9740,2760,1308,11646,310,600,50,1500,2015
Quantum Foods,ACCOUNTLEVEL,-26,1743,12040,10963,9421,792,676,353,1149,2287
Family Magazine,ACCOUNTLEVEL,-26,379,6007,285,7393,412,760,110,1620,2305
PROGRESSIVE AG PARTNERS,ACCOUNTLEVEL,-26,2132,8516,3593,11316,459,913,303,1528,1581
Innovative Laser Inc,ACCOUNTLEVEL,-26,2446,2556,6699,8234,513,1014,71,1143,2328
Addis Housewares Ltd,ACCOUNTLEVEL,-26,8018,10953,13773,5421,756,884,304,1879,1903
SIGMADIS BRIGNAIS,ACCOUNTLEVEL,-26,10360,14713,12903,9021,559,1034,111,1959,1597
APLNG,ACCOUNTLEVEL,-26,12120,7805,6055,184,796,650,207,1306,1515
Quince Hungary Kft,ACCOUNTLEVEL,-26,9523,4703,10659,5553,701,604,392,1454,1977
Jandel Scientific Inc.,ACCOUNTLEVEL,-26,1615,11771,11199,12622,338,908,38,1084,2165
Viking Tool & Steel,ACCOUNTLEVEL,-26,6187,12869,11468,10463,465,639,274,1197,2496
HIELO Y REFRIGERACION DE CABORCA SA DE CV,ACCOUNTLEVEL,-26,9105,11994,7726,7832,587,687,114,1288,1551
MAPE USA,ACCOUNTLEVEL,-26,6741,6233,8476,4030,468,1045,496,1058,1791
CONSORCIO DE ALIM DEL CARIBE SA DE CV,ACCOUNTLEVEL,-26,13560,6939,100,2552,746,904,291,1426,1580
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-26,9853,92,7162,14125,596,885,412,1714,1721
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-26,13677,2490,9693,13032,669,848,473,1827,2092
M&M SERVICE CO,ACCOUNTLEVEL,-26,9383,7737,5847,915,350,740,210,1185,1652
CARROLLTON FARMERS ELEVATOR CO,ACCOUNTLEVEL,-26,6803,10223,11181,6139,693,836,318,1019,2352
L and P Financial Services Co,ACCOUNTLEVEL,-26,11182,1744,4223,1499,720,904,469,1000,2303
Ingenieria y Maquinaria de Guadalupe SA de CV,ACCOUNTLEVEL,-26,5985,2265,8489,7471,659,892,259,1206,2229
CATMADER SL,ACCOUNTLEVEL,-26,9918,7263,14992,9773,541,683,376,1210,2215
Tekno Inc,ACCOUNTLEVEL,-26,2768,8615,4411,9991,748,1067,59,1163,2418
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-26,1947,13102,12002,2852,406,1047,111,1288,2162
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-26,9019,4725,7167,11866,720,903,376,1969,1680
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-26,8113,14308,8793,14198,737,679,156,1013,1913
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-26,857,750,9550,24,375,850,488,1213,2457
COMERGALV SA DE CV,ACCOUNTLEVEL,-26,4696,2477,3420,5749,342,814,60,1637,2342
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-26,6906,2581,14144,11187,481,1079,309,1920,1605
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-26,5467,2939,5122,5649,322,721,33,1053,1904
Pintura Estampado y Montaje Sapi de CV,ACCOUNTLEVEL,-26,6051,1869,8364,515,703,724,459,1407,2037
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-26,5281,4476,2635,3343,351,972,370,1713,1633
TERENTRO SA DE CV,ACCOUNTLEVEL,-26,3353,7337,1115,10833,354,830,420,1218,1605
FUNTASTIC LIMITED,ACCOUNTLEVEL,-26,13144,5727,8179,11297,498,600,489,1363,2317
DeeTag USA,ACCOUNTLEVEL,-26,12865,12067,8276,7907,334,805,148,1887,2432
Lakeland Village,ACCOUNTLEVEL,-26,14232,14407,732,10242,595,777,306,1815,1562
CHAOAN SWEET BEST FOOD CO LTD,ACCOUNTLEVEL,-26,2702,8385,14878,7993,395,1043,181,1400,1590
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-26,11518,3334,8506,6748,572,830,192,1719,2126
Do not Use1,ACCOUNTLEVEL,-26,4523,9846,13640,423,493,938,109,1190,2248
Oil Chem Research Corp,ACCOUNTLEVEL,-26,6909,1745,11077,2885,324,858,159,1502,2311
LICK ELEVATOR,ACCOUNTLEVEL,-26,4084,3653,1303,12876,378,781,497,1029,1740
Quanex Screens LLC,ACCOUNTLEVEL,-26,7111,8310,453,3969,403,833,485,1278,2128
A and T unlimit Limited,ACCOUNTLEVEL,-27,14508,908,10426,12054,516,1005,60,1857,2338
Sienna Gold Ltd,ACCOUNTLEVEL,-27,14029,5548,10137,8281,720,954,218,1654,1957
COLD EXPRESS SA DE CV,ACCOUNTLEVEL,-27,10926,11282,799,5284,375,882,458,1080,2413
Murex N.A. Ltd,ACCOUNTLEVEL,-27,4442,2991,14536,12333,697,627,495,1985,2276
Via Systems,ACCOUNTLEVEL,-27,787,306,64,13315,308,939,468,1925,1912
DAKTEL COMUNICACIONES SA DE CV,ACCOUNTLEVEL,-27,7512,10799,10947,5847,665,994,440,1617,1772
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,ACCOUNTLEVEL,-27,1372,10647,13557,50,362,900,486,1135,2439
OBED GERARDO ARELLANO GUTIERREZ,ACCOUNTLEVEL,-27,1597,13155,2413,1686,366,832,386,1394,1737
REFRIGERACION COMER AGROPECU,ACCOUNTLEVEL,-27,6468,6520,606,2159,768,842,491,1285,1951
Anunay Fab Ltd,ACCOUNTLEVEL,-27,14835,3645,7574,9332,684,785,143,1944,2382
SUPER URECOAT INDUSTRIES,ACCOUNTLEVEL,-27,13676,11243,12768,5387,671,768,428,1323,2495
Jadow B & Sons Inc,ACCOUNTLEVEL,-27,6010,11910,8464,2858,620,997,15,1464,2378
Republic of Nauru Phosphate (RONPHOS) Corporation,ACCOUNTLEVEL,-27,1355,7562,14278,1650,348,1023,39,1246,1653
