JBCXM__Account__r.Data_ExternalId__c,Name,JBCXM__Date__c,JBCXM__User__c,Page_Visits__c,Page_Views__c,No_of_Report_Run__c,Files_Downloaded__c,Emails_Sent_Count__c,No_of_Campaigns__c,Active_Users__c,DB_Size__c,Leads__c
Quaker Fashions,ACCOUNTLEVEL,-11,User 3,74,23,76,124,211,6,792,592,10647
Queensborough Public Library,ACCOUNTLEVEL,-11,User 3,77,22,76,72,180,33,739,4159,15974
Quinn/Brein Inc,ACCOUNTLEVEL,-11,User 3,15,28,90,66,207,27,939,5301,698
Quota Systems Inc.,ACCOUNTLEVEL,-11,User 3,26,22,152,14,242,56,38,5469,6011
R-F Industries Inc,ACCOUNTLEVEL,-11,User 3,2,14,87,105,231,52,729,3425,9297
Raceway Engines,ACCOUNTLEVEL,-11,User 3,58,29,185,28,110,28,71,20,12886
Raleigh Active Wear,ACCOUNTLEVEL,-11,User 3,20,33,63,132,246,23,322,9638,6554
Raleigh Co.,ACCOUNTLEVEL,-11,User 3,3,46,73,18,247,56,81,3648,13235
Ralston Inc.,ACCOUNTLEVEL,-11,User 3,47,15,122,82,248,35,339,4411,9233
Sabena-Belgian World Airlines,ACCOUNTLEVEL,-11,User 3,67,34,62,132,137,13,770,6512,4458
Safeway Plumbing & Heating Inc,ACCOUNTLEVEL,-11,User 3,18,34,151,37,186,58,21,9080,12496
Saint Johns University Staten,ACCOUNTLEVEL,-11,User 3,39,14,143,41,173,30,494,5811,12273
Star Markets,ACCOUNTLEVEL,-11,User 3,25,45,156,90,199,18,673,837,14616
State House Active Wear,ACCOUNTLEVEL,-11,User 3,70,32,170,73,108,34,301,4147,6097
Tapecon Inc,ACCOUNTLEVEL,-11,User 3,89,49,72,104,166,22,792,8928,7723
TDA Industries Inc,ACCOUNTLEVEL,-11,User 3,79,16,62,46,165,58,221,6751,4349
TEAC Corp. of America,ACCOUNTLEVEL,-11,User 3,67,23,199,119,133,9,238,6229,5930
Tech Fire & Safety Company,ACCOUNTLEVEL,-11,User 3,31,40,155,37,247,1,228,2596,2914
Teradyne,ACCOUNTLEVEL,-11,User 3,97,50,89,102,213,9,798,7232,4830
UBAF Arab American Bank,ACCOUNTLEVEL,-11,User 3,91,39,107,83,218,8,773,7202,11536
UniAmerica Inc,ACCOUNTLEVEL,-11,User 3,93,45,120,79,194,25,495,9966,12088
Union Flights,ACCOUNTLEVEL,-11,User 3,28,12,72,70,249,10,805,9231,5612
United Artists Theater Circuit,ACCOUNTLEVEL,-11,User 3,65,46,83,5,115,56,621,3841,15730
United Can Co.,ACCOUNTLEVEL,-11,User 3,70,50,200,103,117,8,367,7068,12322
Veritas Software,ACCOUNTLEVEL,-11,User 3,57,19,128,1,176,16,72,8113,19470
Via Systems,ACCOUNTLEVEL,-11,User 3,53,10,94,103,109,6,487,8728,4550
Vicor,ACCOUNTLEVEL,-11,User 3,92,11,114,130,153,5,122,3451,18836
Volga Boats,ACCOUNTLEVEL,-11,User 3,48,13,188,64,124,45,251,4927,19888
Vyrex,ACCOUNTLEVEL,-11,User 3,95,49,89,12,110,37,554,3477,6875
Wallys World,ACCOUNTLEVEL,-11,User 3,7,23,73,130,167,19,498,1141,1516
Westend Dealers,ACCOUNTLEVEL,-11,User 3,85,26,93,135,102,6,416,2667,17195
Westinghouse Corporation,ACCOUNTLEVEL,-11,User 3,86,30,113,28,202,31,219,9107,7634
Wind & Rain,ACCOUNTLEVEL,-11,User 3,99,24,80,14,121,36,926,7265,416
Wyse Corp.,ACCOUNTLEVEL,-11,User 3,29,29,111,126,244,59,704,5947,14496
Xerox,ACCOUNTLEVEL,-11,User 3,62,45,174,35,128,37,427,762,17378
Yesterday Productions Corp.,ACCOUNTLEVEL,-11,User 3,42,15,138,90,214,17,128,446,18105
Ziff-Davis Labs,ACCOUNTLEVEL,-11,User 3,75,13,56,39,163,42,138,7992,8739
Zoo Gift Shop,ACCOUNTLEVEL,-11,User 3,11,35,132,24,194,60,42,6892,3228
AAR Corp Hardware Abscoa Division,ACCOUNTLEVEL,-10,User 3,25,19,64,44,172,46,812,5311,4658
Abacus Programming Corporation,ACCOUNTLEVEL,-10,User 3,76,35,147,8,102,10,352,5201,7067
Abberley Kooiman,ACCOUNTLEVEL,-10,User 3,28,47,152,87,120,50,495,6305,994
Abbett Electric Corp,ACCOUNTLEVEL,-10,User 3,50,29,102,4,235,49,870,5180,15152
Abbey Press Inc,ACCOUNTLEVEL,-10,User 3,14,15,199,75,214,43,798,554,8696
Bachman Information System Inc.,ACCOUNTLEVEL,-10,User 3,53,49,128,84,143,57,852,1462,5582
Back Stage Magazine,ACCOUNTLEVEL,-10,User 3,93,35,53,40,142,26,805,6258,11655
Baker & McKenzie,ACCOUNTLEVEL,-10,User 3,13,24,90,6,119,8,70,2658,15784
Balfour Maclaine International,ACCOUNTLEVEL,-10,User 3,42,38,170,89,125,28,299,444,15065
Ball & Socket Mfg Co,ACCOUNTLEVEL,-10,User 3,26,20,195,115,177,40,495,2940,5153
Caco-Pacific Corp.,ACCOUNTLEVEL,-10,User 3,10,20,120,116,178,8,284,1416,2249
CADAM Inc.,ACCOUNTLEVEL,-10,User 3,72,15,137,134,174,58,93,7241,14461
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-10,User 3,97,11,190,104,225,11,66,6567,2403
Cahn Instruments Inc,ACCOUNTLEVEL,-10,User 3,76,18,125,148,186,9,11,2662,19563
Cal-Pac Roofing Inc,ACCOUNTLEVEL,-10,User 3,62,15,78,111,193,36,274,5218,8387
Dai-Ichi Kangyo Bank,ACCOUNTLEVEL,-10,User 3,53,28,129,60,108,49,852,4929,19086
Daisy of California,ACCOUNTLEVEL,-10,User 3,23,47,99,144,196,28,494,1023,1593
Daley Business Forms,ACCOUNTLEVEL,-10,User 3,35,25,80,148,192,57,592,5597,6579
Dame Belts & Bag Co Inc,ACCOUNTLEVEL,-10,User 3,87,33,74,38,232,9,400,6633,3459
Dana Marketing Inc,ACCOUNTLEVEL,-10,User 3,89,32,116,109,154,54,509,5730,18930
East Bay Brass Foundry,ACCOUNTLEVEL,-10,User 3,19,20,97,40,137,54,223,4509,609
East Coast Traders,ACCOUNTLEVEL,-10,User 3,80,36,129,8,197,46,243,6718,19974
East/West Computers Inc,ACCOUNTLEVEL,-10,User 3,57,29,138,133,199,34,329,6424,1978
Eastern Municipal Water Distri,ACCOUNTLEVEL,-10,User 3,53,35,189,81,177,21,221,1224,5273
Eastman Kodak Company Health Sciences Division,ACCOUNTLEVEL,-10,User 3,93,19,129,16,134,27,399,8433,6629
Facts on File Newsletter,ACCOUNTLEVEL,-10,User 3,74,26,135,48,114,25,520,6029,17387
Family Magazine,ACCOUNTLEVEL,-10,User 3,18,30,162,123,140,7,276,4195,1174
Fedder RP Corp,ACCOUNTLEVEL,-10,User 3,35,37,61,143,104,20,600,6959,18315
Fell David H & Company Inc,ACCOUNTLEVEL,-10,User 3,87,36,107,74,116,58,448,6918,15339
Ferrara Foods & Confections,ACCOUNTLEVEL,-10,User 3,94,40,94,120,222,9,758,1680,2206
G Group,ACCOUNTLEVEL,-10,User 3,7,50,99,140,105,28,483,4620,9161
G-L Veneer Co Inc.,ACCOUNTLEVEL,-10,User 3,38,36,165,6,151,38,235,3801,4616
Galbreath Co,ACCOUNTLEVEL,-10,User 3,95,48,73,70,236,31,638,9856,1168
Gallo Ernst & Julio Winery,ACCOUNTLEVEL,-10,User 3,79,19,102,34,126,46,963,6890,5336
Gamblers Anonymous,ACCOUNTLEVEL,-10,User 3,55,46,125,41,159,2,110,1405,3242
Halcyon Assoc,ACCOUNTLEVEL,-10,User 3,26,45,110,76,180,15,733,9361,15215
Hambro International Venture F,ACCOUNTLEVEL,-10,User 3,71,19,135,3,106,20,851,868,2323
Hardy James G & Co,ACCOUNTLEVEL,-10,User 3,26,43,173,102,225,47,315,9802,6731
Harkavy Information Service,ACCOUNTLEVEL,-10,User 3,86,46,173,93,143,38,716,9380,19124
Harken Marketing Co,ACCOUNTLEVEL,-10,User 3,60,35,115,41,229,37,664,1955,2032
IBIS Systems Inc.,ACCOUNTLEVEL,-10,User 3,75,41,62,28,135,31,79,8891,16812
IBK Capital Inc,ACCOUNTLEVEL,-10,User 3,83,10,143,139,174,39,431,581,4649
IBM Corp Data Systems Div,ACCOUNTLEVEL,-10,User 3,77,27,96,143,209,28,809,1173,8163
ICM Corp,ACCOUNTLEVEL,-10,User 3,77,15,146,96,249,50,884,9727,279
ImageTek Corp,ACCOUNTLEVEL,-10,User 3,14,39,158,56,200,46,821,341,6404
Jadow B & Sons Inc,ACCOUNTLEVEL,-10,User 3,98,37,156,60,222,11,342,6010,18056
Jaff Brothers Woodworks Inc,ACCOUNTLEVEL,-10,User 3,78,26,183,38,245,20,522,4325,13618
Jandel Scientific Inc.,ACCOUNTLEVEL,-10,User 3,62,32,181,107,207,29,640,6889,7755
Japanese American Citizens Lea,ACCOUNTLEVEL,-10,User 3,68,32,171,128,191,17,623,8834,13071
K & S Contractors Supply Co,ACCOUNTLEVEL,-10,User 3,81,32,198,73,185,10,537,9000,8807
Kahlert Assoc Inc,ACCOUNTLEVEL,-10,User 3,54,37,135,107,114,27,394,9504,18225
Kaiser Steel Resources Inc,ACCOUNTLEVEL,-10,User 3,21,41,163,116,153,45,856,3511,16349
Karabelas Furs Inc,ACCOUNTLEVEL,-10,User 3,36,43,133,43,155,23,621,6710,3989
Karpen & Steel Products Inc,ACCOUNTLEVEL,-10,User 3,99,34,55,51,170,12,747,5677,15444
La Costa Hotel & Spa,ACCOUNTLEVEL,-10,User 3,98,49,149,55,218,7,323,8930,13636
Lafferty RF & Co Inc,ACCOUNTLEVEL,-10,User 3,37,31,168,132,187,48,356,9661,5814
Lake County,ACCOUNTLEVEL,-10,User 3,45,38,61,38,121,2,305,8447,917
Lakeland Village,ACCOUNTLEVEL,-10,User 3,54,48,63,136,178,29,181,5158,17240
Lexidata Corporation,ACCOUNTLEVEL,-10,User 3,79,39,186,26,167,21,532,9780,9611
Madonna Construction Co,ACCOUNTLEVEL,-10,User 3,89,45,112,37,244,55,466,6508,10629
Magma Power Co,ACCOUNTLEVEL,-10,User 3,20,25,148,20,219,50,238,7695,7238
Magna Mill Products,ACCOUNTLEVEL,-10,User 3,6,40,91,39,122,12,657,4061,12760
Majestic Entertainment,ACCOUNTLEVEL,-10,User 3,99,13,76,40,111,30,862,373,10166
Mall Side Sports,ACCOUNTLEVEL,-10,User 3,54,30,127,35,212,43,279,286,12575
N/S Corp,ACCOUNTLEVEL,-10,User 3,74,15,147,57,134,5,823,690,12503
Nardon Mfg Company Incorporated,ACCOUNTLEVEL,-10,User 3,72,20,124,74,130,3,51,7374,12700
Nash Direct,ACCOUNTLEVEL,-10,User 3,37,19,117,12,167,47,619,1183,10373
National Assn of Printing Ink,ACCOUNTLEVEL,-10,User 3,57,11,120,53,171,14,4,2454,17309
Nixdorf Computer,ACCOUNTLEVEL,-10,User 3,1,30,138,146,157,35,165,6578,7410
O-Cel-O Div General Mills Inc.,ACCOUNTLEVEL,-10,User 3,15,38,174,64,115,11,201,2346,9763
Oakland Carbide Engineering &,ACCOUNTLEVEL,-10,User 3,95,16,72,67,100,17,877,9074,4777
Ocean Sports,ACCOUNTLEVEL,-10,User 3,49,47,181,38,127,52,198,3517,571
Ocean Sports Wear,ACCOUNTLEVEL,-10,User 3,70,50,85,48,145,13,166,5631,17021
OKeeffes Inc,ACCOUNTLEVEL,-10,User 3,32,38,103,7,157,44,173,3199,2412
P & C Food Markets Inc,ACCOUNTLEVEL,-10,User 3,71,37,95,81,202,13,612,55,10356
P.S.C.,ACCOUNTLEVEL,-10,User 3,39,48,107,96,168,46,190,6649,7596
PacDevco Inc,ACCOUNTLEVEL,-10,User 3,43,23,63,67,131,49,392,354,16066
Pace Press Inc,ACCOUNTLEVEL,-10,User 3,13,20,99,40,237,18,57,5657,13105
Purity-Supreme Inc.,ACCOUNTLEVEL,-10,User 3,22,10,124,57,213,29,613,4972,8190
Quadrex Corp,ACCOUNTLEVEL,-10,User 3,24,35,164,80,241,8,473,3677,18519
Quaker Fashions,ACCOUNTLEVEL,-10,User 3,31,31,131,148,247,33,813,8002,10799
Queensborough Public Library,ACCOUNTLEVEL,-10,User 3,91,36,183,4,197,23,42,5005,7858
Quinn/Brein Inc,ACCOUNTLEVEL,-10,User 3,4,33,139,64,133,32,441,8029,18952
Quota Systems Inc.,ACCOUNTLEVEL,-10,User 3,3,34,96,136,161,17,378,1593,15555
R-F Industries Inc,ACCOUNTLEVEL,-10,User 3,82,42,179,59,175,16,323,2966,18655
Raceway Engines,ACCOUNTLEVEL,-10,User 3,69,47,78,106,196,22,899,2640,3621
Raleigh Active Wear,ACCOUNTLEVEL,-10,User 3,98,23,159,93,149,53,217,3036,10623
Raleigh Co.,ACCOUNTLEVEL,-10,User 3,56,41,105,87,154,23,345,7636,6432
Ralston Inc.,ACCOUNTLEVEL,-10,User 3,63,50,163,86,106,51,265,6971,8984
Sabena-Belgian World Airlines,ACCOUNTLEVEL,-10,User 3,47,17,88,88,110,33,908,5858,5829
Safeway Plumbing & Heating Inc,ACCOUNTLEVEL,-10,User 3,93,26,101,129,184,48,25,6236,18546
Saint Johns University Staten,ACCOUNTLEVEL,-10,User 3,12,11,198,13,240,28,721,9873,19814
Star Markets,ACCOUNTLEVEL,-10,User 3,26,25,140,111,221,34,20,3218,1942
State House Active Wear,ACCOUNTLEVEL,-10,User 3,43,29,95,115,212,12,952,1149,6101
Tapecon Inc,ACCOUNTLEVEL,-10,User 3,10,23,153,92,134,7,851,6988,3890
TDA Industries Inc,ACCOUNTLEVEL,-10,User 3,52,48,106,74,134,50,498,9254,12451
TEAC Corp. of America,ACCOUNTLEVEL,-10,User 3,39,28,169,18,244,7,841,7004,10233
Tech Fire & Safety Company,ACCOUNTLEVEL,-10,User 3,23,16,171,3,217,13,406,4118,18100
Teradyne,ACCOUNTLEVEL,-10,User 3,18,47,69,48,136,4,193,6531,18166
UBAF Arab American Bank,ACCOUNTLEVEL,-10,User 3,68,35,168,21,238,33,188,1929,4729
UniAmerica Inc,ACCOUNTLEVEL,-10,User 3,61,33,161,16,138,59,834,1404,14193
Union Flights,ACCOUNTLEVEL,-10,User 3,57,49,130,87,217,37,213,1348,18435
United Artists Theater Circuit,ACCOUNTLEVEL,-10,User 3,67,40,110,99,215,41,178,9627,16419
United Can Co.,ACCOUNTLEVEL,-10,User 3,67,16,109,147,197,4,155,5073,14075
Veritas Software,ACCOUNTLEVEL,-10,User 3,87,50,133,20,230,45,379,8863,4746
Via Systems,ACCOUNTLEVEL,-10,User 3,31,44,186,28,176,48,387,7727,8922
Vicor,ACCOUNTLEVEL,-10,User 3,23,11,88,73,132,35,994,2949,2947
Volga Boats,ACCOUNTLEVEL,-10,User 3,32,27,137,64,239,40,495,1080,15392
Vyrex,ACCOUNTLEVEL,-10,User 3,27,18,100,140,148,29,571,2633,9627
Wallys World,ACCOUNTLEVEL,-10,User 3,22,27,114,1,206,48,659,1387,2026
Westend Dealers,ACCOUNTLEVEL,-10,User 3,25,25,76,65,245,39,129,7072,3647
Westinghouse Corporation,ACCOUNTLEVEL,-10,User 3,50,46,137,109,232,53,541,1254,14280
Wind & Rain,ACCOUNTLEVEL,-10,User 3,4,26,116,147,243,51,275,2182,5425
Wyse Corp.,ACCOUNTLEVEL,-10,User 3,76,32,88,94,107,7,549,3030,6462
Xerox,ACCOUNTLEVEL,-10,User 3,52,15,183,101,146,59,741,3286,15038
Yesterday Productions Corp.,ACCOUNTLEVEL,-10,User 3,76,30,105,7,143,8,785,5999,883
Ziff-Davis Labs,ACCOUNTLEVEL,-10,User 3,26,25,85,66,220,11,464,5103,517
Zoo Gift Shop,ACCOUNTLEVEL,-10,User 3,2,50,64,131,136,24,103,1900,4573
AAR Corp Hardware Abscoa Division,ACCOUNTLEVEL,-9,User 3,88,47,128,94,104,45,509,8605,1885
Abacus Programming Corporation,ACCOUNTLEVEL,-9,User 3,92,40,124,39,110,39,109,9670,7297
Abberley Kooiman,ACCOUNTLEVEL,-9,User 3,39,24,80,37,217,23,871,5599,7153
Abbett Electric Corp,ACCOUNTLEVEL,-9,User 3,54,13,74,66,199,44,874,6067,17502
Abbey Press Inc,ACCOUNTLEVEL,-9,User 3,93,31,65,135,216,15,966,5682,9979
Bachman Information System Inc.,ACCOUNTLEVEL,-9,User 3,86,49,101,137,240,37,465,5852,459
Back Stage Magazine,ACCOUNTLEVEL,-9,User 3,50,22,63,102,144,52,923,8479,17196
Baker & McKenzie,ACCOUNTLEVEL,-9,User 3,28,34,182,50,197,5,875,81,9638
Balfour Maclaine International,ACCOUNTLEVEL,-9,User 3,65,30,189,67,137,19,10,9543,1204
Ball & Socket Mfg Co,ACCOUNTLEVEL,-9,User 3,17,43,126,1,144,53,886,3612,8673
Caco-Pacific Corp.,ACCOUNTLEVEL,-9,User 3,32,45,133,1,194,59,453,980,17003
CADAM Inc.,ACCOUNTLEVEL,-9,User 3,38,36,194,41,210,36,168,1973,1895
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-9,User 3,24,20,62,3,235,26,73,4816,19261
Cahn Instruments Inc,ACCOUNTLEVEL,-9,User 3,88,14,106,42,239,32,151,6678,7545
Cal-Pac Roofing Inc,ACCOUNTLEVEL,-9,User 3,1,37,130,36,170,60,960,8972,6239
Dai-Ichi Kangyo Bank,ACCOUNTLEVEL,-9,User 3,84,24,105,72,102,48,390,4180,16206
Daisy of California,ACCOUNTLEVEL,-9,User 3,72,17,123,144,222,1,433,6304,18519
Daley Business Forms,ACCOUNTLEVEL,-9,User 3,49,30,72,119,127,4,212,6432,2304
Dame Belts & Bag Co Inc,ACCOUNTLEVEL,-9,User 3,92,16,50,108,224,19,943,1102,8221
Dana Marketing Inc,ACCOUNTLEVEL,-9,User 3,82,47,88,89,122,44,977,317,9351
East Bay Brass Foundry,ACCOUNTLEVEL,-9,User 3,99,27,196,53,162,38,27,4983,11519
East Coast Traders,ACCOUNTLEVEL,-9,User 3,61,37,98,60,171,59,201,7047,13136
East/West Computers Inc,ACCOUNTLEVEL,-9,User 3,25,43,148,105,101,57,128,1673,19511
Eastern Municipal Water Distri,ACCOUNTLEVEL,-9,User 3,73,25,79,44,128,53,459,3809,16399
Eastman Kodak Company Health Sciences Division,ACCOUNTLEVEL,-9,User 3,47,26,174,22,115,44,254,5012,14073
Facts on File Newsletter,ACCOUNTLEVEL,-9,User 3,64,38,140,4,147,11,146,8876,9160
Family Magazine,ACCOUNTLEVEL,-9,User 3,46,22,72,4,144,26,976,8269,11585
Fedder RP Corp,ACCOUNTLEVEL,-9,User 3,41,16,92,139,137,56,209,900,14944
Fell David H & Company Inc,ACCOUNTLEVEL,-9,User 3,16,29,70,99,228,17,968,9077,5210
Ferrara Foods & Confections,ACCOUNTLEVEL,-9,User 3,88,36,107,20,146,39,790,6942,2478
G Group,ACCOUNTLEVEL,-9,User 3,50,43,59,52,236,57,315,2458,9186
G-L Veneer Co Inc.,ACCOUNTLEVEL,-9,User 3,84,44,160,2,134,1,634,3130,16976
Galbreath Co,ACCOUNTLEVEL,-9,User 3,74,17,157,0,130,2,773,6610,17889
Gallo Ernst & Julio Winery,ACCOUNTLEVEL,-9,User 3,63,32,51,110,233,60,910,3119,5875
Gamblers Anonymous,ACCOUNTLEVEL,-9,User 3,7,14,188,31,223,1,79,1247,7997
Halcyon Assoc,ACCOUNTLEVEL,-9,User 3,8,17,182,134,249,22,456,209,14499
Hambro International Venture F,ACCOUNTLEVEL,-9,User 3,72,34,164,109,124,34,101,10000,1152
Hardy James G & Co,ACCOUNTLEVEL,-9,User 3,22,20,171,38,141,10,495,561,11393
Harkavy Information Service,ACCOUNTLEVEL,-9,User 3,70,20,51,3,214,39,532,7924,8772
Harken Marketing Co,ACCOUNTLEVEL,-9,User 3,19,49,141,47,153,45,77,2872,1005
IBIS Systems Inc.,ACCOUNTLEVEL,-9,User 3,10,46,195,25,132,20,803,8215,8212
IBK Capital Inc,ACCOUNTLEVEL,-9,User 3,39,30,185,134,158,13,552,9986,18897
IBM Corp Data Systems Div,ACCOUNTLEVEL,-9,User 3,70,47,120,77,106,47,161,2408,19365
ICM Corp,ACCOUNTLEVEL,-9,User 3,88,31,90,52,104,24,831,9299,10584
ImageTek Corp,ACCOUNTLEVEL,-9,User 3,95,20,145,10,172,17,8,4857,11317
Jadow B & Sons Inc,ACCOUNTLEVEL,-9,User 3,14,25,181,137,177,37,791,5657,5980
Jaff Brothers Woodworks Inc,ACCOUNTLEVEL,-9,User 3,91,48,91,8,246,22,214,9880,3184
Jandel Scientific Inc.,ACCOUNTLEVEL,-9,User 3,35,16,174,121,132,26,665,771,3146
Japanese American Citizens Lea,ACCOUNTLEVEL,-9,User 3,85,33,127,20,183,52,292,1925,8252
K & S Contractors Supply Co,ACCOUNTLEVEL,-9,User 3,8,27,174,17,141,33,798,9948,19293
Kahlert Assoc Inc,ACCOUNTLEVEL,-9,User 3,85,34,146,15,131,3,142,9971,9903
Kaiser Steel Resources Inc,ACCOUNTLEVEL,-9,User 3,86,33,67,12,242,37,170,292,6465
Karabelas Furs Inc,ACCOUNTLEVEL,-9,User 3,89,39,85,62,143,14,715,2687,10340
Karpen & Steel Products Inc,ACCOUNTLEVEL,-9,User 3,90,30,68,81,222,36,591,8861,11584
La Costa Hotel & Spa,ACCOUNTLEVEL,-9,User 3,50,27,73,144,162,41,565,8010,9100
Lafferty RF & Co Inc,ACCOUNTLEVEL,-9,User 3,65,26,56,134,148,12,869,7179,7586
Lake County,ACCOUNTLEVEL,-9,User 3,61,22,163,146,154,16,581,1264,12986
Lakeland Village,ACCOUNTLEVEL,-9,User 3,15,14,101,33,168,51,186,3178,6532
Lexidata Corporation,ACCOUNTLEVEL,-9,User 3,29,49,198,98,150,48,143,9954,1640
Madonna Construction Co,ACCOUNTLEVEL,-9,User 3,78,39,124,137,177,23,981,6495,11110
Magma Power Co,ACCOUNTLEVEL,-9,User 3,11,30,171,53,212,29,412,3322,19227
Magna Mill Products,ACCOUNTLEVEL,-9,User 3,16,29,158,98,178,8,552,1260,10116
Majestic Entertainment,ACCOUNTLEVEL,-9,User 3,14,49,194,29,234,31,875,3066,13546
Mall Side Sports,ACCOUNTLEVEL,-9,User 3,72,15,186,71,193,58,630,9697,12628
N/S Corp,ACCOUNTLEVEL,-9,User 3,3,30,98,150,205,21,116,8509,5630
Nardon Mfg Company Incorporated,ACCOUNTLEVEL,-9,User 3,2,25,171,76,212,44,967,3989,11574
Nash Direct,ACCOUNTLEVEL,-9,User 3,61,22,139,95,188,33,646,9185,16520
National Assn of Printing Ink,ACCOUNTLEVEL,-9,User 3,75,20,148,44,126,34,270,6000,2583
Nixdorf Computer,ACCOUNTLEVEL,-9,User 3,43,48,66,107,215,54,403,6226,910
O-Cel-O Div General Mills Inc.,ACCOUNTLEVEL,-9,User 3,24,48,141,125,203,31,581,6936,9283
Oakland Carbide Engineering &,ACCOUNTLEVEL,-9,User 3,23,45,100,131,185,33,285,4280,15482
Ocean Sports,ACCOUNTLEVEL,-9,User 3,63,17,173,57,173,17,856,6867,4787
Ocean Sports Wear,ACCOUNTLEVEL,-9,User 3,95,36,78,114,234,59,921,291,19649
OKeeffes Inc,ACCOUNTLEVEL,-9,User 3,59,33,142,123,132,34,684,1611,682
P & C Food Markets Inc,ACCOUNTLEVEL,-9,User 3,55,38,159,74,230,14,850,7065,4664
P.S.C.,ACCOUNTLEVEL,-9,User 3,80,14,77,24,115,20,904,7644,2752
PacDevco Inc,ACCOUNTLEVEL,-9,User 3,68,46,57,125,173,55,85,8738,2358
Pace Press Inc,ACCOUNTLEVEL,-9,User 3,16,11,147,95,189,39,868,9726,16031
Purity-Supreme Inc.,ACCOUNTLEVEL,-9,User 3,52,24,107,96,142,47,224,1354,4014
Quadrex Corp,ACCOUNTLEVEL,-9,User 3,1,48,99,131,226,50,745,1190,6175
Quaker Fashions,ACCOUNTLEVEL,-9,User 3,82,10,133,8,108,30,782,1403,9152
Queensborough Public Library,ACCOUNTLEVEL,-9,User 3,72,33,153,106,138,16,354,9532,11229
Quinn/Brein Inc,ACCOUNTLEVEL,-9,User 3,3,42,139,94,215,43,261,8346,12919
Quota Systems Inc.,ACCOUNTLEVEL,-9,User 3,16,31,97,67,214,39,827,1377,7096
R-F Industries Inc,ACCOUNTLEVEL,-9,User 3,15,21,107,1,168,43,586,1282,15161
Raceway Engines,ACCOUNTLEVEL,-9,User 3,60,28,141,28,120,10,710,1795,6695
Raleigh Active Wear,ACCOUNTLEVEL,-9,User 3,46,11,194,110,168,53,247,3588,14481
Raleigh Co.,ACCOUNTLEVEL,-9,User 3,60,36,88,115,200,54,304,6296,13072
Ralston Inc.,ACCOUNTLEVEL,-9,User 3,17,24,118,23,219,14,744,6456,3363
Sabena-Belgian World Airlines,ACCOUNTLEVEL,-9,User 3,83,41,83,122,209,2,963,7101,865
Safeway Plumbing & Heating Inc,ACCOUNTLEVEL,-9,User 3,43,42,74,116,204,60,585,1227,2723
Saint Johns University Staten,ACCOUNTLEVEL,-9,User 3,41,28,80,26,127,31,674,1961,17694
Star Markets,ACCOUNTLEVEL,-9,User 3,17,34,99,133,169,26,272,5644,11214
State House Active Wear,ACCOUNTLEVEL,-9,User 3,57,18,171,135,140,46,555,5995,3196
Tapecon Inc,ACCOUNTLEVEL,-9,User 3,91,16,71,86,204,10,98,6292,15975
TDA Industries Inc,ACCOUNTLEVEL,-9,User 3,9,21,158,56,242,13,293,3515,10681
TEAC Corp. of America,ACCOUNTLEVEL,-9,User 3,5,15,73,84,198,21,841,590,13002
Tech Fire & Safety Company,ACCOUNTLEVEL,-9,User 3,94,28,174,138,136,13,935,954,4885
Teradyne,ACCOUNTLEVEL,-9,User 3,40,21,139,3,139,36,108,4228,17195
UBAF Arab American Bank,ACCOUNTLEVEL,-9,User 3,61,29,151,136,193,12,382,3697,4427
UniAmerica Inc,ACCOUNTLEVEL,-9,User 3,7,28,89,53,149,16,730,9788,12396
Union Flights,ACCOUNTLEVEL,-9,User 3,31,49,150,80,210,51,840,7173,9815
United Artists Theater Circuit,ACCOUNTLEVEL,-9,User 3,53,45,87,35,147,30,751,2344,4747
United Can Co.,ACCOUNTLEVEL,-9,User 3,18,44,196,117,227,34,630,6057,16215
Veritas Software,ACCOUNTLEVEL,-9,User 3,41,43,82,118,196,3,610,9220,3000
Via Systems,ACCOUNTLEVEL,-9,User 3,34,36,171,127,112,40,266,3676,6721
Vicor,ACCOUNTLEVEL,-9,User 3,71,35,69,136,181,22,662,2347,11416
Volga Boats,ACCOUNTLEVEL,-9,User 3,12,43,160,139,185,15,500,1476,2810
Vyrex,ACCOUNTLEVEL,-9,User 3,25,48,197,92,210,1,954,2466,11534
Wallys World,ACCOUNTLEVEL,-9,User 3,6,36,111,23,126,32,645,5090,17332
Westend Dealers,ACCOUNTLEVEL,-9,User 3,73,45,79,109,101,58,651,9351,12727
Westinghouse Corporation,ACCOUNTLEVEL,-9,User 3,99,14,54,94,143,40,116,1538,4837
Wind & Rain,ACCOUNTLEVEL,-9,User 3,84,29,75,60,150,7,708,2299,3299
Wyse Corp.,ACCOUNTLEVEL,-9,User 3,53,12,149,7,152,13,772,844,4739
Xerox,ACCOUNTLEVEL,-9,User 3,88,33,192,5,111,11,495,9518,15163
Yesterday Productions Corp.,ACCOUNTLEVEL,-9,User 3,96,50,127,78,195,32,854,7090,5847
Ziff-Davis Labs,ACCOUNTLEVEL,-9,User 3,59,45,131,34,135,7,363,5565,19343
Zoo Gift Shop,ACCOUNTLEVEL,-9,User 3,79,48,191,38,167,43,742,5385,14496
AAR Corp Hardware Abscoa Division,ACCOUNTLEVEL,-8,User 3,44,21,136,3,220,16,882,777,6552
